trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,liquidation,block_rfq_id,combo_id,unix_sec
2885,364038197,1746062637703,0,0.0795,0.07863422,44.16,BTC-30MAY25-90000-C,94620.91,sell,0.2,0.2,,,,,,1746062637.703
2886,364039358,1746064480402,1,0.0795,0.07881455,44.06,BTC-30MAY25-90000-C,94637.16,sell,0.3,0.3,,,,,,1746064480.402
2887,364062615,1746093033083,0,0.086,0.08598244,43.82,BTC-30MAY25-90000-C,95606.96,buy,0.1,0.1,,,,,,1746093033.083
2889,364062822,1746093034268,1,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2892,364062825,1746093034268,1,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2893,364062826,1746093034268,1,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2891,364062824,1746093034268,1,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2888,364062821,1746093034268,0,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2890,364062823,1746093034268,1,0.0865,0.08601075,44.17,BTC-30MAY25-90000-C,95631.82,buy,0.1,0.1,,,,,,1746093034.268
2894,364067397,1746094406119,1,0.0865,0.08660163,44.04,BTC-30MAY25-90000-C,95652.92,buy,0.3,0.3,,,,,,1746094406.119
2895,364069336,1746094772201,0,0.09,0.08951275,44.85,BTC-30MAY25-90000-C,96063.23,buy,0.8,0.8,,,,,,1746094772.201
2897,364089025,1746100820099,1,0.0915,0.09115144,45.32,BTC-30MAY25-90000-C,96235.67,sell,0.8,0.8,,,,,,1746100820.099
2896,364089024,1746100820099,0,0.0915,0.09115144,45.32,BTC-30MAY25-90000-C,96235.67,sell,0.2,0.2,,,,,,1746100820.099
2898,364097428,1746103304942,0,0.0925,0.09251207,44.95,BTC-30MAY25-90000-C,96417.54,buy,0.3,0.3,,,,,,1746103304.942
2899,364097429,1746103304957,1,0.0925,0.09251207,44.95,BTC-30MAY25-90000-C,96417.54,buy,0.4,0.4,,,,,,1746103304.957
2900,364097430,1746103305019,1,0.0925,0.09251207,44.95,BTC-30MAY25-90000-C,96417.54,buy,0.3,0.3,,,,,,1746103305.019
2901,364109154,1746107023446,2,0.09,0.09018419,45.18,BTC-30MAY25-90000-C,96043.2,sell,10.0,10.0,,,,,,1746107023.446
2902,364158162,1746122605299,0,0.096,0.09467884,46.11,BTC-30MAY25-90000-C,96852.57,buy,0.5,0.5,,,,,,1746122605.299
2903,364319431,1746207329479,0,0.0965,0.09647296,42.81,BTC-30MAY25-90000-C,97482.6,buy,0.1,0.1,,,,,,1746207329.479
2904,364349976,1746217086693,2,0.093,0.09301475,42.44,BTC-30MAY25-90000-C,97041.92,sell,0.3,0.3,,,,,,1746217086.693
2905,364461381,1746275524883,2,0.0845,0.08454828,41.68,BTC-30MAY25-90000-C,96067.91,buy,0.2,0.2,,,,,,1746275524.883
2906,364487024,1746290184337,0,0.086,0.08562336,42.44,BTC-30MAY25-90000-C,96184.82,sell,0.2,0.2,,,,,,1746290184.337
2907,364487025,1746290184338,1,0.086,0.08562336,42.44,BTC-30MAY25-90000-C,96184.82,sell,0.2,0.2,,,,,,1746290184.338
2908,364493204,1746293861601,2,0.0845,0.08466076,41.68,BTC-30MAY25-90000-C,96053.18,buy,0.1,0.1,,,,,,1746293861.601
2909,364643256,1746392989016,2,0.0825,0.08247005,43.6,BTC-30MAY25-90000-C,95693.79,sell,0.1,0.1,,,,,,1746392989.016
2910,364643257,1746392992086,3,0.0825,0.08244916,43.59,BTC-30MAY25-90000-C,95694.08,sell,0.1,0.1,,,,,,1746392992.086
2911,364643258,1746392995136,3,0.0825,0.08245641,43.6,BTC-30MAY25-90000-C,95693.86,sell,0.1,0.1,,,,,,1746392995.136
2912,364643263,1746393028587,3,0.0825,0.08245444,43.59,BTC-30MAY25-90000-C,95692.35,sell,0.1,0.1,,,,,,1746393028.587
2913,364643431,1746393240522,3,0.0825,0.08243848,43.62,BTC-30MAY25-90000-C,95687.6,sell,0.1,0.1,,,,,,1746393240.522
2914,364680923,1746408719054,2,0.07,0.07038352,42.88,BTC-30MAY25-90000-C,93985.46,sell,5.9,5.9,,,,,,1746408719.054
2915,364680947,1746408719608,3,0.07,0.07038352,42.88,BTC-30MAY25-90000-C,93985.46,sell,0.1,0.1,,,,,,1746408719.608
2916,364680948,1746408719624,3,0.07,0.07038352,42.88,BTC-30MAY25-90000-C,93985.46,sell,0.1,0.1,,,,,,1746408719.624
2917,364681013,1746408721046,3,0.07,0.07022511,43.2,BTC-30MAY25-90000-C,93942.34,sell,3.9,3.9,,,,,,1746408721.046
2918,364709931,1746426394726,0,0.075,0.0752908,43.4,BTC-30MAY25-90000-C,94639.23,buy,0.5,0.5,,,,,,1746426394.726
2919,364720505,1746434783658,2,0.074,0.07405044,43.09,BTC-30MAY25-90000-C,94578.59,buy,0.5,0.5,,,,,,1746434783.658
2920,364730508,1746444730804,2,0.07,0.06999986,43.22,BTC-30MAY25-90000-C,93986.53,sell,0.1,0.1,,,,,,1746444730.804
2921,364732230,1746445919573,0,0.071,0.07066001,43.85,BTC-30MAY25-90000-C,94032.48,sell,0.1,0.1,,,,,,1746445919.573
2922,364732232,1746445926170,1,0.071,0.0706629,43.84,BTC-30MAY25-90000-C,94034.37,sell,0.1,0.1,,,,,,1746445926.17
2923,364732233,1746445927816,1,0.071,0.07067547,43.83,BTC-30MAY25-90000-C,94036.12,sell,0.1,0.1,,,,,,1746445927.816
2924,364732234,1746445929499,1,0.071,0.07068639,43.81,BTC-30MAY25-90000-C,94038.06,sell,0.1,0.1,,,,,,1746445929.499
2925,364732237,1746445931083,1,0.071,0.07068672,43.79,BTC-30MAY25-90000-C,94041.11,sell,0.1,0.1,,,,,,1746445931.083
2926,364732278,1746445935499,1,0.071,0.07075408,43.72,BTC-30MAY25-90000-C,94050.87,sell,0.1,0.1,,,,,,1746445935.499
2927,364732280,1746445938163,1,0.071,0.07078205,43.72,BTC-30MAY25-90000-C,94051.05,sell,0.1,0.1,,,,,,1746445938.163
2928,364732283,1746445940447,1,0.071,0.07078468,43.72,BTC-30MAY25-90000-C,94051.69,sell,0.1,0.1,,,,,,1746445940.447
2929,364732368,1746446029061,1,0.071,0.07077896,43.72,BTC-30MAY25-90000-C,94057.84,sell,0.1,0.1,,,,,,1746446029.061
2930,364732370,1746446033010,1,0.071,0.07077988,43.72,BTC-30MAY25-90000-C,94057.84,sell,0.1,0.1,,,,,,1746446033.01
2931,364732371,1746446036197,1,0.071,0.07078591,43.72,BTC-30MAY25-90000-C,94057.74,sell,0.1,0.1,,,,,,1746446036.197
2932,364732373,1746446037941,1,0.071,0.07078556,43.72,BTC-30MAY25-90000-C,94057.69,sell,0.1,0.1,,,,,,1746446037.941
2933,364732374,1746446039602,1,0.071,0.07078652,43.72,BTC-30MAY25-90000-C,94057.64,sell,0.1,0.1,,,,,,1746446039.602
2934,364732376,1746446042236,1,0.071,0.07078692,43.71,BTC-30MAY25-90000-C,94058.53,sell,0.1,0.1,,,,,,1746446042.236
2935,364732383,1746446044530,1,0.071,0.0708008,43.7,BTC-30MAY25-90000-C,94058.87,sell,0.1,0.1,,,,,,1746446044.53
2936,364732386,1746446046343,1,0.071,0.07080133,43.67,BTC-30MAY25-90000-C,94063.01,sell,0.1,0.1,,,,,,1746446046.343
2937,364732741,1746446358113,1,0.071,0.07098525,43.72,BTC-30MAY25-90000-C,94061.34,sell,0.1,0.1,,,,,,1746446358.113
2938,364733550,1746446796410,2,0.0705,0.07042892,43.7,BTC-30MAY25-90000-C,93987.25,sell,0.1,0.1,,,,,,1746446796.41
2939,364738777,1746451543773,0,0.0725,0.0727036,43.41,BTC-30MAY25-90000-C,94298.63,sell,0.1,0.1,,,,,,1746451543.773
2940,364742741,1746452472773,2,0.07,0.06992468,43.82,BTC-30MAY25-90000-C,93853.37,sell,0.1,0.1,,,,,,1746452472.773
2941,364760285,1746456061698,0,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,1.0,1.0,,,,,,1746456061.698
2942,364760286,1746456061710,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.2,0.2,,,,,,1746456061.71
2943,364760287,1746456061723,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,2.7,2.7,,,,,,1746456061.723
2944,364760288,1746456061728,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,1.4,1.4,,,,,,1746456061.728
2945,364760289,1746456061735,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.1,0.1,,,,,,1746456061.735
2946,364760290,1746456061748,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.4,0.4,,,,,,1746456061.748
2947,364760291,1746456061758,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.1,0.1,,,,,,1746456061.758
2948,364760292,1746456061771,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.2,0.2,,,,,,1746456061.771
2949,364760293,1746456061779,1,0.0705,0.07069654,43.03,BTC-30MAY25-90000-C,94042.48,buy,0.1,0.1,,,,,,1746456061.779
2950,364761290,1746456596428,0,0.0715,0.07121728,43.38,BTC-30MAY25-90000-C,94156.0,buy,0.1,0.1,,,,,,1746456596.428
2951,364768581,1746460038872,2,0.068,0.06828474,42.88,BTC-30MAY25-90000-C,93691.53,sell,0.7,0.7,,,,,,1746460038.872
2952,364768582,1746460038882,3,0.068,0.06828474,42.88,BTC-30MAY25-90000-C,93691.53,sell,0.3,0.3,,,,,,1746460038.882
2953,364831013,1746510693177,0,0.0725,0.07120227,43.59,BTC-30MAY25-90000-C,94375.09,buy,1.0,1.0,,,,,,1746510693.177
2954,364832172,1746513161937,2,0.0715,0.07134373,42.52,BTC-30MAY25-90000-C,94376.33,sell,0.1,0.1,,,,,,1746513161.937
2955,364835845,1746517201996,2,0.071,0.07113577,42.24,BTC-30MAY25-90000-C,94368.02,sell,0.1,0.1,,,,,,1746517201.996
2956,364860620,1746536952247,2,0.0665,0.06645148,41.99,BTC-30MAY25-90000-C,93739.93,sell,0.1,0.1,,,,,,1746536952.247
2957,364860911,1746537292136,2,0.066,0.06642372,41.54,BTC-30MAY25-90000-C,93717.59,buy,0.1,0.1,,,,,,1746537292.136
2958,364872351,1746540028399,2,0.0655,0.0659466,41.7,BTC-30MAY25-90000-C,93633.73,buy,0.1,0.1,,,,,,1746540028.399
2959,364872466,1746540053373,0,0.0665,0.06666755,42.21,BTC-30MAY25-90000-C,93715.01,sell,0.2,0.2,,,,,,1746540053.373
2960,364880312,1746541893177,0,0.07,0.07005193,42.44,BTC-30MAY25-90000-C,94250.58,sell,0.1,0.1,,,,,,1746541893.177
2961,364880867,1746542114006,0,0.071,0.07090759,42.59,BTC-30MAY25-90000-C,94372.88,sell,0.1,0.1,,,,,,1746542114.006
2962,364889433,1746545783208,0,0.073,0.07279477,42.87,BTC-30MAY25-90000-C,94623.93,buy,0.3,0.3,,,,,,1746545783.208
2963,364889435,1746545787910,1,0.073,0.07311317,42.46,BTC-30MAY25-90000-C,94675.55,buy,0.3,0.3,,,,,,1746545787.91
2964,364889447,1746545791277,1,0.073,0.07315745,42.45,BTC-30MAY25-90000-C,94676.69,buy,0.3,0.3,,,,,,1746545791.277
2965,364889470,1746545806324,1,0.073,0.07317793,42.42,BTC-30MAY25-90000-C,94680.3,buy,0.1,0.1,,,,,,1746545806.324
2967,364920548,1746568189888,0,0.0745,0.07319511,43.94,BTC-30MAY25-90000-C,94704.17,buy,4.0,4.0,,,,,,1746568189.888
2966,364920547,1746568189888,0,0.074,0.07319511,43.37,BTC-30MAY25-90000-C,94704.17,buy,1.0,1.0,,,,,,1746568189.888
2968,364920677,1746568730787,2,0.0735,0.07264218,43.31,BTC-30MAY25-90000-C,94649.79,buy,1.0,1.0,,,,,,1746568730.787
2969,364920678,1746568730787,3,0.0735,0.07264218,43.31,BTC-30MAY25-90000-C,94649.79,buy,4.0,4.0,,,,,,1746568730.787
2971,364924863,1746569271653,0,0.08,0.07834097,44.34,BTC-30MAY25-90000-C,95461.24,buy,0.7,0.7,,,,,,1746569271.653
2970,364924862,1746569271653,0,0.0795,0.07834097,43.74,BTC-30MAY25-90000-C,95461.24,buy,4.3,4.3,,,,,,1746569271.653
2972,364925082,1746569323213,2,0.0785,0.07859999,42.57,BTC-30MAY25-90000-C,95460.56,sell,4.7,4.7,,,,,,1746569323.213
2973,364925083,1746569323225,3,0.0785,0.07859999,42.57,BTC-30MAY25-90000-C,95460.56,sell,0.3,0.3,,,,,,1746569323.225
2975,364927386,1746569812429,0,0.0805,0.07801333,45.52,BTC-30MAY25-90000-C,95378.09,buy,0.1,0.1,,,,,,1746569812.429
2974,364927385,1746569812429,0,0.0795,0.07801333,44.34,BTC-30MAY25-90000-C,95378.09,buy,4.9,4.9,,,,,,1746569812.429
2976,364927392,1746569814126,2,0.0795,0.0780293,44.23,BTC-30MAY25-90000-C,95391.77,buy,5.0,5.0,,,,,,1746569814.126
2977,364945813,1746573776383,0,0.086,0.08586296,43.75,BTC-30MAY25-90000-C,96394.98,buy,0.1,0.1,,,,,,1746573776.383
2978,364946269,1746573787338,0,0.0865,0.08598348,44.25,BTC-30MAY25-90000-C,96407.09,buy,0.1,0.1,,,,,,1746573787.338
2979,364947221,1746573857113,0,0.088,0.08725587,44.45,BTC-30MAY25-90000-C,96601.78,buy,0.1,0.1,,,,,,1746573857.113
2980,364947507,1746573898729,0,0.0885,0.08796155,44.29,BTC-30MAY25-90000-C,96693.73,buy,0.1,0.1,,,,,,1746573898.729
2981,364947676,1746573915217,0,0.089,0.08831739,44.32,BTC-30MAY25-90000-C,96758.72,buy,0.1,0.1,,,,,,1746573915.217
2982,364949881,1746575003001,2,0.088,0.0879961,44.0,BTC-30MAY25-90000-C,96660.49,buy,0.1,0.1,,,,,,1746575003.001
2983,364949975,1746575039895,0,0.0885,0.08850311,44.01,BTC-30MAY25-90000-C,96723.36,buy,0.1,0.1,,,,,,1746575039.895
2984,364950065,1746575071640,0,0.089,0.08877823,44.25,BTC-30MAY25-90000-C,96770.5,buy,0.1,0.1,,,,,,1746575071.64
2985,364950347,1746575103869,0,0.0895,0.08939743,44.19,BTC-30MAY25-90000-C,96850.76,buy,0.1,0.1,,,,,,1746575103.869
2986,364952763,1746576099001,0,0.09,0.08989525,44.19,BTC-30MAY25-90000-C,96926.82,buy,0.1,0.1,,,,,,1746576099.001
2987,364952764,1746576099024,1,0.09,0.08989525,44.19,BTC-30MAY25-90000-C,96926.82,buy,0.1,0.1,,,,,,1746576099.024
2988,364952769,1746576099200,1,0.09,0.08989525,44.19,BTC-30MAY25-90000-C,96926.82,buy,0.5,0.5,,,,,,1746576099.2
2989,364952771,1746576099209,1,0.09,0.08989525,44.19,BTC-30MAY25-90000-C,96926.82,buy,9.4,9.4,,,,,,1746576099.209
2990,364953453,1746576348679,2,0.0895,0.08952198,44.04,BTC-30MAY25-90000-C,96884.53,buy,0.1,0.1,,,,,,1746576348.679
2991,364953780,1746576441722,0,0.09,0.08960233,44.65,BTC-30MAY25-90000-C,96904.53,buy,0.1,0.1,,,,,,1746576441.722
2992,364955764,1746577201153,0,0.091,0.0908512,44.39,BTC-30MAY25-90000-C,97062.5,buy,0.1,0.1,,,,,,1746577201.153
2993,364970586,1746582816139,0,0.094,0.09389587,44.75,BTC-30MAY25-90000-C,97419.19,sell,0.5,0.5,,,,,,1746582816.139
2994,364978909,1746586503525,2,0.0875,0.08741174,44.24,BTC-30MAY25-90000-C,96598.5,buy,0.1,0.1,,,,,,1746586503.525
2995,364990433,1746598041617,2,0.086,0.08587256,43.07,BTC-30MAY25-90000-C,96551.43,buy,0.1,0.1,,,,,,1746598041.617
2996,364990705,1746598386721,0,0.087,0.08645657,43.77,BTC-30MAY25-90000-C,96628.41,sell,1.0,1.0,,,,,,1746598386.721
2997,364992417,1746600854915,2,0.086,0.08590459,43.19,BTC-30MAY25-90000-C,96536.68,sell,1.0,1.0,,,,,,1746600854.915
2998,364995488,1746603837991,0,0.088,0.08790973,43.13,BTC-30MAY25-90000-C,96839.57,buy,0.1,0.1,,,,,,1746603837.991
2999,365001093,1746609173441,1,0.088,0.08848588,42.18,BTC-30MAY25-90000-C,96953.38,buy,0.1,0.1,,,,,,1746609173.441
3000,365002005,1746610863321,0,0.089,0.08893911,43.33,BTC-30MAY25-90000-C,96946.87,buy,0.1,0.1,,,,,,1746610863.321
3001,365003480,1746613476266,2,0.088,0.08887079,42.23,BTC-30MAY25-90000-C,96937.3,buy,0.1,0.1,,,,,,1746613476.266
3002,365003487,1746613493558,0,0.0885,0.08886356,42.9,BTC-30MAY25-90000-C,96938.18,buy,0.1,0.1,,,,,,1746613493.558
3003,365004688,1746614303844,0,0.089,0.08916031,43.11,BTC-30MAY25-90000-C,96974.04,buy,0.1,0.1,,,,,,1746614303.844
3004,365018086,1746627000769,0,0.09,0.09064575,42.57,BTC-30MAY25-90000-C,97221.07,buy,0.1,0.1,,,,,,1746627000.769
3005,365018087,1746627010229,0,0.0905,0.09063141,43.32,BTC-30MAY25-90000-C,97216.82,buy,0.1,0.1,,,,,,1746627010.229
3006,365018089,1746627018377,1,0.0905,0.09064701,43.36,BTC-30MAY25-90000-C,97214.01,buy,0.1,0.1,,,,,,1746627018.377
3007,365018093,1746627028670,1,0.0905,0.09068948,43.37,BTC-30MAY25-90000-C,97213.9,buy,0.1,0.1,,,,,,1746627028.67
3008,365018100,1746627035700,1,0.0905,0.09058981,43.32,BTC-30MAY25-90000-C,97218.35,buy,0.1,0.1,,,,,,1746627035.7
3009,365018213,1746627050152,0,0.091,0.09085882,43.65,BTC-30MAY25-90000-C,97250.13,buy,0.1,0.1,,,,,,1746627050.152
3010,365019313,1746627886701,0,0.092,0.0919278,43.63,BTC-30MAY25-90000-C,97370.3,buy,0.7,0.7,,,,,,1746627886.701
3011,365019583,1746628004835,1,0.092,0.09192596,43.65,BTC-30MAY25-90000-C,97376.43,buy,0.3,0.3,,,,,,1746628004.835
3012,365019603,1746628009869,1,0.092,0.09207788,43.45,BTC-30MAY25-90000-C,97395.29,buy,1.9,1.9,,,,,,1746628009.869
3013,365019604,1746628009882,1,0.092,0.09207788,43.45,BTC-30MAY25-90000-C,97395.29,buy,0.1,0.1,,,,,,1746628009.882
3014,365019605,1746628009890,1,0.092,0.09207788,43.45,BTC-30MAY25-90000-C,97395.29,buy,0.2,0.2,,,,,,1746628009.89
3015,365019606,1746628009899,1,0.092,0.09207788,43.45,BTC-30MAY25-90000-C,97395.29,buy,0.1,0.1,,,,,,1746628009.899
3016,365019610,1746628010262,1,0.092,0.09207788,43.45,BTC-30MAY25-90000-C,97395.29,buy,1.7,1.7,,,,,,1746628010.262
3017,365024321,1746630287942,2,0.088,0.08813624,43.21,BTC-30MAY25-90000-C,96854.85,buy,0.1,0.1,,,,,,1746630287.942
3018,365024342,1746630303785,2,0.087,0.08824095,41.69,BTC-30MAY25-90000-C,96868.68,sell,0.1,0.1,,,,,,1746630303.785
3019,365024379,1746630318036,0,0.088,0.08811625,43.1,BTC-30MAY25-90000-C,96863.05,buy,0.1,0.1,,,,,,1746630318.036
3020,365024396,1746630322165,1,0.088,0.08823952,43.07,BTC-30MAY25-90000-C,96865.7,buy,0.1,0.1,,,,,,1746630322.165
3021,365024407,1746630324777,0,0.0885,0.08822718,43.63,BTC-30MAY25-90000-C,96875.55,buy,0.1,0.1,,,,,,1746630324.777
3022,365035030,1746640372748,2,0.0845,0.08445374,42.62,BTC-30MAY25-90000-C,96467.67,sell,0.1,0.1,,,,,,1746640372.748
3023,365058432,1746646204379,2,0.08,0.08074844,41.67,BTC-30MAY25-90000-C,95981.55,sell,0.1,0.1,,,,,,1746646204.379
3024,365092122,1746664476584,0,0.0885,0.08871607,42.18,BTC-30MAY25-90000-C,97090.28,sell,0.8,0.8,,,,,,1746664476.584
3025,365092123,1746664476623,1,0.0885,0.08871607,42.18,BTC-30MAY25-90000-C,97090.28,sell,0.2,0.2,,,,,,1746664476.623
3026,365094486,1746665843363,0,0.091,0.09096658,42.03,BTC-30MAY25-90000-C,97442.45,buy,0.1,0.1,,,,,,1746665843.363
3027,365100638,1746666281422,0,0.095,0.09551283,42.0,BTC-30MAY25-90000-C,97999.82,sell,0.3,0.3,,,,,,1746666281.422
3028,365242576,1746718199500,0,0.117,0.116084,45.88,BTC-30MAY25-90000-C,100640.39,sell,0.1,0.1,,,,,,1746718199.5
3029,365256170,1746719530698,0,0.1205,0.12169866,44.86,BTC-30MAY25-90000-C,101152.72,sell,0.3,0.3,,,,,,1746719530.698
3030,365260401,1746720183489,2,0.1175,0.11769241,45.44,BTC-30MAY25-90000-C,100708.35,sell,0.5,0.5,,,,,,1746720183.489
3031,365260402,1746720183498,3,0.1175,0.11769241,45.44,BTC-30MAY25-90000-C,100708.35,sell,0.1,0.1,,,,,,1746720183.498
3032,365260403,1746720183603,3,0.1175,0.11769241,45.44,BTC-30MAY25-90000-C,100708.35,sell,0.9,0.9,,,,,,1746720183.603
3033,365260432,1746720184769,3,0.1175,0.11754365,45.63,BTC-30MAY25-90000-C,100695.11,sell,0.6,0.6,,,,,,1746720184.769
3034,365260433,1746720184777,3,0.1175,0.11754365,45.63,BTC-30MAY25-90000-C,100695.11,sell,0.9,0.9,,,,,,1746720184.777
3035,365260434,1746720184808,3,0.1175,0.11754365,45.63,BTC-30MAY25-90000-C,100695.11,sell,0.9,0.9,,,,,,1746720184.808
3037,365260436,1746720184809,3,0.1175,0.11754365,45.63,BTC-30MAY25-90000-C,100695.11,sell,0.3,0.3,,,,,,1746720184.809
3036,365260435,1746720184809,3,0.1175,0.11754365,45.63,BTC-30MAY25-90000-C,100695.11,sell,6.1,6.1,,,,,,1746720184.809
3038,365269123,1746723031663,0,0.1223,0.12220064,45.7,BTC-30MAY25-90000-C,101311.72,buy,50.0,50.0,2.0,BLOCK-196687,,,BTC-CS-30MAY25-90000_100000,1746723031.663
3039,365286532,1746731289540,2,0.1213,0.12109797,45.87,BTC-30MAY25-90000-C,101180.53,buy,40.0,40.0,2.0,BLOCK-196722,,,BTC-CS-30MAY25-90000_100000,1746731289.54
3040,365315531,1746739105183,0,0.1385,0.1380224,47.35,BTC-30MAY25-90000-C,103382.41,sell,0.1,0.1,,,M,,,1746739105.183
3041,365326936,1746739897261,0,0.14,0.1390952,49.91,BTC-30MAY25-90000-C,103432.67,buy,1.0,1.0,,,,,,1746739897.261
3042,365331500,1746740540741,2,0.1355,0.13593335,47.91,BTC-30MAY25-90000-C,102963.49,sell,0.3,0.3,,,,,,1746740540.741
3043,365355100,1746747215192,2,0.135,0.13562851,45.98,BTC-30MAY25-90000-C,102983.51,sell,0.3,0.3,,,,,,1746747215.192
3044,365365224,1746751266147,2,0.1325,0.13243503,47.16,BTC-30MAY25-90000-C,102611.6,sell,0.3,0.3,,,,,,1746751266.147
3045,365365583,1746751406973,2,0.132,0.13230491,46.24,BTC-30MAY25-90000-C,102592.92,sell,0.1,0.1,,,,,,1746751406.973
