trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_trade_id,amount,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
3599,ETH-256241482,1751385642176,0,0.0033,0.003402,63.41,ETH-25JUL25-3200-C,2424.47,sell,12.0,,12.0,,,,,,1751385642.176
3600,ETH-256241483,1751385642176,2,0.0032,0.003402,63.03,ETH-25JUL25-3200-C,2424.47,sell,1.0,,1.0,,,,,,1751385642.176
3601,ETH-256241782,1751385854188,3,0.0032,0.003389,63.08,ETH-25JUL25-3200-C,2423.82,sell,14.0,,14.0,,,,,,1751385854.188
3602,ETH-256242011,1751386090198,3,0.0032,0.003332,63.32,ETH-25JUL25-3200-C,2420.4,sell,15.0,,15.0,,,,,,1751386090.198
3603,ETH-256242363,1751386323216,0,0.0033,0.003496,63.1,ETH-25JUL25-3200-C,2428.67,sell,12.0,,12.0,,,,,,1751386323.216
3604,ETH-256242536,1751386519231,1,0.0033,0.003536,62.95,ETH-25JUL25-3200-C,2430.81,sell,13.0,,13.0,,,,,,1751386519.231
3605,ETH-256242630,1751386630050,1,0.0033,0.003516,63.02,ETH-25JUL25-3200-C,2429.87,sell,1.0,,1.0,,,,,,1751386630.05
3607,ETH-256242771,1751386732240,2,0.0032,0.003457,62.85,ETH-25JUL25-3200-C,2427.14,sell,2.0,,2.0,,,,,,1751386732.24
3606,ETH-256242770,1751386732240,1,0.0033,0.003457,63.22,ETH-25JUL25-3200-C,2427.14,sell,12.0,,12.0,,,,,,1751386732.24
3608,ETH-256242897,1751386967267,3,0.0032,0.003422,62.95,ETH-25JUL25-3200-C,2425.68,sell,15.0,,15.0,,,,,,1751386967.267
3609,ETH-256243039,1751387206283,3,0.0032,0.003494,62.67,ETH-25JUL25-3200-C,2429.47,sell,13.0,,13.0,,,,,,1751387206.283
3610,ETH-256243249,1751387419293,3,0.0032,0.003472,62.68,ETH-25JUL25-3200-C,2429.6,sell,13.0,,13.0,,,,,,1751387419.293
3611,ETH-256243347,1751387631302,3,0.0032,0.003475,62.67,ETH-25JUL25-3200-C,2429.52,sell,13.0,,13.0,,,,,,1751387631.302
3612,ETH-256243441,1751387844322,3,0.0032,0.003455,62.7,ETH-25JUL25-3200-C,2429.18,sell,14.0,,14.0,,,,,,1751387844.322
3613,ETH-256243529,1751388079339,3,0.0032,0.003424,62.82,ETH-25JUL25-3200-C,2427.72,sell,14.0,,14.0,,,,,,1751388079.339
3615,ETH-256243645,1751388308352,3,0.0032,0.003424,62.82,ETH-25JUL25-3200-C,2427.78,sell,6.0,,6.0,,,,,,1751388308.352
3614,ETH-256243644,1751388308352,3,0.0032,0.003424,62.82,ETH-25JUL25-3200-C,2427.78,sell,8.0,,8.0,,,,,,1751388308.352
3616,ETH-256243950,1751388537375,3,0.0032,0.003437,62.78,ETH-25JUL25-3200-C,2428.35,sell,14.0,,14.0,,,,,,1751388537.375
3617,ETH-256244049,1751388766606,3,0.0032,0.003406,62.86,ETH-25JUL25-3200-C,2427.23,sell,15.0,,15.0,,,,,,1751388766.606
3618,ETH-256244184,1751389012619,3,0.0032,0.003411,62.83,ETH-25JUL25-3200-C,2427.69,sell,14.0,,14.0,,,,,,1751389012.619
3619,ETH-256244317,1751389241415,2,0.0031,0.003361,62.62,ETH-25JUL25-3200-C,2425.47,sell,14.0,,14.0,,,,,,1751389241.415
3620,ETH-256244540,1751389476656,3,0.0031,0.003244,63.06,ETH-25JUL25-3200-C,2419.55,sell,14.0,,14.0,,,,,,1751389476.656
3621,ETH-256244780,1751389705449,3,0.0031,0.003285,62.95,ETH-25JUL25-3200-C,2420.93,sell,15.0,,15.0,,,,,,1751389705.449
3622,ETH-256245081,1751389938704,0,0.0032,0.003461,62.69,ETH-25JUL25-3200-C,2429.49,sell,13.0,,13.0,,,,,,1751389938.704
3623,ETH-256245166,1751390157496,2,0.0031,0.003374,62.61,ETH-25JUL25-3200-C,2425.68,sell,15.0,,15.0,,,,,,1751390157.496
3624,ETH-256245244,1751390402521,3,0.0031,0.003373,62.55,ETH-25JUL25-3200-C,2426.46,sell,13.0,,13.0,,,,,,1751390402.521
3625,ETH-256245379,1751390615534,3,0.0031,0.003422,62.33,ETH-25JUL25-3200-C,2429.37,sell,15.0,,15.0,,,,,,1751390615.534
3626,ETH-256245577,1751390861554,3,0.0031,0.003352,62.52,ETH-25JUL25-3200-C,2427.13,sell,15.0,,15.0,,,,,,1751390861.554
3627,ETH-256245636,1751391106570,3,0.0031,0.003362,62.44,ETH-25JUL25-3200-C,2428.33,sell,15.0,,15.0,,,,,,1751391106.57
3628,ETH-256245767,1751391357590,3,0.0031,0.003319,62.57,ETH-25JUL25-3200-C,2426.67,sell,13.0,,13.0,,,,,,1751391357.59
3629,ETH-256245845,1751391570599,0,0.0032,0.00334,62.85,ETH-25JUL25-3200-C,2427.96,sell,15.0,,15.0,,,,,,1751391570.599
3630,ETH-256245979,1751391809612,1,0.0032,0.003371,62.72,ETH-25JUL25-3200-C,2429.96,sell,14.0,,14.0,,,,,,1751391809.612
3631,ETH-256246068,1751392044625,1,0.0032,0.003328,62.88,ETH-25JUL25-3200-C,2427.62,sell,14.0,,14.0,,,,,,1751392044.625
3632,ETH-256246195,1751392273860,0,0.0033,0.003372,63.14,ETH-25JUL25-3200-C,2429.34,sell,15.0,,15.0,,,,,,1751392273.86
3633,ETH-256246361,1751392513657,2,0.0032,0.00338,62.85,ETH-25JUL25-3200-C,2428.07,sell,15.0,,15.0,,,,,,1751392513.657
3634,ETH-256246646,1751392755900,0,0.0033,0.003485,62.83,ETH-25JUL25-3200-C,2433.13,sell,14.0,,14.0,,,,,,1751392755.9
3635,ETH-256246776,1751392987693,2,0.0032,0.003443,62.6,ETH-25JUL25-3200-C,2431.64,sell,13.0,,13.0,,,,,,1751392987.693
3637,ETH-256246846,1751393200703,3,0.0032,0.003423,62.68,ETH-25JUL25-3200-C,2430.56,sell,13.0,,13.0,,,,,,1751393200.703
3636,ETH-256246845,1751393200703,3,0.0032,0.003423,62.68,ETH-25JUL25-3200-C,2430.56,sell,2.0,,2.0,,,,,,1751393200.703
3638,ETH-256246968,1751393445714,3,0.0032,0.003427,62.67,ETH-25JUL25-3200-C,2430.72,sell,13.0,,13.0,,,,,,1751393445.714
3639,ETH-256247064,1751393658731,3,0.0032,0.003423,62.7,ETH-25JUL25-3200-C,2430.24,sell,13.0,,13.0,,,,,,1751393658.731
3640,ETH-256247194,1751393877742,2,0.0031,0.003338,62.64,ETH-25JUL25-3200-C,2426.07,sell,13.0,,13.0,,,,,,1751393877.742
3641,ETH-256247401,1751394090754,3,0.0031,0.003282,62.85,ETH-25JUL25-3200-C,2423.42,sell,16.0,,16.0,,,,,,1751394090.754
3642,ETH-256247567,1751394352774,3,0.0031,0.003318,62.77,ETH-25JUL25-3200-C,2424.49,sell,14.0,,14.0,,,,,,1751394352.774
3643,ETH-256247808,1751394581785,3,0.0031,0.003292,62.91,ETH-25JUL25-3200-C,2422.61,sell,14.0,,14.0,,,,,,1751394581.785
3644,ETH-256247945,1751394810798,3,0.0031,0.003344,62.74,ETH-25JUL25-3200-C,2424.94,sell,14.0,,14.0,,,,,,1751394810.798
3645,ETH-256248069,1751395039807,3,0.0031,0.003307,62.88,ETH-25JUL25-3200-C,2422.95,sell,14.0,,14.0,,,,,,1751395039.807
3646,ETH-256248157,1751395269040,3,0.0031,0.003312,62.88,ETH-25JUL25-3200-C,2423.05,sell,15.0,,15.0,,,,,,1751395269.04
3647,ETH-256248248,1751395513829,3,0.0031,0.00331,62.87,ETH-25JUL25-3200-C,2423.25,sell,15.0,,15.0,,,,,,1751395513.829
3649,ETH-256248746,1751395766844,3,0.003,0.003212,62.82,ETH-25JUL25-3200-C,2418.71,sell,5.0,,5.0,,,,,,1751395766.844
3648,ETH-256248745,1751395766844,2,0.003,0.003212,62.82,ETH-25JUL25-3200-C,2418.71,sell,9.0,,9.0,,,,,,1751395766.844
3650,ETH-256250401,1751396328749,0,0.0031,0.00294,64.19,ETH-25JUL25-3200-C,2406.01,buy,36.0,,36.0,,,,,,1751396328.749
3651,ETH-256250402,1751396328752,1,0.0031,0.00294,64.19,ETH-25JUL25-3200-C,2406.01,buy,2.0,,2.0,,,,,,1751396328.752
3652,ETH-256251603,1751396625919,2,0.003,0.003073,63.6,ETH-25JUL25-3200-C,2408.06,sell,16.0,,16.0,,,,,,1751396625.919
3653,ETH-256252018,1751396879941,0,0.0031,0.003224,63.51,ETH-25JUL25-3200-C,2414.62,sell,16.0,,16.0,,,,,,1751396879.941
3654,ETH-256252316,1751397140972,2,0.003,0.003237,63.1,ETH-25JUL25-3200-C,2415.04,sell,14.0,,14.0,,,,,,1751397140.972
3655,ETH-256252536,1751397363989,0,0.0031,0.003341,63.09,ETH-25JUL25-3200-C,2420.39,sell,14.0,,14.0,,,,,,1751397363.989
3656,ETH-256252654,1751397593006,1,0.0031,0.003305,63.21,ETH-25JUL25-3200-C,2418.77,sell,13.0,,13.0,,,,,,1751397593.006
3657,ETH-256252761,1751397805024,1,0.0031,0.003338,63.07,ETH-25JUL25-3200-C,2420.79,sell,14.0,,14.0,,,,,,1751397805.024
3658,ETH-256252881,1751398034260,2,0.003,0.003343,62.56,ETH-25JUL25-3200-C,2422.42,sell,16.0,,16.0,,,,,,1751398034.26
3659,ETH-256253022,1751398296062,3,0.003,0.003301,62.66,ETH-25JUL25-3200-C,2421.24,sell,13.0,,13.0,,,,,,1751398296.062
3660,ETH-256253168,1751398515079,3,0.003,0.003237,62.86,ETH-25JUL25-3200-C,2418.75,sell,15.0,,15.0,,,,,,1751398515.079
3661,ETH-256253344,1751398761089,3,0.003,0.003192,63.03,ETH-25JUL25-3200-C,2416.5,sell,14.0,,14.0,,,,,,1751398761.089
3662,ETH-256257078,1751400342529,2,0.0029,0.003027,63.43,ETH-25JUL25-3200-C,2405.54,sell,1.0,,1.0,,,,,,1751400342.529
3663,ETH-256257217,1751400483772,0,0.003,0.003087,63.63,ETH-25JUL25-3200-C,2408.18,sell,15.0,,15.0,,,,,,1751400483.772
3664,ETH-256257218,1751400483998,1,0.003,0.00309,63.63,ETH-25JUL25-3200-C,2408.2,buy,5.0,,5.0,,,,,,1751400483.998
3665,ETH-256257740,1751400686106,2,0.0028,0.003018,63.12,ETH-25JUL25-3200-C,2404.39,sell,1.0,,1.0,,,,,,1751400686.106
3666,ETH-256259827,1751402288352,0,0.003,0.003215,63.13,ETH-25JUL25-3200-C,2415.65,sell,21.0,,21.0,,,,,,1751402288.352
3667,ETH-256260179,1751402854347,1,0.003,0.003211,63.04,ETH-25JUL25-3200-C,2416.97,sell,20.0,,20.0,,,,,,1751402854.347
3668,ETH-256262158,1751405052177,1,0.003,0.003212,62.98,ETH-25JUL25-3200-C,2418.27,sell,46.0,,46.0,,,,,,1751405052.177
3669,ETH-256262160,1751405052621,1,0.003,0.003212,62.96,ETH-25JUL25-3200-C,2418.48,sell,313.0,,313.0,,,,,,1751405052.621
3670,ETH-256270744,1751412880823,1,0.003,0.002946,64.52,ETH-25JUL25-3200-C,2399.36,sell,1249.0,,1249.0,,1.0,BLOCK-208056,,,1751412880.823
3671,ETH-256271000,1751413478988,0,0.0031,0.002981,64.7,ETH-25JUL25-3200-C,2402.13,buy,1.0,,1.0,,,,,,1751413478.988
3672,ETH-256271047,1751413590532,0,0.0032,0.002994,65.06,ETH-25JUL25-3200-C,2402.58,buy,19.0,,19.0,,,,,,1751413590.532
3673,ETH-256271250,1751413779014,0,0.0033,0.003052,65.27,ETH-25JUL25-3200-C,2404.85,buy,1.0,,1.0,,,,,,1751413779.014
3674,ETH-256271285,1751413881867,2,0.003,0.003061,64.11,ETH-25JUL25-3200-C,2404.88,sell,20.0,,20.0,,,,,,1751413881.867
3675,ETH-256271988,1751415110822,3,0.003,0.00311,64.04,ETH-25JUL25-3200-C,2406.32,sell,20.0,,20.0,,,,,,1751415110.822
3676,ETH-256274648,1751419011874,2,0.0029,0.00291,64.44,ETH-25JUL25-3200-C,2396.62,buy,1.0,,1.0,,,,,,1751419011.874
3677,ETH-256275518,1751419061007,2,0.0027,0.00278,64.57,ETH-25JUL25-3200-C,2383.66,buy,1.0,,1.0,,,,,,1751419061.007
3678,ETH-256275806,1751419062589,2,0.0026,0.002675,64.51,ETH-25JUL25-3200-C,2378.56,buy,1.0,,1.0,,,,,,1751419062.589
3679,ETH-256275807,1751419062590,3,0.0026,0.002675,64.51,ETH-25JUL25-3200-C,2378.56,buy,1.0,,1.0,,,,,,1751419062.59
3680,ETH-256276563,1751419075931,0,0.0027,0.002615,64.68,ETH-25JUL25-3200-C,2381.95,buy,2.0,,2.0,,,,,,1751419075.931
3681,ETH-256276564,1751419075935,1,0.0027,0.002615,64.68,ETH-25JUL25-3200-C,2381.95,buy,1.0,,1.0,,,,,,1751419075.935
3682,ETH-256276565,1751419075937,1,0.0027,0.002615,64.68,ETH-25JUL25-3200-C,2381.95,buy,1.0,,1.0,,,,,,1751419075.937
3683,ETH-256278995,1751419657755,0,0.003,0.00311,64.53,ETH-25JUL25-3200-C,2400.73,sell,20.0,,20.0,,,,,,1751419657.755
3684,ETH-256279274,1751419763659,0,0.0032,0.003209,64.94,ETH-25JUL25-3200-C,2405.75,buy,1.0,,1.0,,,,,,1751419763.659
3685,ETH-256279367,1751419839429,2,0.003,0.003191,64.15,ETH-25JUL25-3200-C,2405.8,sell,20.0,,20.0,,,,,,1751419839.429
3686,ETH-256279370,1751419840449,3,0.003,0.003194,64.16,ETH-25JUL25-3200-C,2405.77,sell,30.0,,30.0,,,,,,1751419840.449
3687,ETH-256279371,1751419840449,3,0.003,0.003194,64.16,ETH-25JUL25-3200-C,2405.77,sell,150.0,,150.0,,,,,,1751419840.449
3688,ETH-256279638,1751420017139,2,0.0029,0.003143,63.93,ETH-25JUL25-3200-C,2403.51,sell,20.0,,20.0,,,,,,1751420017.139
3689,ETH-256280011,1751420559397,0,0.003,0.003208,63.91,ETH-25JUL25-3200-C,2409.06,sell,27.0,,27.0,,,,,,1751420559.397
3690,ETH-256280029,1751420577245,1,0.003,0.003222,63.86,ETH-25JUL25-3200-C,2409.73,sell,340.0,,340.0,,,,,,1751420577.245
3691,ETH-256280030,1751420577686,1,0.003,0.003222,63.85,ETH-25JUL25-3200-C,2409.85,sell,150.0,,150.0,,,,,,1751420577.686
3692,ETH-256280031,1751420577688,1,0.003,0.003222,63.85,ETH-25JUL25-3200-C,2409.85,buy,30.0,,30.0,,,,,,1751420577.688
3693,ETH-256280032,1751420577688,1,0.003,0.003222,63.85,ETH-25JUL25-3200-C,2409.85,buy,63.0,,63.0,,,,,,1751420577.688
3694,ETH-256280033,1751420577693,1,0.003,0.003222,63.85,ETH-25JUL25-3200-C,2409.85,buy,1.0,,1.0,,,,,,1751420577.693
3695,ETH-256280034,1751420577703,1,0.003,0.003222,63.85,ETH-25JUL25-3200-C,2409.85,buy,2.0,,2.0,,,,,,1751420577.703
3696,ETH-256280056,1751420624229,1,0.003,0.003224,63.83,ETH-25JUL25-3200-C,2410.15,sell,21.0,,21.0,,,,,,1751420624.229
3697,ETH-256280083,1751420673185,0,0.0033,0.003238,64.94,ETH-25JUL25-3200-C,2410.91,buy,20.0,,20.0,,,,,,1751420673.185
3698,ETH-256280087,1751420686004,2,0.003,0.003233,63.78,ETH-25JUL25-3200-C,2410.87,sell,20.0,,20.0,,,,,,1751420686.004
3699,ETH-256280159,1751420832616,3,0.003,0.003186,63.92,ETH-25JUL25-3200-C,2409.15,sell,15.0,,15.0,,,,,,1751420832.616
3700,ETH-256280278,1751420983365,0,0.0033,0.003207,64.97,ETH-25JUL25-3200-C,2410.61,buy,23.0,,23.0,,,,,,1751420983.365
3701,ETH-256280336,1751421065920,2,0.003,0.003187,63.87,ETH-25JUL25-3200-C,2409.92,sell,14.0,,14.0,,,,,,1751421065.92
3702,ETH-256280526,1751421378960,3,0.003,0.003195,63.79,ETH-25JUL25-3200-C,2410.8,sell,14.0,,14.0,,,,,,1751421378.96
3703,ETH-256280527,1751421381342,0,0.0033,0.003201,64.97,ETH-25JUL25-3200-C,2410.68,buy,24.0,,24.0,,,,,,1751421381.342
3704,ETH-256280564,1751421522074,2,0.003,0.003195,63.83,ETH-25JUL25-3200-C,2410.5,sell,15.0,,15.0,,,,,,1751421522.074
3705,ETH-256280810,1751421762862,0,0.0031,0.003272,63.98,ETH-25JUL25-3200-C,2413.57,sell,15.0,,15.0,,,,,,1751421762.862
3706,ETH-256281267,1751422005871,2,0.003,0.003246,63.67,ETH-25JUL25-3200-C,2412.8,sell,14.0,,14.0,,,,,,1751422005.871
3707,ETH-256281586,1751422241878,3,0.003,0.003222,63.8,ETH-25JUL25-3200-C,2411.08,sell,16.0,,16.0,,,,,,1751422241.878
3708,ETH-256281994,1751422503885,3,0.003,0.003175,63.94,ETH-25JUL25-3200-C,2409.38,sell,15.0,,15.0,,,,,,1751422503.885
3709,ETH-256282274,1751422748893,3,0.003,0.003183,63.91,ETH-25JUL25-3200-C,2409.58,sell,15.0,,15.0,,,,,,1751422748.893
3710,ETH-256282501,1751422994898,3,0.003,0.003184,63.92,ETH-25JUL25-3200-C,2409.48,sell,15.0,,15.0,,,,,,1751422994.898
3711,ETH-256282618,1751423240126,3,0.003,0.003246,63.66,ETH-25JUL25-3200-C,2412.81,sell,15.0,,15.0,,,,,,1751423240.126
3712,ETH-256282733,1751423478912,3,0.003,0.003259,63.56,ETH-25JUL25-3200-C,2414.4,sell,15.0,,15.0,,,,,,1751423478.912
3713,ETH-256282844,1751423729920,3,0.003,0.003235,63.62,ETH-25JUL25-3200-C,2413.52,sell,16.0,,16.0,,,,,,1751423729.92
3714,ETH-256282910,1751423991936,3,0.003,0.003211,63.71,ETH-25JUL25-3200-C,2412.45,sell,14.0,,14.0,,,,,,1751423991.936
3715,ETH-256282959,1751424214934,3,0.003,0.003254,63.51,ETH-25JUL25-3200-C,2415.07,sell,15.0,,15.0,,,,,,1751424214.934
3716,ETH-256283128,1751424466939,3,0.003,0.003252,63.47,ETH-25JUL25-3200-C,2415.79,sell,15.0,,15.0,,,,,,1751424466.939
3717,ETH-256283251,1751424578201,0,0.0034,0.003306,64.78,ETH-25JUL25-3200-C,2418.88,buy,19.0,,19.0,,,,,,1751424578.201
3718,ETH-256283309,1751424705946,2,0.003,0.003255,63.43,ETH-25JUL25-3200-C,2416.5,sell,14.0,,14.0,,,,,,1751424705.946
3719,ETH-256283364,1751424934957,3,0.003,0.003246,63.46,ETH-25JUL25-3200-C,2416.14,sell,15.0,,15.0,,,,,,1751424934.957
3720,ETH-256283541,1751425180182,0,0.0031,0.003289,63.71,ETH-25JUL25-3200-C,2418.06,sell,15.0,,15.0,,,,,,1751425180.182
3721,ETH-256283813,1751425424971,2,0.003,0.003265,63.38,ETH-25JUL25-3200-C,2417.55,sell,15.0,,15.0,,,,,,1751425424.971
3722,ETH-256284139,1751425669978,0,0.0031,0.003326,63.51,ETH-25JUL25-3200-C,2421.06,sell,14.0,,14.0,,,,,,1751425669.978
3723,ETH-256284373,1751425892985,1,0.0031,0.003359,63.34,ETH-25JUL25-3200-C,2423.18,sell,13.0,,13.0,,,,,,1751425892.985
3724,ETH-256284602,1751426105991,2,0.003,0.003348,62.9,ETH-25JUL25-3200-C,2424.31,sell,13.0,,13.0,,,,,,1751426105.991
3725,ETH-256284794,1751426275377,3,0.003,0.003312,62.92,ETH-25JUL25-3200-C,2424.18,sell,1.0,,1.0,,,,,,1751426275.377
3726,ETH-256284818,1751426324996,3,0.003,0.003325,62.86,ETH-25JUL25-3200-C,2424.87,sell,15.0,,15.0,,,,,,1751426324.996
3727,ETH-256285003,1751426549931,0,0.0035,0.003315,64.54,ETH-25JUL25-3200-C,2427.68,buy,19.0,,19.0,,,,,,1751426549.931
3728,ETH-256285016,1751426564005,2,0.0031,0.003374,62.99,ETH-25JUL25-3200-C,2428.36,sell,13.0,,13.0,,,,,,1751426564.005
3729,ETH-256285454,1751426736504,0,0.0032,0.003363,63.39,ETH-25JUL25-3200-C,2428.34,sell,1.0,,1.0,,,,,,1751426736.504
3730,ETH-256285625,1751426776012,1,0.0032,0.003365,63.4,ETH-25JUL25-3200-C,2428.01,sell,14.0,,14.0,,,,,,1751426776.012
3731,ETH-256285677,1751426809266,1,0.0032,0.003381,63.35,ETH-25JUL25-3200-C,2428.78,sell,1.0,,1.0,,,,,,1751426809.266
3732,ETH-256285704,1751426837787,1,0.0032,0.003389,63.33,ETH-25JUL25-3200-C,2429.02,sell,1.0,,1.0,,,,,,1751426837.787
3733,ETH-256285722,1751426859834,1,0.0032,0.003392,63.32,ETH-25JUL25-3200-C,2429.12,sell,1.0,,1.0,,,,,,1751426859.834
3734,ETH-256285924,1751426971530,1,0.0032,0.003394,63.33,ETH-25JUL25-3200-C,2429.04,sell,1.0,,1.0,,,,,,1751426971.53
3735,ETH-256285960,1751427005019,1,0.0032,0.003398,63.34,ETH-25JUL25-3200-C,2428.84,sell,15.0,,15.0,,,,,,1751427005.019
3736,ETH-256286031,1751427035849,0,0.0035,0.003374,64.53,ETH-25JUL25-3200-C,2427.88,buy,1.0,,1.0,,,,,,1751427035.849
3737,ETH-256286235,1751427251245,2,0.003,0.003361,62.66,ETH-25JUL25-3200-C,2427.56,sell,14.0,,14.0,,,,,,1751427251.245
3738,ETH-256286395,1751427486032,0,0.0031,0.003345,63.02,ETH-25JUL25-3200-C,2427.97,sell,13.0,,13.0,,,,,,1751427486.032
3739,ETH-256286499,1751427693037,2,0.003,0.003352,62.52,ETH-25JUL25-3200-C,2429.43,sell,14.0,,14.0,,,,,,1751427693.037
3740,ETH-256286631,1751427928044,0,0.0031,0.003335,62.93,ETH-25JUL25-3200-C,2429.1,sell,14.0,,14.0,,,,,,1751427928.044
3741,ETH-256286703,1751428045008,0,0.0032,0.003311,63.37,ETH-25JUL25-3200-C,2428.38,sell,1249.0,,1249.0,,1.0,BLOCK-208085,,,1751428045.008
3742,ETH-256286707,1751428050226,1,0.0032,0.003317,63.36,ETH-25JUL25-3200-C,2428.47,sell,1249.0,,1249.0,,1.0,BLOCK-208086,,,1751428050.226
3743,ETH-256286861,1751428157055,2,0.003,0.003326,62.39,ETH-25JUL25-3200-C,2431.03,sell,15.0,,15.0,,,,,,1751428157.055
3744,ETH-256287017,1751428402063,3,0.003,0.003267,62.49,ETH-25JUL25-3200-C,2429.78,sell,13.0,,13.0,,,,,,1751428402.063
3745,ETH-256287074,1751428621070,3,0.003,0.003241,62.51,ETH-25JUL25-3200-C,2429.9,sell,15.0,,15.0,,,,,,1751428621.07
3746,ETH-256287257,1751428867077,3,0.003,0.003216,62.52,ETH-25JUL25-3200-C,2429.79,sell,14.0,,14.0,,,,,,1751428867.077
3747,ETH-256287284,1751428886271,0,0.0032,0.003205,63.3,ETH-25JUL25-3200-C,2429.64,buy,2.0,,2.0,,,,,,1751428886.271
3748,ETH-256287435,1751429096082,2,0.003,0.003165,62.67,ETH-25JUL25-3200-C,2427.92,sell,14.0,,14.0,,,,,,1751429096.082
3749,ETH-256287568,1751429325091,3,0.003,0.003145,62.74,ETH-25JUL25-3200-C,2426.85,sell,14.0,,14.0,,,,,,1751429325.091
3750,ETH-256287632,1751429500805,0,0.0032,0.003157,63.53,ETH-25JUL25-3200-C,2426.59,buy,1.0,,1.0,,,,,,1751429500.805
3751,ETH-256287638,1751429554097,2,0.003,0.003156,62.74,ETH-25JUL25-3200-C,2426.74,sell,15.0,,15.0,,,,,,1751429554.097
3752,ETH-256287639,1751429563079,0,0.0032,0.003155,63.52,ETH-25JUL25-3200-C,2426.69,buy,1.0,,1.0,,,,,,1751429563.079
3753,ETH-256287640,1751429563079,1,0.0032,0.003155,63.52,ETH-25JUL25-3200-C,2426.69,buy,4.0,,4.0,,,,,,1751429563.079
3754,ETH-256287641,1751429563307,1,0.0032,0.003155,63.52,ETH-25JUL25-3200-C,2426.69,buy,3.0,,3.0,,,,,,1751429563.307
3755,ETH-256287779,1751429914106,2,0.003,0.003161,62.75,ETH-25JUL25-3200-C,2426.96,sell,14.0,,14.0,,,,,,1751429914.106
3756,ETH-256287856,1751430143114,3,0.003,0.003195,62.64,ETH-25JUL25-3200-C,2428.55,sell,15.0,,15.0,,,,,,1751430143.114
3757,ETH-256287913,1751430242862,0,0.0034,0.003255,63.93,ETH-25JUL25-3200-C,2431.25,buy,1.0,,1.0,,,,,,1751430242.862
3758,ETH-256287955,1751430388122,2,0.003,0.003245,62.45,ETH-25JUL25-3200-C,2430.77,sell,14.0,,14.0,,,,,,1751430388.122
3759,ETH-256288152,1751430611129,3,0.003,0.003273,62.34,ETH-25JUL25-3200-C,2432.57,sell,14.0,,14.0,,,,,,1751430611.129
3760,ETH-256288171,1751430680525,0,0.0034,0.003242,63.98,ETH-25JUL25-3200-C,2431.03,buy,19.0,,19.0,,,,,,1751430680.525
3761,ETH-256288190,1751430785198,1,0.0034,0.003225,64.07,ETH-25JUL25-3200-C,2430.1,buy,1.0,,1.0,,,,,,1751430785.198
3762,ETH-256288197,1751430846136,2,0.0031,0.003241,62.89,ETH-25JUL25-3200-C,2430.48,sell,14.0,,14.0,,,,,,1751430846.136
3763,ETH-256288266,1751431069144,2,0.003,0.003269,62.39,ETH-25JUL25-3200-C,2432.08,sell,15.0,,15.0,,,,,,1751431069.144
3764,ETH-256288416,1751431314156,0,0.0031,0.003337,62.52,ETH-25JUL25-3200-C,2435.47,sell,14.0,,14.0,,,,,,1751431314.156
3765,ETH-256288523,1751431543164,1,0.0031,0.003334,62.49,ETH-25JUL25-3200-C,2436.07,sell,15.0,,15.0,,,,,,1751431543.164
3766,ETH-256288758,1751431789173,1,0.0031,0.003326,62.49,ETH-25JUL25-3200-C,2436.13,sell,14.0,,14.0,,,,,,1751431789.173
3767,ETH-256288914,1751432011178,1,0.0031,0.003368,62.31,ETH-25JUL25-3200-C,2438.26,sell,13.0,,13.0,,,,,,1751432011.178
3768,ETH-256288980,1751432193513,0,0.0034,0.003384,63.33,ETH-25JUL25-3200-C,2439.58,buy,1.0,,1.0,,,,,,1751432193.513
3769,ETH-256288981,1751432224184,2,0.0031,0.003379,62.23,ETH-25JUL25-3200-C,2439.49,sell,13.0,,13.0,,,,,,1751432224.184
3770,ETH-256289052,1751432316396,0,0.0034,0.003395,63.27,ETH-25JUL25-3200-C,2440.66,buy,1.0,,1.0,,,,,,1751432316.396
3771,ETH-256289053,1751432316425,1,0.0034,0.003395,63.27,ETH-25JUL25-3200-C,2440.66,buy,1.0,,1.0,,,,,,1751432316.425
3772,ETH-256289140,1751432443191,2,0.0031,0.003341,62.3,ETH-25JUL25-3200-C,2438.98,sell,14.0,,14.0,,,,,,1751432443.191
3773,ETH-256289181,1751432490868,0,0.0034,0.003321,63.5,ETH-25JUL25-3200-C,2438.03,buy,1.0,,1.0,,,,,,1751432490.868
3774,ETH-256289299,1751432672198,2,0.0031,0.003308,62.42,ETH-25JUL25-3200-C,2437.48,sell,14.0,,14.0,,,,,,1751432672.198
3775,ETH-256289366,1751432901205,3,0.0031,0.003298,62.47,ETH-25JUL25-3200-C,2436.76,sell,15.0,,15.0,,,,,,1751432901.205
3776,ETH-256289427,1751433147213,3,0.0031,0.003275,62.57,ETH-25JUL25-3200-C,2435.66,sell,14.0,,14.0,,,,,,1751433147.213
3777,ETH-256290369,1751433363349,0,0.0032,0.00351,62.11,ETH-25JUL25-3200-C,2446.57,sell,13.0,,13.0,,,,,,1751433363.349
3778,ETH-256290553,1751433582447,1,0.0032,0.003395,62.46,ETH-25JUL25-3200-C,2442.31,sell,14.0,,14.0,,,,,,1751433582.447
