trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_trade_id,amount,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
3232,ETH-256192124,1751334991929,3,0.005,0.005145,63.22,ETH-25JUL25-3200-C,2489.37,sell,10.0,,10.0,,,,,,1751334991.929
3233,ETH-256192126,1751335002680,2,0.0049,0.005156,62.91,ETH-25JUL25-3200-C,2489.7,sell,1249.0,,1249.0,,1.0,BLOCK-207958,,,1751335002.68
3234,ETH-256192191,1751335154934,3,0.0049,0.005155,62.97,ETH-25JUL25-3200-C,2489.08,sell,9.0,,9.0,,,,,,1751335154.934
3235,ETH-256192265,1751335305937,0,0.005,0.00515,63.28,ETH-25JUL25-3200-C,2488.74,sell,9.0,,9.0,,,,,,1751335305.937
3236,ETH-256192374,1751335454941,2,0.0049,0.005136,63.06,ETH-25JUL25-3200-C,2487.97,sell,10.0,,10.0,,,,,,1751335454.941
3237,ETH-256192475,1751335614947,3,0.0049,0.005263,62.73,ETH-25JUL25-3200-C,2492.06,sell,9.0,,9.0,,,,,,1751335614.947
3238,ETH-256192486,1751335624422,3,0.0049,0.005243,62.76,ETH-25JUL25-3200-C,2491.74,sell,250.0,,250.0,,1.0,BLOCK-207959,7466.0,,1751335624.422
3239,ETH-256192524,1751335763950,0,0.005,0.005272,62.95,ETH-25JUL25-3200-C,2493.02,sell,9.0,,9.0,,,,,,1751335763.95
3241,ETH-256192559,1751335912956,2,0.0049,0.005272,62.67,ETH-25JUL25-3200-C,2493.08,sell,6.0,,6.0,,,,,,1751335912.956
3240,ETH-256192558,1751335912956,1,0.005,0.005272,62.95,ETH-25JUL25-3200-C,2493.08,sell,3.0,,3.0,,,,,,1751335912.956
3242,ETH-256192605,1751336063965,3,0.0049,0.005224,62.79,ETH-25JUL25-3200-C,2491.59,sell,9.0,,9.0,,,,,,1751336063.965
3243,ETH-256192645,1751336212970,3,0.0049,0.005206,62.83,ETH-25JUL25-3200-C,2491.05,sell,10.0,,10.0,,,,,,1751336212.97
3244,ETH-256192686,1751336375974,0,0.005,0.005267,62.94,ETH-25JUL25-3200-C,2493.16,sell,8.0,,8.0,,,,,,1751336375.974
3245,ETH-256192722,1751336510978,2,0.0049,0.005202,62.82,ETH-25JUL25-3200-C,2491.21,sell,8.0,,8.0,,,,,,1751336510.978
3246,ETH-256192723,1751336510978,3,0.0049,0.005202,62.82,ETH-25JUL25-3200-C,2491.21,sell,2.0,,2.0,,,,,,1751336510.978
3247,ETH-256192757,1751336675982,3,0.0049,0.005239,62.72,ETH-25JUL25-3200-C,2492.47,sell,9.0,,9.0,,,,,,1751336675.982
3248,ETH-256192798,1751336821986,3,0.0049,0.005281,62.57,ETH-25JUL25-3200-C,2494.23,sell,3.0,,3.0,,,,,,1751336821.986
3249,ETH-256192799,1751336821986,3,0.0049,0.005281,62.57,ETH-25JUL25-3200-C,2494.23,sell,5.0,,5.0,,,,,,1751336821.986
3250,ETH-256192846,1751336954990,3,0.0049,0.005264,62.58,ETH-25JUL25-3200-C,2494.3,sell,9.0,,9.0,,,,,,1751336954.99
3251,ETH-256192898,1751337102995,3,0.0049,0.005302,62.46,ETH-25JUL25-3200-C,2495.96,sell,8.0,,8.0,,,,,,1751337102.995
3252,ETH-256192961,1751337237998,3,0.0049,0.00524,62.6,ETH-25JUL25-3200-C,2494.18,sell,9.0,,9.0,,,,,,1751337237.998
3253,ETH-256193140,1751337390000,2,0.0048,0.005135,62.58,ETH-25JUL25-3200-C,2490.69,sell,9.0,,9.0,,,,,,1751337390.0
3254,ETH-256193221,1751337539004,3,0.0048,0.005132,62.6,ETH-25JUL25-3200-C,2490.16,sell,9.0,,9.0,,,,,,1751337539.004
3255,ETH-256193274,1751337688013,3,0.0048,0.005112,62.66,ETH-25JUL25-3200-C,2489.28,sell,10.0,,10.0,,,,,,1751337688.013
3256,ETH-256193371,1751337853016,3,0.0048,0.005085,62.75,ETH-25JUL25-3200-C,2488.24,sell,10.0,,10.0,,,,,,1751337853.016
3257,ETH-256193452,1751338018020,3,0.0048,0.005045,62.88,ETH-25JUL25-3200-C,2486.59,sell,10.0,,10.0,,,,,,1751338018.02
3258,ETH-256193650,1751338184025,2,0.0047,0.005061,62.57,ETH-25JUL25-3200-C,2486.57,sell,9.0,,9.0,,,,,,1751338184.025
3259,ETH-256193812,1751338335030,0,0.0048,0.005027,63.0,ETH-25JUL25-3200-C,2484.76,sell,10.0,,10.0,,,,,,1751338335.03
3260,ETH-256194060,1751338501036,2,0.0047,0.005041,62.68,ETH-25JUL25-3200-C,2484.65,sell,9.0,,9.0,,,,,,1751338501.036
3261,ETH-256194181,1751338650039,3,0.0047,0.005027,62.74,ETH-25JUL25-3200-C,2484.26,sell,9.0,,9.0,,,,,,1751338650.039
3262,ETH-256194248,1751338799044,3,0.0047,0.005039,62.73,ETH-25JUL25-3200-C,2484.22,sell,3.0,,3.0,,,,,,1751338799.044
3263,ETH-256194249,1751338799044,3,0.0047,0.005039,62.73,ETH-25JUL25-3200-C,2484.22,sell,7.0,,7.0,,,,,,1751338799.044
3264,ETH-256194344,1751338964050,3,0.0047,0.005043,62.63,ETH-25JUL25-3200-C,2485.48,sell,9.0,,9.0,,,,,,1751338964.05
3265,ETH-256194420,1751339110054,3,0.0047,0.005036,62.66,ETH-25JUL25-3200-C,2485.38,sell,9.0,,9.0,,,,,,1751339110.054
3266,ETH-256194493,1751339262061,2,0.0046,0.005015,62.45,ETH-25JUL25-3200-C,2484.26,sell,10.0,,10.0,,,,,,1751339262.061
3267,ETH-256194647,1751339427069,3,0.0046,0.004958,62.54,ETH-25JUL25-3200-C,2483.09,sell,9.0,,9.0,,,,,,1751339427.069
3268,ETH-256194825,1751339576079,3,0.0046,0.004952,62.51,ETH-25JUL25-3200-C,2483.47,sell,10.0,,10.0,,,,,,1751339576.079
3269,ETH-256194897,1751339741082,0,0.0047,0.005006,62.68,ETH-25JUL25-3200-C,2484.98,sell,10.0,,10.0,,,,,,1751339741.082
3270,ETH-256195002,1751339907088,1,0.0047,0.005035,62.62,ETH-25JUL25-3200-C,2486.06,sell,9.0,,9.0,,,,,,1751339907.088
3271,ETH-256195085,1751340053092,0,0.0048,0.00506,62.85,ETH-25JUL25-3200-C,2486.61,sell,9.0,,9.0,,,,,,1751340053.092
3272,ETH-256195131,1751340202096,2,0.0047,0.005099,62.48,ETH-25JUL25-3200-C,2487.75,sell,10.0,,10.0,,,,,,1751340202.096
3273,ETH-256195174,1751340367099,0,0.0048,0.005104,62.76,ETH-25JUL25-3200-C,2487.8,sell,9.0,,9.0,,,,,,1751340367.099
3274,ETH-256195196,1751340516102,2,0.0047,0.005109,62.47,ETH-25JUL25-3200-C,2487.93,sell,10.0,,10.0,,,,,,1751340516.102
3275,ETH-256195227,1751340681107,0,0.0048,0.005086,62.8,ETH-25JUL25-3200-C,2487.45,sell,10.0,,10.0,,,,,,1751340681.107
3276,ETH-256195262,1751340847111,2,0.0047,0.005058,62.63,ETH-25JUL25-3200-C,2485.97,sell,9.0,,9.0,,,,,,1751340847.111
