trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,block_trade_leg_count,block_trade_id,amount,unix_sec
1798,373873858,1751308441121,2,0.0003,0.0003171,51.18,BTC-25JUL25-150000-C,107160.15,sell,0.1,,,0.1,1751308441.121
1799,373885718,1751316838735,3,0.0003,0.00029172,50.72,BTC-25JUL25-150000-C,107623.26,sell,0.1,,,0.1,1751316838.735
1800,373886648,1751318111679,3,0.0003,0.00028994,50.89,BTC-25JUL25-150000-C,107501.77,sell,0.1,,,0.1,1751318111.679
1801,373886664,1751318418332,3,0.0003,0.00028813,50.92,BTC-25JUL25-150000-C,107483.31,sell,0.1,,,0.1,1751318418.332
1802,373886813,1751318718358,3,0.0003,0.0002838,51.04,BTC-25JUL25-150000-C,107387.7,sell,0.1,,,0.1,1751318718.358
1803,373886977,1751319018424,3,0.0003,0.00028425,51.06,BTC-25JUL25-150000-C,107372.74,sell,0.1,,,0.1,1751319018.424
1804,373887305,1751319402265,3,0.0003,0.00028803,51.03,BTC-25JUL25-150000-C,107400.04,sell,0.1,,,0.1,1751319402.265
1805,373887339,1751319702287,3,0.0003,0.0002875,51.04,BTC-25JUL25-150000-C,107397.61,sell,0.1,,,0.1,1751319702.287
1806,373892563,1751324802935,3,0.0003,0.00029368,51.36,BTC-25JUL25-150000-C,107167.14,sell,0.1,,,0.1,1751324802.935
1807,373899919,1751338396133,3,0.0003,0.00029866,51.56,BTC-25JUL25-150000-C,107147.01,sell,0.1,,,0.1,1751338396.133
1808,373900117,1751338696160,3,0.0003,0.00031085,51.55,BTC-25JUL25-150000-C,107133.29,sell,0.1,,,0.1,1751338696.16
1809,373900605,1751339143799,3,0.0003,0.00032186,51.52,BTC-25JUL25-150000-C,107136.03,sell,0.1,,,0.1,1751339143.799
1810,373900941,1751339443826,3,0.0003,0.00032299,51.53,BTC-25JUL25-150000-C,107141.66,sell,0.1,,,0.1,1751339443.826
1811,373901096,1751339743870,3,0.0003,0.0003241,51.54,BTC-25JUL25-150000-C,107133.57,sell,0.1,,,0.1,1751339743.87
1812,373901539,1751340043902,3,0.0003,0.00032975,51.47,BTC-25JUL25-150000-C,107173.6,sell,0.1,,,0.1,1751340043.902
1813,373902357,1751341097191,3,0.0003,0.00030788,51.49,BTC-25JUL25-150000-C,107203.58,sell,0.1,,,0.1,1751341097.191
1814,373902542,1751341397213,3,0.0003,0.00029857,51.49,BTC-25JUL25-150000-C,107208.97,sell,0.1,,,0.1,1751341397.213
1815,373902725,1751341697254,3,0.0003,0.00029697,51.55,BTC-25JUL25-150000-C,107153.38,sell,0.1,,,0.1,1751341697.254
1816,373902810,1751341997272,3,0.0003,0.0002952,51.49,BTC-25JUL25-150000-C,107191.23,sell,0.1,,,0.1,1751341997.272
1817,373902904,1751342297296,3,0.0003,0.00029314,51.45,BTC-25JUL25-150000-C,107225.28,sell,0.1,,,0.1,1751342297.296
1818,373903041,1751342597331,3,0.0003,0.0002903,51.45,BTC-25JUL25-150000-C,107225.51,sell,0.1,,,0.1,1751342597.331
1819,373903091,1751342890912,3,0.0003,0.0002882,51.48,BTC-25JUL25-150000-C,107221.5,buy,0.1,,,0.1,1751342890.912
1820,373903095,1751342903667,3,0.0003,0.00028832,51.47,BTC-25JUL25-150000-C,107223.77,buy,0.1,,,0.1,1751342903.667
1821,373903096,1751342903740,3,0.0003,0.00028832,51.47,BTC-25JUL25-150000-C,107223.77,sell,0.1,,,0.1,1751342903.74
1822,373903101,1751343021271,3,0.0003,0.00028816,51.47,BTC-25JUL25-150000-C,107226.14,buy,0.1,,,0.1,1751343021.271
1823,373903105,1751343032958,3,0.0003,0.00028806,51.47,BTC-25JUL25-150000-C,107225.26,buy,0.1,,,0.1,1751343032.958
1824,373903154,1751343162216,3,0.0003,0.00028729,51.49,BTC-25JUL25-150000-C,107216.72,buy,0.1,,,0.1,1751343162.216
1825,373903156,1751343171756,3,0.0003,0.00028718,51.49,BTC-25JUL25-150000-C,107216.65,buy,0.1,,,0.1,1751343171.756
1826,373903161,1751343203759,3,0.0003,0.00028717,51.49,BTC-25JUL25-150000-C,107218.44,sell,0.1,,,0.1,1751343203.759
1827,373903270,1751343503813,3,0.0003,0.00028322,51.59,BTC-25JUL25-150000-C,107150.67,sell,0.1,,,0.1,1751343503.813
1828,373903554,1751343803840,3,0.0003,0.00028718,51.53,BTC-25JUL25-150000-C,107183.7,sell,0.1,,,0.1,1751343803.84
1829,373903687,1751344103875,3,0.0003,0.00028433,51.61,BTC-25JUL25-150000-C,107126.06,sell,0.1,,,0.1,1751344103.875
1830,373903851,1751344403896,3,0.0003,0.00028533,51.62,BTC-25JUL25-150000-C,107120.5,sell,0.1,,,0.1,1751344403.896
1831,373903943,1751344703950,3,0.0003,0.00028646,51.62,BTC-25JUL25-150000-C,107125.71,sell,0.1,,,0.1,1751344703.95
1832,373904019,1751345003988,3,0.0003,0.0002862,51.64,BTC-25JUL25-150000-C,107119.29,sell,0.1,,,0.1,1751345003.988
1833,373904296,1751345304024,3,0.0003,0.00028003,51.81,BTC-25JUL25-150000-C,106998.63,sell,0.1,,,0.1,1751345304.024
1834,373904524,1751345604073,3,0.0003,0.00028103,51.88,BTC-25JUL25-150000-C,106957.16,sell,0.1,,,0.1,1751345604.073
1835,373904828,1751345904121,3,0.0003,0.00028386,51.88,BTC-25JUL25-150000-C,106944.79,sell,0.1,,,0.1,1751345904.121
1836,373905051,1751346204168,3,0.0003,0.00028737,51.84,BTC-25JUL25-150000-C,106970.22,sell,0.1,,,0.1,1751346204.168
1837,373905195,1751346504209,3,0.0003,0.0002847,51.91,BTC-25JUL25-150000-C,106929.6,sell,0.1,,,0.1,1751346504.209
1838,373905406,1751346804266,3,0.0003,0.00028155,52.02,BTC-25JUL25-150000-C,106824.82,sell,0.1,,,0.1,1751346804.266
1839,373905620,1751347104314,3,0.0003,0.00028437,52.01,BTC-25JUL25-150000-C,106843.76,sell,0.1,,,0.1,1751347104.314
1840,373905763,1751347404333,3,0.0003,0.00028442,52.05,BTC-25JUL25-150000-C,106812.91,sell,0.1,,,0.1,1751347404.333
1841,373905906,1751347795420,3,0.0003,0.00028607,52.08,BTC-25JUL25-150000-C,106787.31,sell,0.1,,,0.1,1751347795.42
1842,373906372,1751348095433,3,0.0003,0.00029018,51.99,BTC-25JUL25-150000-C,106866.11,sell,0.1,,,0.1,1751348095.433
1843,373906464,1751348263008,3,0.0003,0.00028499,52.1,BTC-25JUL25-150000-C,106786.17,buy,0.1,,,0.1,1751348263.008
1844,373906468,1751348272599,3,0.0003,0.00028473,52.1,BTC-25JUL25-150000-C,106785.34,buy,0.1,,,0.1,1751348272.599
1845,373906583,1751348371163,3,0.0003,0.00028993,51.99,BTC-25JUL25-150000-C,106842.72,buy,0.1,,,0.1,1751348371.163
1846,373906584,1751348379599,3,0.0003,0.00028847,52.02,BTC-25JUL25-150000-C,106836.85,buy,0.1,,,0.1,1751348379.599
1847,373906587,1751348395498,3,0.0003,0.00028796,52.03,BTC-25JUL25-150000-C,106829.6,sell,0.1,,,0.1,1751348395.498
1848,373906667,1751348695526,3,0.0003,0.00028902,52.0,BTC-25JUL25-150000-C,106862.32,sell,0.1,,,0.1,1751348695.526
1849,373907008,1751348995568,3,0.0003,0.00029318,51.89,BTC-25JUL25-150000-C,106935.5,sell,0.1,,,0.1,1751348995.568
1850,373907278,1751349295608,3,0.0003,0.00029123,51.88,BTC-25JUL25-150000-C,106967.2,sell,0.1,,,0.1,1751349295.608
1851,373907354,1751349595639,3,0.0003,0.00028944,51.89,BTC-25JUL25-150000-C,106972.24,sell,0.1,,,0.1,1751349595.639
1852,373907566,1751349895654,3,0.0003,0.00028658,51.96,BTC-25JUL25-150000-C,106921.12,sell,0.1,,,0.1,1751349895.654
1853,373907964,1751350195694,3,0.0003,0.00028358,52.06,BTC-25JUL25-150000-C,106840.5,sell,0.1,,,0.1,1751350195.694
1854,373908035,1751350495731,3,0.0003,0.00028478,52.08,BTC-25JUL25-150000-C,106826.28,sell,0.1,,,0.1,1751350495.731
1855,373908689,1751351096024,3,0.0003,0.00028772,52.06,BTC-25JUL25-150000-C,106846.22,sell,0.1,,,0.1,1751351096.024
1856,373908796,1751351396039,3,0.0003,0.00028498,52.12,BTC-25JUL25-150000-C,106810.93,sell,0.1,,,0.1,1751351396.039
1857,373908890,1751351696057,3,0.0003,0.00028667,52.11,BTC-25JUL25-150000-C,106816.64,sell,0.1,,,0.1,1751351696.057
1858,373908970,1751351996081,3,0.0003,0.00028776,52.08,BTC-25JUL25-150000-C,106833.34,sell,0.1,,,0.1,1751351996.081
1859,373909074,1751352296118,3,0.0003,0.00028912,52.05,BTC-25JUL25-150000-C,106855.83,sell,0.1,,,0.1,1751352296.118
1860,373909339,1751352596141,3,0.0003,0.00029015,52.0,BTC-25JUL25-150000-C,106914.48,sell,0.1,,,0.1,1751352596.141
1861,373909374,1751352896160,3,0.0003,0.00028987,51.98,BTC-25JUL25-150000-C,106926.39,sell,0.1,,,0.1,1751352896.16
1862,373909415,1751353196185,3,0.0003,0.00028843,51.99,BTC-25JUL25-150000-C,106925.32,sell,0.1,,,0.1,1751353196.185
1863,373909664,1751353496231,3,0.0003,0.00029179,51.86,BTC-25JUL25-150000-C,107024.97,sell,0.1,,,0.1,1751353496.231
1864,373909789,1751353796269,3,0.0003,0.00029065,51.85,BTC-25JUL25-150000-C,107038.74,sell,0.1,,,0.1,1751353796.269
1865,373909899,1751354096308,3,0.0003,0.00028629,51.94,BTC-25JUL25-150000-C,106980.33,sell,0.1,,,0.1,1751354096.308
1866,373910571,1751354396345,3,0.0003,0.00027298,52.29,BTC-25JUL25-150000-C,106725.72,sell,0.1,,,0.1,1751354396.345
1867,373911262,1751354696402,3,0.0003,0.00028062,52.28,BTC-25JUL25-150000-C,106727.04,sell,0.1,,,0.1,1751354696.402
1868,373911567,1751354819784,3,0.0003,0.00028386,52.25,BTC-25JUL25-150000-C,106751.37,sell,1.0,,,1.0,1751354819.784
1869,373911698,1751354853280,3,0.0003,0.00028732,52.18,BTC-25JUL25-150000-C,106806.97,sell,4.0,,,4.0,1751354853.28
1870,373911840,1751354875169,3,0.0003,0.00028746,52.17,BTC-25JUL25-150000-C,106808.24,sell,1.0,,,1.0,1751354875.169
1871,373912307,1751354996456,3,0.0003,0.00029332,52.05,BTC-25JUL25-150000-C,106925.02,sell,0.1,,,0.1,1751354996.456
1872,373913955,1751355296476,3,0.0003,0.00029363,51.94,BTC-25JUL25-150000-C,107026.59,sell,0.1,,,0.1,1751355296.476
1873,373915295,1751355596496,3,0.0003,0.0002911,51.95,BTC-25JUL25-150000-C,107023.64,sell,0.1,,,0.1,1751355596.496
1874,373916206,1751355896542,3,0.0003,0.0002872,52.03,BTC-25JUL25-150000-C,106981.12,sell,0.1,,,0.1,1751355896.542
1875,373917247,1751356196600,3,0.0003,0.00029047,51.95,BTC-25JUL25-150000-C,107042.51,sell,0.1,,,0.1,1751356196.6
1876,373919667,1751356505060,3,0.0003,0.00029421,51.77,BTC-25JUL25-150000-C,107181.96,sell,0.1,,,0.1,1751356505.06
1877,373920403,1751356641246,3,0.0003,0.00029033,51.79,BTC-25JUL25-150000-C,107184.84,buy,1.0,,,1.0,1751356641.246
1878,373920541,1751356678115,2,0.0002,0.00029003,49.55,BTC-25JUL25-150000-C,107184.41,sell,1.0,,,1.0,1751356678.115
1879,373920646,1751356697209,0,0.0003,0.00029011,51.79,BTC-25JUL25-150000-C,107187.54,sell,1.0,,,1.0,1751356697.209
1880,373920759,1751356742721,1,0.0003,0.00028845,51.79,BTC-25JUL25-150000-C,107185.64,buy,1.0,,,1.0,1751356742.721
1881,373920927,1751356783111,1,0.0003,0.00028812,51.76,BTC-25JUL25-150000-C,107204.98,buy,1.0,,,1.0,1751356783.111
1882,373923061,1751358183431,1,0.0003,0.00028616,52.06,BTC-25JUL25-150000-C,106963.02,sell,0.1,,,0.1,1751358183.431
1883,373923439,1751358496930,1,0.0003,0.00028722,52.07,BTC-25JUL25-150000-C,106975.47,sell,0.1,,,0.1,1751358496.93
1884,373923827,1751358796967,1,0.0003,0.00028547,52.12,BTC-25JUL25-150000-C,106934.21,sell,0.1,,,0.1,1751358796.967
1885,373924357,1751359097008,1,0.0003,0.00028431,52.18,BTC-25JUL25-150000-C,106901.46,sell,0.1,,,0.1,1751359097.008
1886,373924955,1751359397048,1,0.0003,0.00028221,52.35,BTC-25JUL25-150000-C,106776.54,sell,0.1,,,0.1,1751359397.048
1887,373925726,1751359697064,1,0.0003,0.00028459,52.35,BTC-25JUL25-150000-C,106784.52,sell,0.1,,,0.1,1751359697.064
1888,373926348,1751359997093,1,0.0003,0.00028261,52.43,BTC-25JUL25-150000-C,106743.44,sell,0.1,,,0.1,1751359997.093
1889,373931634,1751363465587,1,0.0003,0.00028819,52.67,BTC-25JUL25-150000-C,106556.98,sell,0.1,,,0.1,1751363465.587
1890,373932205,1751363765617,1,0.0003,0.00028787,52.66,BTC-25JUL25-150000-C,106571.28,sell,0.1,,,0.1,1751363765.617
1891,373933175,1751364065646,1,0.0003,0.00028703,52.68,BTC-25JUL25-150000-C,106568.27,sell,0.1,,,0.1,1751364065.646
1892,373933984,1751364365678,1,0.0003,0.00028863,52.62,BTC-25JUL25-150000-C,106603.42,sell,0.1,,,0.1,1751364365.678
1893,373934568,1751364749683,1,0.0003,0.0002864,52.66,BTC-25JUL25-150000-C,106567.12,sell,0.1,,,0.1,1751364749.683
1894,373934984,1751365049704,1,0.0003,0.00028497,52.72,BTC-25JUL25-150000-C,106531.07,sell,0.1,,,0.1,1751365049.704
1895,373935342,1751365349741,1,0.0003,0.0002869,52.69,BTC-25JUL25-150000-C,106543.51,sell,0.1,,,0.1,1751365349.741
1896,373935697,1751365649822,1,0.0003,0.00028624,52.71,BTC-25JUL25-150000-C,106541.04,sell,0.1,,,0.1,1751365649.822
1897,373936859,1751365949861,1,0.0003,0.00028311,52.8,BTC-25JUL25-150000-C,106474.7,sell,0.1,,,0.1,1751365949.861
1898,373937225,1751366249924,1,0.0003,0.00028575,52.78,BTC-25JUL25-150000-C,106486.21,sell,0.1,,,0.1,1751366249.924
1899,373938108,1751366550022,1,0.0003,0.00028302,52.89,BTC-25JUL25-150000-C,106396.28,sell,0.1,,,0.1,1751366550.022
1900,373938535,1751366850069,1,0.0003,0.00028565,52.87,BTC-25JUL25-150000-C,106398.91,sell,0.1,,,0.1,1751366850.069
1901,373939393,1751367150098,1,0.0003,0.00028971,52.82,BTC-25JUL25-150000-C,106437.76,sell,0.1,,,0.1,1751367150.098
1902,373940545,1751367450133,1,0.0003,0.00028825,52.87,BTC-25JUL25-150000-C,106416.11,sell,0.1,,,0.1,1751367450.133
1903,373941273,1751367750148,1,0.0003,0.00029489,52.67,BTC-25JUL25-150000-C,106576.59,sell,0.1,,,0.1,1751367750.148
1904,373941740,1751368050161,1,0.0003,0.00029281,52.65,BTC-25JUL25-150000-C,106595.73,sell,0.1,,,0.1,1751368050.161
1905,373942317,1751368350211,1,0.0003,0.00028452,52.79,BTC-25JUL25-150000-C,106493.2,sell,0.1,,,0.1,1751368350.211
1906,373943119,1751368650229,1,0.0003,0.00027983,52.97,BTC-25JUL25-150000-C,106362.05,sell,0.1,,,0.1,1751368650.229
1907,373943701,1751368950265,1,0.0003,0.00028727,52.86,BTC-25JUL25-150000-C,106433.79,sell,0.1,,,0.1,1751368950.265
1908,373944775,1751369787088,1,0.0003,0.00029279,52.64,BTC-25JUL25-150000-C,106630.95,sell,2.0,,,2.0,1751369787.088
1909,373972259,1751382051094,1,0.0003,0.00031175,53.78,BTC-25JUL25-150000-C,105846.33,buy,1.0,,,1.0,1751382051.094
1910,373972325,1751382079075,1,0.0003,0.00031202,53.7,BTC-25JUL25-150000-C,105894.7,buy,1.0,,,1.0,1751382079.075
1911,373972362,1751382090514,1,0.0003,0.00031533,53.65,BTC-25JUL25-150000-C,105933.67,buy,1.0,,,1.0,1751382090.514
1912,373972411,1751382100949,1,0.0003,0.00031748,53.59,BTC-25JUL25-150000-C,105974.89,buy,1.0,,,1.0,1751382100.949
1913,373972422,1751382112367,1,0.0003,0.00031773,53.62,BTC-25JUL25-150000-C,105952.2,buy,1.0,,,1.0,1751382112.367
1914,373972459,1751382125877,1,0.0003,0.00031713,53.61,BTC-25JUL25-150000-C,105962.83,buy,1.0,,,1.0,1751382125.877
1915,373972468,1751382136288,1,0.0003,0.00031717,53.6,BTC-25JUL25-150000-C,105963.87,buy,1.0,,,1.0,1751382136.288
1916,373972562,1751382182046,1,0.0003,0.00030441,53.81,BTC-25JUL25-150000-C,105834.22,buy,1.0,,,1.0,1751382182.046
1917,373972608,1751382194445,1,0.0003,0.00030973,53.7,BTC-25JUL25-150000-C,105901.9,buy,1.0,,,1.0,1751382194.445
1918,373972626,1751382214199,1,0.0003,0.00030885,53.71,BTC-25JUL25-150000-C,105895.77,buy,1.0,,,1.0,1751382214.199
1919,373972628,1751382225602,1,0.0003,0.00030803,53.71,BTC-25JUL25-150000-C,105894.12,buy,1.0,,,1.0,1751382225.602
1920,373972647,1751382239180,1,0.0003,0.00030834,53.7,BTC-25JUL25-150000-C,105900.22,buy,1.0,,,1.0,1751382239.18
1921,373972650,1751382249842,1,0.0003,0.00030694,53.72,BTC-25JUL25-150000-C,105888.05,buy,1.0,,,1.0,1751382249.842
1922,373973651,1751382483125,1,0.0003,0.00030089,53.76,BTC-25JUL25-150000-C,105869.21,buy,1.0,,,1.0,1751382483.125
1923,373973722,1751382537249,1,0.0003,0.00030016,53.79,BTC-25JUL25-150000-C,105837.59,buy,1.0,,,1.0,1751382537.249
1924,373973735,1751382547555,1,0.0003,0.00029747,53.83,BTC-25JUL25-150000-C,105819.48,buy,1.0,,,1.0,1751382547.555
1925,373973753,1751382556085,1,0.0003,0.00029946,53.8,BTC-25JUL25-150000-C,105832.31,buy,1.0,,,1.0,1751382556.085
1926,373973755,1751382564278,1,0.0003,0.00029877,53.8,BTC-25JUL25-150000-C,105829.79,buy,1.0,,,1.0,1751382564.278
1927,373973757,1751382572620,1,0.0003,0.00029873,53.79,BTC-25JUL25-150000-C,105840.72,buy,1.0,,,1.0,1751382572.62
1928,373973777,1751382580905,1,0.0003,0.00030053,53.78,BTC-25JUL25-150000-C,105853.55,buy,1.0,,,1.0,1751382580.905
1929,373973783,1751382590350,1,0.0003,0.00029982,53.78,BTC-25JUL25-150000-C,105850.31,buy,1.0,,,1.0,1751382590.35
1930,373973784,1751382598691,1,0.0003,0.00029989,53.78,BTC-25JUL25-150000-C,105847.51,buy,1.0,,,1.0,1751382598.691
1931,373973786,1751382606972,1,0.0003,0.00029977,53.79,BTC-25JUL25-150000-C,105838.38,buy,1.0,,,1.0,1751382606.972
1932,373973790,1751382615500,1,0.0003,0.0002986,53.81,BTC-25JUL25-150000-C,105826.39,buy,1.0,,,1.0,1751382615.5
1933,373973819,1751382623647,1,0.0003,0.00029725,53.85,BTC-25JUL25-150000-C,105798.14,buy,1.0,,,1.0,1751382623.647
1934,373973842,1751382632070,1,0.0003,0.00029664,53.86,BTC-25JUL25-150000-C,105793.6,buy,1.0,,,1.0,1751382632.07
1935,373974189,1751382722482,1,0.0003,0.00029653,53.9,BTC-25JUL25-150000-C,105763.16,buy,1.0,,,1.0,1751382722.482
1936,373974207,1751382730768,1,0.0003,0.0002958,53.92,BTC-25JUL25-150000-C,105745.45,buy,1.0,,,1.0,1751382730.768
1937,373974213,1751382738036,1,0.0003,0.0002947,53.94,BTC-25JUL25-150000-C,105736.96,buy,1.0,,,1.0,1751382738.036
1938,373974227,1751382746394,1,0.0003,0.00029541,53.93,BTC-25JUL25-150000-C,105746.6,buy,1.0,,,1.0,1751382746.394
1939,373974257,1751382754705,1,0.0003,0.00029646,53.91,BTC-25JUL25-150000-C,105760.17,buy,1.0,,,1.0,1751382754.705
1940,373974260,1751382763072,1,0.0003,0.00029588,53.93,BTC-25JUL25-150000-C,105743.4,buy,1.0,,,1.0,1751382763.072
1941,373974270,1751382771443,1,0.0003,0.00029554,53.93,BTC-25JUL25-150000-C,105738.24,buy,1.0,,,1.0,1751382771.443
1942,373974278,1751382780964,1,0.0003,0.00029575,53.92,BTC-25JUL25-150000-C,105744.27,buy,1.0,,,1.0,1751382780.964
1943,373974298,1751382788281,1,0.0003,0.00029532,53.94,BTC-25JUL25-150000-C,105733.56,buy,1.0,,,1.0,1751382788.281
1944,373974408,1751382797535,1,0.0003,0.00029594,53.92,BTC-25JUL25-150000-C,105749.45,buy,1.0,,,1.0,1751382797.535
1945,373974416,1751382804852,1,0.0003,0.00029567,53.93,BTC-25JUL25-150000-C,105737.9,buy,1.0,,,1.0,1751382804.852
1946,373974429,1751382813240,1,0.0003,0.00029415,53.97,BTC-25JUL25-150000-C,105715.22,buy,1.0,,,1.0,1751382813.24
1947,373974441,1751382822604,1,0.0003,0.00029351,53.98,BTC-25JUL25-150000-C,105700.33,buy,1.0,,,1.0,1751382822.604
1948,373975090,1751383053331,1,0.0003,0.00030594,53.91,BTC-25JUL25-150000-C,105756.94,buy,1.0,,,1.0,1751383053.331
1949,373975133,1751383064646,1,0.0003,0.00030603,53.91,BTC-25JUL25-150000-C,105765.7,buy,1.0,,,1.0,1751383064.646
1950,373975179,1751383081663,1,0.0003,0.00030387,53.96,BTC-25JUL25-150000-C,105723.14,buy,1.0,,,1.0,1751383081.663
1951,373975183,1751383092853,1,0.0003,0.00030392,53.95,BTC-25JUL25-150000-C,105730.11,buy,1.0,,,1.0,1751383092.853
1952,373975184,1751383102301,1,0.0003,0.00030364,53.96,BTC-25JUL25-150000-C,105729.71,buy,1.0,,,1.0,1751383102.301
1953,374039478,1751440742367,1,0.0003,0.00029913,53.19,BTC-25JUL25-150000-C,106912.62,buy,4.0,,,4.0,1751440742.367
1954,374043260,1751443024524,1,0.0003,0.00032103,52.9,BTC-25JUL25-150000-C,107177.71,buy,1.0,,,1.0,1751443024.524
1955,374046704,1751443970525,1,0.0003,0.00034706,52.61,BTC-25JUL25-150000-C,107396.88,sell,1.0,,,1.0,1751443970.525
1956,374063264,1751456197930,1,0.0003,0.0003094,52.48,BTC-25JUL25-150000-C,107588.08,buy,1.0,,,1.0,1751456197.93
1957,374063272,1751456210561,1,0.0003,0.00030921,52.48,BTC-25JUL25-150000-C,107591.53,buy,1.0,,,1.0,1751456210.561
1958,374063319,1751456222929,1,0.0003,0.00031096,52.45,BTC-25JUL25-150000-C,107608.74,buy,1.0,,,1.0,1751456222.929
1959,374063333,1751456234616,1,0.0003,0.00031097,52.44,BTC-25JUL25-150000-C,107606.57,buy,1.0,,,1.0,1751456234.616
1960,374063420,1751456248103,1,0.0003,0.0003091,52.47,BTC-25JUL25-150000-C,107581.33,buy,1.0,,,1.0,1751456248.103
1961,374063478,1751456259389,1,0.0003,0.00030878,52.48,BTC-25JUL25-150000-C,107576.89,buy,1.0,,,1.0,1751456259.389
1962,374063479,1751456269844,1,0.0003,0.00030944,52.47,BTC-25JUL25-150000-C,107586.69,buy,1.0,,,1.0,1751456269.844
1963,374063484,1751456287490,1,0.0003,0.00030904,52.47,BTC-25JUL25-150000-C,107586.24,buy,1.0,,,1.0,1751456287.49
1964,374063506,1751456302077,1,0.0003,0.00030867,52.47,BTC-25JUL25-150000-C,107574.53,buy,1.0,,,1.0,1751456302.077
1965,374063561,1751456313494,1,0.0003,0.00030688,52.5,BTC-25JUL25-150000-C,107561.84,buy,1.0,,,1.0,1751456313.494
1966,374063564,1751456323887,1,0.0003,0.00030713,52.5,BTC-25JUL25-150000-C,107558.33,buy,1.0,,,1.0,1751456323.887
1967,374063610,1751456334316,1,0.0003,0.00030779,52.48,BTC-25JUL25-150000-C,107572.72,buy,1.0,,,1.0,1751456334.316
1968,374063612,1751456343703,1,0.0003,0.00030798,52.48,BTC-25JUL25-150000-C,107572.68,buy,1.0,,,1.0,1751456343.703
1969,374063615,1751456355146,1,0.0003,0.00030767,52.49,BTC-25JUL25-150000-C,107567.83,buy,1.0,,,1.0,1751456355.146
1970,374063729,1751456463122,1,0.0003,0.0003086,52.49,BTC-25JUL25-150000-C,107570.07,buy,1.0,,,1.0,1751456463.122
1971,374063761,1751456490321,1,0.0003,0.00030862,52.49,BTC-25JUL25-150000-C,107568.31,buy,1.0,,,1.0,1751456490.321
1972,374063762,1751456498583,1,0.0003,0.00030862,52.49,BTC-25JUL25-150000-C,107568.75,buy,1.0,,,1.0,1751456498.583
1973,374063769,1751456507964,1,0.0003,0.00030854,52.49,BTC-25JUL25-150000-C,107568.37,buy,1.0,,,1.0,1751456507.964
1974,374063775,1751456517457,1,0.0003,0.00030855,52.49,BTC-25JUL25-150000-C,107568.37,buy,1.0,,,1.0,1751456517.457
1975,374063776,1751456525718,1,0.0003,0.00030828,52.49,BTC-25JUL25-150000-C,107567.98,buy,1.0,,,1.0,1751456525.718
1976,374063847,1751456535097,1,0.0003,0.00030894,52.47,BTC-25JUL25-150000-C,107591.06,buy,1.0,,,1.0,1751456535.097
1977,374063895,1751456544591,1,0.0003,0.0003117,52.42,BTC-25JUL25-150000-C,107618.74,buy,1.0,,,1.0,1751456544.591
1978,374063896,1751456554901,1,0.0003,0.00031164,52.41,BTC-25JUL25-150000-C,107618.69,buy,1.0,,,1.0,1751456554.901
1979,374063901,1751456563424,1,0.0003,0.00031153,52.41,BTC-25JUL25-150000-C,107617.49,buy,1.0,,,1.0,1751456563.424
1980,374063903,1751456572558,1,0.0003,0.00031152,52.41,BTC-25JUL25-150000-C,107616.72,buy,1.0,,,1.0,1751456572.558
1981,374063904,1751456581950,1,0.0003,0.00031142,52.41,BTC-25JUL25-150000-C,107617.58,buy,1.0,,,1.0,1751456581.95
1982,374063917,1751456591452,1,0.0003,0.00031146,52.41,BTC-25JUL25-150000-C,107616.13,buy,1.0,,,1.0,1751456591.452
1983,374063928,1751456601791,1,0.0003,0.00031075,52.42,BTC-25JUL25-150000-C,107610.99,buy,1.0,,,1.0,1751456601.791
1984,374063929,1751456612187,1,0.0003,0.00031074,52.42,BTC-25JUL25-150000-C,107610.97,buy,1.0,,,1.0,1751456612.187
1985,374063944,1751456625649,1,0.0003,0.00030996,52.43,BTC-25JUL25-150000-C,107603.6,buy,1.0,,,1.0,1751456625.649
1986,374063945,1751456636087,1,0.0003,0.00030976,52.43,BTC-25JUL25-150000-C,107603.93,buy,1.0,,,1.0,1751456636.087
1987,374063968,1751456644476,1,0.0003,0.0003098,52.44,BTC-25JUL25-150000-C,107590.97,buy,1.0,,,1.0,1751456644.476
1988,374063972,1751456653832,1,0.0003,0.00030855,52.45,BTC-25JUL25-150000-C,107588.66,buy,1.0,,,1.0,1751456653.832
1989,374063975,1751456663203,1,0.0003,0.00030844,52.46,BTC-25JUL25-150000-C,107587.87,buy,1.0,,,1.0,1751456663.203
1990,374063978,1751456672745,1,0.0003,0.00030813,52.46,BTC-25JUL25-150000-C,107590.15,buy,1.0,,,1.0,1751456672.745
1991,374063979,1751456680877,1,0.0003,0.00030813,52.46,BTC-25JUL25-150000-C,107588.9,buy,1.0,,,1.0,1751456680.877
1992,374064033,1751456690244,1,0.0003,0.00030766,52.47,BTC-25JUL25-150000-C,107578.33,buy,1.0,,,1.0,1751456690.244
1993,374064035,1751456698580,1,0.0003,0.00030665,52.48,BTC-25JUL25-150000-C,107570.76,buy,1.0,,,1.0,1751456698.58
1994,374064082,1751456709095,1,0.0003,0.00030603,52.49,BTC-25JUL25-150000-C,107563.01,buy,1.0,,,1.0,1751456709.095
1995,374064084,1751456717322,1,0.0003,0.00030598,52.5,BTC-25JUL25-150000-C,107561.75,buy,1.0,,,1.0,1751456717.322
