trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_trade_id,combo_id,unix_sec
2001,373878057,1751313553627,3,0.0006,0.00062964,45.06,BTC-25JUL25-140000-C,107702.87,sell,2.0,2.0,,,,,1751313553.627
2002,373892825,1751325590071,2,0.0005,0.0005954,44.72,BTC-25JUL25-140000-C,107222.36,sell,0.1,0.1,,,,,1751325590.071
2004,373899999,1751338507707,3,0.0005,0.00058691,44.93,BTC-25JUL25-140000-C,107154.89,sell,1.5,1.5,,,,,1751338507.707
2003,373899998,1751338507707,3,0.0005,0.00058691,44.93,BTC-25JUL25-140000-C,107154.89,sell,2.9,2.9,,,,,1751338507.707
2005,373900000,1751338507707,3,0.0005,0.00058691,44.93,BTC-25JUL25-140000-C,107154.89,sell,1.0,1.0,,,,,1751338507.707
2006,373900004,1751338514873,3,0.0005,0.00058821,44.92,BTC-25JUL25-140000-C,107158.88,sell,0.1,0.1,,,,,1751338514.873
2007,373925214,1751359485968,3,0.0005,0.00044108,45.74,BTC-25JUL25-140000-C,106780.56,buy,0.1,0.1,,,,,1751359485.968
2008,374028032,1751425834628,3,0.0005,0.00049648,47.6,BTC-25JUL25-140000-C,105962.02,buy,0.1,0.1,,,,,1751425834.628
2009,374039220,1751440199950,0,0.0006,0.00054841,47.43,BTC-25JUL25-140000-C,107001.08,buy,4.0,4.0,,,,,1751440199.95
2010,374039288,1751440402026,1,0.0006,0.00057615,47.49,BTC-25JUL25-140000-C,106974.56,sell,0.4,0.4,,,,,1751440402.026
2012,374095825,1751469622455,1,0.0008,0.00067476,47.43,BTC-25JUL25-140000-C,108505.4,buy,6.2,6.2,,,,,1751469622.455
2011,374095824,1751469622455,0,0.0008,0.00067476,47.43,BTC-25JUL25-140000-C,108505.4,buy,7.0,7.0,,,,,1751469622.455
2013,374095826,1751469622457,1,0.0008,0.00067476,47.43,BTC-25JUL25-140000-C,108505.4,sell,7.1,7.1,,,,,1751469622.457
2014,374222609,1751533787269,1,0.0008,0.00096,46.57,BTC-25JUL25-140000-C,109574.73,sell,0.1,0.1,,,,,1751533787.269
2015,374223048,1751533970047,1,0.0008,0.00096874,46.47,BTC-25JUL25-140000-C,109649.25,sell,0.1,0.1,,,,,1751533970.047
2016,374233498,1751535786313,0,0.001,0.00103143,47.16,BTC-25JUL25-140000-C,110222.03,buy,0.1,0.1,,,,,1751535786.313
2017,374254411,1751540932125,0,0.0011,0.00105599,48.69,BTC-25JUL25-140000-C,109712.57,sell,1.0,1.0,,,,,1751540932.125
2018,374269572,1751546360719,2,0.001,0.000988,49.02,BTC-25JUL25-140000-C,109066.67,sell,0.5,0.5,,,,,1751546360.719
2019,374284121,1751550611947,0,0.0012,0.00109205,48.36,BTC-25JUL25-140000-C,110430.87,buy,1.0,1.0,,,,,1751550611.947
2020,374293564,1751552047632,2,0.001,0.00101497,47.63,BTC-25JUL25-140000-C,110033.3,sell,2.2,2.2,,,,,1751552047.632
2021,374293799,1751552138073,3,0.001,0.00103195,47.66,BTC-25JUL25-140000-C,110004.67,sell,2.0,2.0,,,,,1751552138.073
2022,374293800,1751552138084,3,0.001,0.00103195,47.66,BTC-25JUL25-140000-C,110004.67,sell,2.0,2.0,,,,,1751552138.084
2023,374375648,1751606461636,2,0.0009,0.00087396,49.23,BTC-25JUL25-140000-C,109102.35,sell,14.0,14.0,11.0,BLOCK-208623,,,1751606461.636
2024,374396173,1751616085472,2,0.0007,0.00081631,48.03,BTC-25JUL25-140000-C,108755.58,sell,1.0,1.0,,,,,1751616085.472
2025,374463497,1751665247953,2,0.0005,0.00054192,48.0,BTC-25JUL25-140000-C,107800.89,sell,2.0,2.0,,,,,1751665247.953
2026,374470897,1751676909514,3,0.0005,0.00059816,47.51,BTC-25JUL25-140000-C,108234.33,sell,1.0,1.0,,,,,1751676909.514
2027,374472954,1751681489919,3,0.0005,0.00055707,48.07,BTC-25JUL25-140000-C,107890.27,sell,1.0,1.0,,,,,1751681489.919
2028,374492524,1751722969105,2,0.0003,0.0005024,45.3,BTC-25JUL25-140000-C,108180.29,sell,0.1,0.1,,,,,1751722969.105
2029,374511825,1751790355226,0,0.0005,0.00039675,49.56,BTC-25JUL25-140000-C,108009.5,buy,0.1,0.1,,,,,1751790355.226
2030,374515877,1751803633696,2,0.0004,0.00045848,48.18,BTC-25JUL25-140000-C,108120.58,sell,1.0,1.0,,,,,1751803633.696
2031,374515878,1751803633705,3,0.0004,0.00045848,48.18,BTC-25JUL25-140000-C,108120.58,sell,1.0,1.0,,,,,1751803633.705
2032,374578264,1751860044301,0,0.0005,0.00048669,48.25,BTC-25JUL25-140000-C,109446.43,sell,2.2,2.2,,,,,1751860044.301
2033,374582603,1751870245611,1,0.0005,0.00047799,49.17,BTC-25JUL25-140000-C,108978.65,sell,2.2,2.2,,,,,1751870245.611
2034,374593428,1751884090618,1,0.0005,0.00056049,49.59,BTC-25JUL25-140000-C,108779.76,sell,2.1,2.1,,,,,1751884090.618
2035,374593429,1751884090629,1,0.0005,0.00056049,49.59,BTC-25JUL25-140000-C,108779.76,sell,2.1,2.1,,,,,1751884090.629
2036,374593430,1751884091109,1,0.0005,0.00056049,49.59,BTC-25JUL25-140000-C,108779.76,sell,2.1,2.1,,,,,1751884091.109
2037,374593431,1751884093174,1,0.0005,0.00056062,49.59,BTC-25JUL25-140000-C,108779.79,sell,2.1,2.1,,,,,1751884093.174
2038,374608246,1751897733654,2,0.0003,0.00040659,47.63,BTC-25JUL25-140000-C,108172.95,sell,1.0,1.0,,,,,1751897733.654
2039,374610285,1751899221411,0,0.0004,0.00041902,49.6,BTC-25JUL25-140000-C,108024.9,sell,2.0,2.0,,,,,1751899221.411
2040,374621236,1751907331280,1,0.0004,0.00038137,49.87,BTC-25JUL25-140000-C,107997.71,sell,2.1,2.1,,,,,1751907331.28
2041,374621323,1751907396900,1,0.0004,0.00037959,49.92,BTC-25JUL25-140000-C,107959.66,sell,2.2,2.2,,,,,1751907396.9
2042,374621357,1751907434014,1,0.0004,0.0003796,49.93,BTC-25JUL25-140000-C,107947.36,sell,2.0,2.0,,,,,1751907434.014
2043,374621445,1751907489390,1,0.0004,0.00038056,49.94,BTC-25JUL25-140000-C,107947.34,sell,2.3,2.3,,,,,1751907489.39
2044,374621514,1751907513980,1,0.0004,0.00038451,49.88,BTC-25JUL25-140000-C,107984.92,sell,2.4,2.4,,,,,1751907513.98
2047,374622621,1751907860630,3,0.0003,0.00037964,48.33,BTC-25JUL25-140000-C,107874.2,sell,7.0,7.0,,,,,1751907860.63
2046,374622620,1751907860630,3,0.0003,0.00037964,48.33,BTC-25JUL25-140000-C,107874.2,sell,0.1,0.1,,,,,1751907860.63
2045,374622619,1751907860630,2,0.0003,0.00037964,48.33,BTC-25JUL25-140000-C,107874.2,sell,3.9,3.9,,,,,1751907860.63
2048,374622623,1751907862691,3,0.0003,0.00037996,48.33,BTC-25JUL25-140000-C,107871.85,sell,7.0,7.0,,,,,1751907862.691
2049,374638498,1751919842895,0,0.0004,0.00033342,49.93,BTC-25JUL25-140000-C,108091.4,buy,0.1,0.1,,,,,1751919842.895
2050,374652676,1751935799162,1,0.0004,0.0003773,49.93,BTC-25JUL25-140000-C,108300.36,sell,2.1,2.1,,,,,1751935799.162
2051,374654432,1751938136291,1,0.0004,0.00038589,50.35,BTC-25JUL25-140000-C,108048.27,sell,0.1,0.1,,,,,1751938136.291
2052,374654437,1751938136470,1,0.0004,0.0003859,50.35,BTC-25JUL25-140000-C,108048.48,sell,2.4,2.4,,,,,1751938136.47
2053,374668109,1751955713744,2,0.0003,0.00038394,48.79,BTC-25JUL25-140000-C,108160.29,sell,0.1,0.1,,,,,1751955713.744
2054,374675351,1751964694179,0,0.0004,0.00036537,50.35,BTC-25JUL25-140000-C,108324.25,sell,14.0,14.0,,,,,1751964694.179
2055,374675447,1751964951003,0,0.0005,0.00034688,51.89,BTC-25JUL25-140000-C,108293.59,buy,0.2,0.2,,,,,1751964951.003
2056,374675448,1751964951003,1,0.0005,0.00034688,51.89,BTC-25JUL25-140000-C,108293.59,buy,2.8,2.8,,,,,1751964951.003
2057,374675449,1751964952194,1,0.0005,0.00034691,51.88,BTC-25JUL25-140000-C,108293.59,buy,3.0,3.0,,,,,1751964952.194
2058,374675450,1751964977853,1,0.0005,0.00034627,51.88,BTC-25JUL25-140000-C,108288.5,buy,3.0,3.0,,,,,1751964977.853
2059,374719180,1752000318019,2,0.0003,0.00032822,48.07,BTC-25JUL25-140000-C,109034.23,sell,0.1,0.1,,,,,1752000318.019
2060,374729646,1752022197066,0,0.0004,0.00029131,50.39,BTC-25JUL25-140000-C,108921.81,buy,0.2,0.2,,,,,1752022197.066
2061,374752340,1752054134035,2,0.0003,0.00032657,49.64,BTC-25JUL25-140000-C,108634.9,sell,0.1,0.1,,,,,1752054134.035
2062,374753798,1752057783744,0,0.0004,0.00032646,51.06,BTC-25JUL25-140000-C,108871.0,buy,0.2,0.2,,,,,1752057783.744
2063,374753854,1752057906357,2,0.0003,0.0003285,49.27,BTC-25JUL25-140000-C,108886.9,sell,0.1,0.1,,,,,1752057906.357
2064,374753855,1752057911088,3,0.0003,0.0003285,49.27,BTC-25JUL25-140000-C,108887.07,buy,0.1,0.1,,,,,1752057911.088
2065,374836317,1752096438724,0,0.0005,0.00040675,49.38,BTC-25JUL25-140000-C,111213.65,buy,0.5,0.5,,,,,1752096438.724
2066,374871769,1752113016487,2,0.0004,0.00038624,47.94,BTC-25JUL25-140000-C,111311.4,sell,4.0,4.0,,,,,1752113016.487
2067,374903166,1752145586578,3,0.0004,0.0004376,48.92,BTC-25JUL25-140000-C,111182.11,buy,0.1,0.1,,,,,1752145586.578
2068,374998209,1752181495149,3,0.0004,0.00042458,45.55,BTC-25JUL25-140000-C,113664.98,buy,1.0,1.0,,,,,1752181495.149
2069,375071394,1752187935619,0,0.0006,0.00052441,44.07,BTC-25JUL25-140000-C,116121.42,buy,0.1,0.1,,,,,1752187935.619
2070,375078345,1752191352766,1,0.0006,0.00050408,44.61,BTC-25JUL25-140000-C,115812.0,buy,0.4,0.4,,,,,1752191352.766
2071,375078346,1752191352766,1,0.0006,0.00050408,44.61,BTC-25JUL25-140000-C,115812.0,buy,1.6,1.6,,,,,1752191352.766
2072,375113717,1752203418066,2,0.0005,0.00049492,42.43,BTC-25JUL25-140000-C,116559.58,sell,8.6,8.6,,,,,1752203418.066
2073,375114129,1752203717881,3,0.0005,0.00048803,42.58,BTC-25JUL25-140000-C,116483.66,sell,2.7,2.7,,,,,1752203717.881
2074,375114302,1752203840145,3,0.0005,0.00048956,42.58,BTC-25JUL25-140000-C,116481.7,buy,3.0,3.0,,,,,1752203840.145
2075,375114933,1752204147636,3,0.0005,0.00049038,42.51,BTC-25JUL25-140000-C,116534.9,buy,1.9,1.9,,,,,1752204147.636
2076,375115342,1752204192872,3,0.0005,0.00048993,42.49,BTC-25JUL25-140000-C,116551.83,buy,2.1,2.1,,,,,1752204192.872
2077,375135742,1752211520889,0,0.0006,0.00067488,42.13,BTC-25JUL25-140000-C,117315.49,sell,5.8,5.8,,,,,1752211520.889
2078,375182684,1752215370639,0,0.0007,0.00071121,41.72,BTC-25JUL25-140000-C,118188.43,buy,3.0,3.0,,,,,1752215370.639
2079,375183986,1752215674994,0,0.0009,0.00067228,43.57,BTC-25JUL25-140000-C,118105.31,buy,3.0,3.0,,,,,1752215674.994
2080,375184074,1752215692243,1,0.0009,0.00067629,43.56,BTC-25JUL25-140000-C,118110.06,buy,3.0,3.0,,,,,1752215692.243
2081,375184368,1752215756366,2,0.0006,0.00070272,40.7,BTC-25JUL25-140000-C,118207.04,sell,0.1,0.1,,,,,1752215756.366
2082,375193301,1752217813881,0,0.0007,0.00084639,42.87,BTC-25JUL25-140000-C,117536.92,sell,0.1,0.1,,,,,1752217813.881
2083,375213014,1752221735716,0,0.001,0.0009003,44.86,BTC-25JUL25-140000-C,117841.49,buy,0.1,0.1,,,,,1752221735.716
2084,375213015,1752221735718,1,0.001,0.0009003,44.86,BTC-25JUL25-140000-C,117841.49,sell,9.9,9.9,,,,,1752221735.718
2085,375225491,1752226657216,0,0.0012,0.00110958,44.56,BTC-25JUL25-140000-C,118798.16,buy,0.1,0.1,,,,,1752226657.216
2086,375225851,1752226737286,1,0.0012,0.00110926,44.66,BTC-25JUL25-140000-C,118747.05,sell,0.9,0.9,,,,,1752226737.286
2087,375226780,1752226937430,1,0.0012,0.00106315,44.86,BTC-25JUL25-140000-C,118623.36,buy,2.0,2.0,,,,,1752226937.43
2088,375226804,1752226955744,1,0.0012,0.00106395,44.85,BTC-25JUL25-140000-C,118625.71,sell,8.0,8.0,,,,,1752226955.744
2089,375239239,1752232184568,2,0.0006,0.0007471,41.35,BTC-25JUL25-140000-C,118019.04,sell,0.1,0.1,,,,,1752232184.568
2090,375286595,1752245529764,3,0.0006,0.00065031,42.06,BTC-25JUL25-140000-C,117809.54,buy,0.1,0.1,,,,,1752245529.764
2091,375298567,1752247918358,3,0.0006,0.00055772,42.6,BTC-25JUL25-140000-C,117510.25,buy,2.1,2.1,,,,,1752247918.358
2092,375302503,1752248246370,3,0.0006,0.0005733,42.67,BTC-25JUL25-140000-C,117488.47,buy,2.0,2.0,,,,,1752248246.37
2093,375302982,1752248292051,3,0.0006,0.00057266,42.7,BTC-25JUL25-140000-C,117457.96,buy,2.2,2.2,,,,,1752248292.051
2094,375303352,1752248325602,3,0.0006,0.00059331,42.44,BTC-25JUL25-140000-C,117586.34,buy,2.1,2.1,,,,,1752248325.602
2095,375304830,1752248417208,3,0.0006,0.00059288,42.51,BTC-25JUL25-140000-C,117553.07,buy,2.1,2.1,,,,,1752248417.208
2096,375305356,1752248529926,3,0.0006,0.0005942,42.5,BTC-25JUL25-140000-C,117557.96,buy,2.4,2.4,,,,,1752248529.926
2097,375341540,1752262771166,3,0.0006,0.00058111,42.17,BTC-25JUL25-140000-C,117933.52,buy,0.4,0.4,,,,,1752262771.166
2098,375369063,1752291574268,3,0.0006,0.00065418,42.96,BTC-25JUL25-140000-C,117782.43,sell,0.1,0.1,,,,,1752291574.268
2099,375399118,1752327306255,3,0.0006,0.00057475,44.11,BTC-25JUL25-140000-C,117465.27,buy,1.3,1.3,,,,,1752327306.255
2100,375399453,1752327685777,3,0.0006,0.00055043,44.25,BTC-25JUL25-140000-C,117401.1,buy,1.0,1.0,,,,,1752327685.777
2101,375399454,1752327698218,3,0.0006,0.00054966,44.27,BTC-25JUL25-140000-C,117392.3,buy,1.6,1.6,,,,,1752327698.218
2102,375399835,1752327998920,3,0.0006,0.00053334,44.42,BTC-25JUL25-140000-C,117323.82,buy,1.0,1.0,,,,,1752327998.92
2103,375399917,1752328054166,3,0.0006,0.00055811,44.12,BTC-25JUL25-140000-C,117464.18,buy,1.0,1.0,,,,,1752328054.166
2104,375400041,1752328227249,3,0.0006,0.00054377,44.25,BTC-25JUL25-140000-C,117414.38,buy,1.6,1.6,,,,,1752328227.249
2105,375400110,1752328389077,3,0.0006,0.00054209,44.23,BTC-25JUL25-140000-C,117427.23,buy,1.0,1.0,,,,,1752328389.077
2106,375410368,1752337466397,0,0.0007,0.00063055,45.58,BTC-25JUL25-140000-C,117346.36,buy,4.0,4.0,,,,,1752337466.397
2110,375410620,1752337779401,1,0.0008,0.00064502,46.56,BTC-25JUL25-140000-C,117321.74,buy,7.0,7.0,,,,,1752337779.401
2108,375410618,1752337779401,1,0.0008,0.00064502,46.56,BTC-25JUL25-140000-C,117321.74,buy,0.2,0.2,,,,,1752337779.401
2107,375410617,1752337779401,0,0.0008,0.00064502,46.56,BTC-25JUL25-140000-C,117321.74,buy,0.3,0.3,,,,,1752337779.401
2109,375410619,1752337779401,1,0.0008,0.00064502,46.56,BTC-25JUL25-140000-C,117321.74,buy,23.7,23.7,,,,,1752337779.401
2111,375410621,1752337779404,1,0.0008,0.00064502,46.56,BTC-25JUL25-140000-C,117321.74,sell,4.8,4.8,,,,,1752337779.404
2112,375412327,1752339995578,1,0.0008,0.00064747,46.66,BTC-25JUL25-140000-C,117293.75,buy,0.2,0.2,,,,,1752339995.578
2113,375412333,1752339998823,1,0.0008,0.0006477,46.66,BTC-25JUL25-140000-C,117294.86,buy,0.2,0.2,,,,,1752339998.823
2114,375412334,1752340001328,1,0.0008,0.00064794,46.66,BTC-25JUL25-140000-C,117294.86,buy,0.2,0.2,,,,,1752340001.328
2115,375412379,1752340110887,1,0.0008,0.00065042,46.61,BTC-25JUL25-140000-C,117324.93,buy,0.3,0.3,,,,,1752340110.887
2116,375436618,1752392709805,2,0.0007,0.00074814,45.59,BTC-25JUL25-140000-C,118002.73,sell,1.0,1.0,,,,,1752392709.805
2117,375436636,1752392738199,3,0.0007,0.00074915,45.6,BTC-25JUL25-140000-C,118002.75,sell,1.0,1.0,,,,,1752392738.199
2118,375468007,1752412055664,0,0.0012,0.00116463,49.39,BTC-25JUL25-140000-C,118373.17,sell,23.5,23.5,,,,,1752412055.664
2119,375468822,1752412620574,1,0.0012,0.0012544,49.61,BTC-25JUL25-140000-C,118273.82,sell,1.0,1.0,,,,,1752412620.574
2120,375469688,1752413707140,0,0.0013,0.00136468,49.72,BTC-25JUL25-140000-C,118580.65,sell,5.6,5.6,,,,,1752413707.14
2121,375470034,1752413903777,1,0.0013,0.0013451,49.91,BTC-25JUL25-140000-C,118493.01,sell,1.0,1.0,,,,,1752413903.777
2122,375470037,1752413916748,1,0.0013,0.00136387,49.79,BTC-25JUL25-140000-C,118539.35,sell,1.1,1.1,,,,,1752413916.748
2123,375470224,1752414103531,1,0.0013,0.00139629,49.61,BTC-25JUL25-140000-C,118627.64,sell,1.3,1.3,,,,,1752414103.531
2124,375470225,1752414111842,1,0.0013,0.00139919,49.59,BTC-25JUL25-140000-C,118635.62,sell,1.0,1.0,,,,,1752414111.842
2125,375483649,1752417803326,1,0.0013,0.00137511,49.14,BTC-25JUL25-140000-C,118940.66,sell,1.1,1.1,,,,,1752417803.326
2126,375488834,1752421026166,2,0.001,0.00109228,47.32,BTC-25JUL25-140000-C,118798.79,sell,1.0,1.0,,,,,1752421026.166
2127,375489111,1752421177245,3,0.001,0.00105633,47.6,BTC-25JUL25-140000-C,118667.08,sell,1.2,1.2,,,,,1752421177.245
2128,375498141,1752423998313,0,0.0012,0.00102699,48.58,BTC-25JUL25-140000-C,118928.72,buy,1.0,1.0,,,,,1752423998.313
2129,375499402,1752424689405,2,0.0009,0.00102561,46.37,BTC-25JUL25-140000-C,118883.32,sell,0.1,0.1,,,,,1752424689.405
2130,375514875,1752433684190,0,0.0011,0.00109373,47.82,BTC-25JUL25-140000-C,119033.75,sell,1.1,1.1,,,,,1752433684.19
2131,375515022,1752433764537,1,0.0011,0.00109993,47.8,BTC-25JUL25-140000-C,119044.38,sell,1.1,1.1,,,,,1752433764.537
2132,375520204,1752435167660,0,0.0013,0.00133545,48.33,BTC-25JUL25-140000-C,119463.81,sell,1.0,1.0,,,,,1752435167.66
2133,375520205,1752435170768,1,0.0013,0.00133993,48.33,BTC-25JUL25-140000-C,119460.47,sell,1.1,1.1,,,,,1752435170.768
2134,375520314,1752435200725,1,0.0013,0.00132626,48.45,BTC-25JUL25-140000-C,119412.03,sell,1.2,1.2,,,,,1752435200.725
2135,375520593,1752435284185,2,0.0012,0.00129446,48.03,BTC-25JUL25-140000-C,119292.53,sell,1.0,1.0,,,,,1752435284.185
2136,375520637,1752435293887,3,0.0012,0.00127534,48.14,BTC-25JUL25-140000-C,119218.32,sell,1.0,1.0,,,,,1752435293.887
2137,375521360,1752435495608,3,0.0012,0.00127276,48.18,BTC-25JUL25-140000-C,119214.96,sell,1.0,1.0,,,,,1752435495.608
2138,375523523,1752436683281,3,0.0012,0.00124915,48.43,BTC-25JUL25-140000-C,119107.93,sell,1.0,1.0,,,,,1752436683.281
2139,375523528,1752436697630,3,0.0012,0.00125118,48.42,BTC-25JUL25-140000-C,119112.21,sell,1.0,1.0,,,,,1752436697.63
2140,375539017,1752442528006,2,0.0011,0.00098667,48.29,BTC-25JUL25-140000-C,118867.98,buy,0.1,0.1,,,,,1752442528.006
2141,375586355,1752456431711,2,0.001,0.00093508,47.83,BTC-25JUL25-140000-C,118999.12,sell,0.1,0.1,,,,,1752456431.711
2143,375592367,1752460074854,3,0.001,0.00112296,46.02,BTC-25JUL25-140000-C,119908.66,sell,2.4,2.4,,,,,1752460074.854
2142,375592366,1752460074854,3,0.001,0.00112296,46.02,BTC-25JUL25-140000-C,119908.66,sell,13.0,13.0,,,,,1752460074.854
2144,375592368,1752460074854,3,0.001,0.00112296,46.02,BTC-25JUL25-140000-C,119908.66,sell,23.5,23.5,,,,,1752460074.854
2147,375592579,1752460090097,3,0.001,0.0011175,46.07,BTC-25JUL25-140000-C,119880.08,sell,13.0,13.0,,,,,1752460090.097
2145,375592577,1752460090097,3,0.001,0.0011175,46.07,BTC-25JUL25-140000-C,119880.08,sell,1.0,1.0,,,,,1752460090.097
2146,375592578,1752460090097,3,0.001,0.0011175,46.07,BTC-25JUL25-140000-C,119880.08,sell,2.4,2.4,,,,,1752460090.097
2148,375604725,1752464549616,0,0.0012,0.00121554,46.25,BTC-25JUL25-140000-C,120455.27,buy,10.0,10.0,,,,,1752464549.616
2149,375617032,1752464848722,0,0.0015,0.00140096,47.1,BTC-25JUL25-140000-C,120879.82,sell,2.0,2.0,,,,,1752464848.722
2150,375631909,1752467358867,0,0.0016,0.00158166,47.63,BTC-25JUL25-140000-C,121011.18,buy,0.1,0.1,,,,,1752467358.867
2151,375637548,1752468197138,0,0.0018,0.00166433,48.38,BTC-25JUL25-140000-C,121185.66,buy,0.1,0.1,,,,,1752468197.138
2152,375637582,1752468203707,1,0.0018,0.00167701,48.32,BTC-25JUL25-140000-C,121211.42,buy,0.2,0.2,,,,,1752468203.707
2153,375661097,1752470786639,0,0.002,0.00203921,46.64,BTC-25JUL25-140000-C,122409.59,buy,0.5,0.5,,,,,1752470786.639
2154,375661545,1752470835147,1,0.002,0.00207144,46.44,BTC-25JUL25-140000-C,122499.41,buy,1.0,1.0,,,,,1752470835.147
