trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,liquidation,combo_id,unix_sec
1,ETH-258385904,1752816109099,1,0.033,0.033178,70.95,ETH-25JUL25-3700-C,3642.75,buy,20.0,20.0,,,,,1752816109.099
2,ETH-258386349,1752816265441,0,0.0335,0.033742,71.37,ETH-25JUL25-3700-C,3644.94,sell,7.0,7.0,,,,,1752816265.441
4,ETH-258386504,1752816335642,1,0.0335,0.033505,71.67,ETH-25JUL25-3700-C,3643.73,sell,54.0,54.0,,,,,1752816335.642
3,ETH-258386503,1752816335642,1,0.0335,0.033505,71.67,ETH-25JUL25-3700-C,3643.73,sell,139.0,139.0,,,,,1752816335.642
5,ETH-258388115,1752816762217,0,0.0345,0.034496,72.16,ETH-25JUL25-3700-C,3648.47,buy,106.0,106.0,,,,,1752816762.217
6,ETH-258388116,1752816762217,0,0.035,0.034496,73.06,ETH-25JUL25-3700-C,3648.47,buy,36.0,36.0,,,,,1752816762.217
7,ETH-258388117,1752816762217,1,0.035,0.034496,73.06,ETH-25JUL25-3700-C,3648.47,buy,358.0,358.0,,,,,1752816762.217
9,ETH-258388304,1752816790228,1,0.035,0.034595,73.12,ETH-25JUL25-3700-C,3648.07,buy,41.0,41.0,,,,,1752816790.228
10,ETH-258388305,1752816790228,1,0.035,0.034595,73.12,ETH-25JUL25-3700-C,3648.07,buy,11.0,11.0,,,,,1752816790.228
8,ETH-258388303,1752816790228,1,0.035,0.034595,73.12,ETH-25JUL25-3700-C,3648.07,buy,1.0,1.0,,,,,1752816790.228
11,ETH-258388306,1752816790231,1,0.035,0.034595,73.12,ETH-25JUL25-3700-C,3648.07,sell,6.0,6.0,,,,,1752816790.231
15,ETH-258388474,1752816824216,1,0.035,0.034332,73.84,ETH-25JUL25-3700-C,3644.97,buy,36.0,36.0,,,,,1752816824.216
12,ETH-258388471,1752816824216,1,0.035,0.034332,73.84,ETH-25JUL25-3700-C,3644.97,buy,1.0,1.0,,,,,1752816824.216
16,ETH-258388475,1752816824216,1,0.035,0.034332,73.84,ETH-25JUL25-3700-C,3644.97,buy,24.0,24.0,,,,,1752816824.216
13,ETH-258388472,1752816824216,1,0.035,0.034332,73.84,ETH-25JUL25-3700-C,3644.97,buy,41.0,41.0,,,,,1752816824.216
14,ETH-258388473,1752816824216,1,0.035,0.034332,73.84,ETH-25JUL25-3700-C,3644.97,buy,398.0,398.0,,,,,1752816824.216
17,ETH-258388938,1752816997303,2,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,13.0,13.0,,,,,1752816997.303
18,ETH-258388939,1752816997308,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,5.0,5.0,,,,,1752816997.308
19,ETH-258388943,1752816997531,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,12.0,12.0,,,,,1752816997.531
20,ETH-258388944,1752816997542,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,1.0,1.0,,,,,1752816997.542
21,ETH-258388946,1752816997556,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,3.0,3.0,,,,,1752816997.556
22,ETH-258388947,1752816997564,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,3.0,3.0,,,,,1752816997.564
23,ETH-258388952,1752816997622,3,0.0335,0.033758,72.68,ETH-25JUL25-3700-C,3638.1,buy,2.0,2.0,,,,,1752816997.622
24,ETH-258388960,1752816997909,3,0.0335,0.033737,72.61,ETH-25JUL25-3700-C,3638.41,buy,5.0,5.0,,,,,1752816997.909
25,ETH-258388961,1752816999307,3,0.0335,0.033731,72.61,ETH-25JUL25-3700-C,3639.38,buy,13.0,13.0,,,,,1752816999.307
26,ETH-258388968,1752817003001,3,0.0335,0.03384,72.45,ETH-25JUL25-3700-C,3639.58,buy,43.0,43.0,,,,,1752817003.001
27,ETH-258389145,1752817071767,0,0.034,0.034081,72.74,ETH-25JUL25-3700-C,3641.91,buy,8.0,8.0,,,,,1752817071.767
28,ETH-258389147,1752817073107,1,0.034,0.034177,72.57,ETH-25JUL25-3700-C,3642.65,buy,28.0,28.0,,,,,1752817073.107
29,ETH-258389156,1752817074315,1,0.034,0.034215,72.46,ETH-25JUL25-3700-C,3643.15,buy,2.0,2.0,,,,,1752817074.315
30,ETH-258389161,1752817075145,1,0.034,0.034261,72.21,ETH-25JUL25-3700-C,3644.27,buy,17.0,17.0,,,,,1752817075.145
31,ETH-258389162,1752817075177,1,0.034,0.034261,72.21,ETH-25JUL25-3700-C,3644.27,buy,45.0,45.0,,,,,1752817075.177
32,ETH-258391449,1752817879375,0,0.0355,0.035452,73.66,ETH-25JUL25-3700-C,3651.32,buy,2.0,2.0,,,,,1752817879.375
33,ETH-258391450,1752817879378,1,0.0355,0.035452,73.66,ETH-25JUL25-3700-C,3651.32,sell,6.0,6.0,,,,,1752817879.378
34,ETH-258391968,1752818016305,1,0.0355,0.035508,73.52,ETH-25JUL25-3700-C,3652.26,sell,242.0,242.0,,,,,1752818016.305
35,ETH-258393076,1752818099253,0,0.0365,0.036554,73.42,ETH-25JUL25-3700-C,3660.94,sell,6.0,6.0,,,,,1752818099.253
36,ETH-258394438,1752818274948,0,0.038,0.038166,73.87,ETH-25JUL25-3700-C,3671.35,sell,2.0,2.0,,,,,1752818274.948
37,ETH-258395562,1752818546945,2,0.0375,0.037032,74.58,ETH-25JUL25-3700-C,3664.58,buy,5.0,5.0,,,,,1752818546.945
38,ETH-258395934,1752818635126,2,0.036,0.036213,73.29,ETH-25JUL25-3700-C,3658.23,sell,22.0,22.0,,,,,1752818635.126
39,ETH-258396645,1752818805354,3,0.036,0.035866,73.79,ETH-25JUL25-3700-C,3655.77,sell,5.0,5.0,,,,,1752818805.354
40,ETH-258396983,1752818878363,2,0.0355,0.035565,73.46,ETH-25JUL25-3700-C,3652.96,sell,2.0,2.0,,,,,1752818878.363
41,ETH-258397579,1752818984948,2,0.035,0.03503,73.57,ETH-25JUL25-3700-C,3648.46,sell,12.0,12.0,,,,,1752818984.948
42,ETH-258397957,1752819114427,3,0.035,0.035012,73.5,ETH-25JUL25-3700-C,3647.83,sell,19.0,19.0,,,,,1752819114.427
43,ETH-258397958,1752819114429,3,0.035,0.035012,73.5,ETH-25JUL25-3700-C,3647.83,sell,2.0,2.0,,,,,1752819114.429
44,ETH-258397959,1752819114433,3,0.035,0.035012,73.5,ETH-25JUL25-3700-C,3647.83,sell,2.0,2.0,,,,,1752819114.433
45,ETH-258397960,1752819114435,3,0.035,0.035012,73.5,ETH-25JUL25-3700-C,3647.83,sell,2.0,2.0,,,,,1752819114.435
46,ETH-258397961,1752819114477,3,0.035,0.035012,73.5,ETH-25JUL25-3700-C,3647.83,sell,183.0,183.0,,,,,1752819114.477
47,ETH-258399143,1752819505454,0,0.036,0.035604,74.12,ETH-25JUL25-3700-C,3653.32,buy,10.0,10.0,,,,,1752819505.454
48,ETH-258399711,1752819756890,2,0.035,0.034948,73.47,ETH-25JUL25-3700-C,3647.84,buy,1.0,1.0,,,,,1752819756.89
49,ETH-258399795,1752819869681,3,0.035,0.034977,73.49,ETH-25JUL25-3700-C,3648.2,buy,1.0,1.0,,,,,1752819869.681
50,ETH-258399883,1752819954759,3,0.035,0.034815,73.85,ETH-25JUL25-3700-C,3646.66,buy,2.0,2.0,,,,,1752819954.759
51,ETH-258399884,1752819955281,3,0.035,0.03481,73.87,ETH-25JUL25-3700-C,3646.63,sell,3.0,3.0,,,,,1752819955.281
52,ETH-258399885,1752819955324,3,0.035,0.03481,73.87,ETH-25JUL25-3700-C,3646.63,sell,25.0,25.0,,,,,1752819955.324
53,ETH-258399886,1752819955436,3,0.035,0.03481,73.87,ETH-25JUL25-3700-C,3646.63,sell,56.0,56.0,,,,,1752819955.436
54,ETH-258400373,1752820246397,0,0.036,0.035825,73.91,ETH-25JUL25-3700-C,3654.47,buy,2.0,2.0,,,,,1752820246.397
55,ETH-258400374,1752820246399,1,0.036,0.035825,73.91,ETH-25JUL25-3700-C,3654.47,sell,112.0,112.0,,,,,1752820246.399
56,ETH-258400479,1752820248774,2,0.0355,0.035811,72.97,ETH-25JUL25-3700-C,3654.65,sell,135.0,135.0,,,,,1752820248.774
57,ETH-258400480,1752820249332,3,0.0355,0.035805,73.44,ETH-25JUL25-3700-C,3652.58,sell,33.0,33.0,,,,,1752820249.332
58,ETH-258400481,1752820249340,3,0.0355,0.035805,73.44,ETH-25JUL25-3700-C,3652.58,sell,5.0,5.0,,,,,1752820249.34
59,ETH-258400482,1752820249360,3,0.0355,0.035805,73.44,ETH-25JUL25-3700-C,3652.58,sell,75.0,75.0,,,,,1752820249.36
60,ETH-258401993,1752821221013,0,0.036,0.03554,73.49,ETH-25JUL25-3700-C,3657.78,sell,1.0,1.0,,,,,1752821221.013
61,ETH-258403434,1752822260664,1,0.036,0.036032,72.24,ETH-25JUL25-3700-C,3663.1,buy,3.0,3.0,,,,,1752822260.664
62,ETH-258404166,1752822560973,0,0.0375,0.037038,73.32,ETH-25JUL25-3700-C,3669.94,buy,2.0,2.0,,,,,1752822560.973
63,ETH-258404167,1752822560973,1,0.0375,0.037038,73.32,ETH-25JUL25-3700-C,3669.94,buy,2.0,2.0,,,,,1752822560.973
64,ETH-258408077,1752823025419,2,0.0335,0.033228,73.66,ETH-25JUL25-3700-C,3635.16,buy,1.0,1.0,,,,,1752823025.419
65,ETH-258414665,1752823680457,0,0.0365,0.036167,75.12,ETH-25JUL25-3700-C,3653.02,sell,6.0,6.0,,,,,1752823680.457
66,ETH-258414666,1752823680458,1,0.0365,0.036167,75.12,ETH-25JUL25-3700-C,3653.02,sell,1.0,1.0,,,,,1752823680.458
67,ETH-258414777,1752823693090,1,0.0365,0.036432,74.81,ETH-25JUL25-3700-C,3654.36,sell,93.0,93.0,,,,,1752823693.09
68,ETH-258414876,1752823711845,2,0.0355,0.036073,73.68,ETH-25JUL25-3700-C,3651.52,sell,129.0,129.0,,,,,1752823711.845
70,ETH-258414878,1752823711845,3,0.0355,0.036073,73.68,ETH-25JUL25-3700-C,3651.52,sell,36.0,36.0,,,,,1752823711.845
69,ETH-258414877,1752823711845,3,0.0355,0.036073,73.68,ETH-25JUL25-3700-C,3651.52,sell,20.0,20.0,,,,,1752823711.845
71,ETH-258434398,1752825637919,2,0.031,0.030763,73.5,ETH-25JUL25-3700-C,3615.09,sell,1.0,1.0,,,,,1752825637.919
73,ETH-258437852,1752826080708,0,0.032,0.031458,73.0,ETH-25JUL25-3700-C,3625.56,buy,8.0,8.0,,,,,1752826080.708
72,ETH-258437851,1752826080708,0,0.0315,0.031458,72.08,ETH-25JUL25-3700-C,3625.56,buy,2.0,2.0,,,,,1752826080.708
74,ETH-258437937,1752826099382,1,0.032,0.031654,72.71,ETH-25JUL25-3700-C,3626.93,buy,10.0,10.0,,,,,1752826099.382
76,ETH-258438329,1752826176821,0,0.0315,0.030714,73.45,ETH-25JUL25-3700-C,3620.11,buy,8.0,8.0,,,,,1752826176.821
75,ETH-258438328,1752826176821,2,0.031,0.030714,72.54,ETH-25JUL25-3700-C,3620.11,buy,2.0,2.0,,,,,1752826176.821
77,ETH-258438634,1752826275029,2,0.0303,0.030958,70.68,ETH-25JUL25-3700-C,3622.35,sell,1000.0,1000.0,2.0,BLOCK-212008,,ETH-RR-25JUL25-3600_3700,1752826275.029
78,ETH-258442439,1752827279662,0,0.031,0.03092,71.61,ETH-25JUL25-3700-C,3624.59,buy,2.0,2.0,,,,,1752827279.662
79,ETH-258442440,1752827279662,0,0.0315,0.03092,72.53,ETH-25JUL25-3700-C,3624.59,buy,18.0,18.0,,,,,1752827279.662
80,ETH-258444666,1752827630854,2,0.029,0.029512,70.49,ETH-25JUL25-3700-C,3613.18,sell,10.0,10.0,,,,,1752827630.854
81,ETH-258445391,1752827758440,2,0.0286,0.029173,70.3,ETH-25JUL25-3700-C,3610.2,sell,1000.0,1000.0,2.0,BLOCK-212014,,ETH-RR-25JUL25-3600_3700,1752827758.44
82,ETH-258449085,1752828242714,2,0.0265,0.026606,70.89,ETH-25JUL25-3700-C,3589.08,buy,3.0,3.0,,,,,1752828242.714
83,ETH-258464216,1752835376970,0,0.0271,0.027966,67.2,ETH-25JUL25-3700-C,3614.55,sell,1000.0,1000.0,2.0,BLOCK-212042,,ETH-RR-25JUL25-3600_3700,1752835376.97
84,ETH-258465159,1752835776209,0,0.0277,0.028388,67.68,ETH-25JUL25-3700-C,3617.56,sell,1000.0,1000.0,2.0,BLOCK-212043,,ETH-RR-25JUL25-3600_3700,1752835776.209
85,ETH-258466135,1752835907218,0,0.0282,0.028581,68.36,ETH-25JUL25-3700-C,3619.48,sell,250.0,250.0,2.0,BLOCK-212046,,ETH-RR-25JUL25-3600_3700,1752835907.218
86,ETH-258466146,1752835908288,0,0.0284,0.028594,68.64,ETH-25JUL25-3700-C,3619.93,sell,63.0,63.0,4.0,BLOCK-212047,,ETH-CCOND-25JUL25-3700_3800_4000_4200,1752835908.288
87,ETH-258476188,1752839940627,0,0.029,0.02813,71.47,ETH-25JUL25-3700-C,3613.29,buy,1.0,1.0,,,,,1752839940.627
88,ETH-258476348,1752840050238,1,0.029,0.028638,70.59,ETH-25JUL25-3700-C,3617.38,sell,1.0,1.0,,,,,1752840050.238
89,ETH-258476627,1752840417643,1,0.029,0.028625,70.86,ETH-25JUL25-3700-C,3616.53,sell,1.0,1.0,,,,,1752840417.643
90,ETH-258476741,1752840599655,2,0.0285,0.028163,70.92,ETH-25JUL25-3700-C,3611.86,sell,1.0,1.0,,,,,1752840599.655
91,ETH-258477166,1752840822955,3,0.0285,0.028316,71.05,ETH-25JUL25-3700-C,3610.97,sell,1.0,1.0,,,,,1752840822.955
93,ETH-258477279,1752840902150,3,0.028,0.027982,70.76,ETH-25JUL25-3700-C,3607.94,sell,1.0,1.0,,,,,1752840902.15
92,ETH-258477278,1752840902150,2,0.028,0.027982,70.76,ETH-25JUL25-3700-C,3607.94,sell,10.0,10.0,,,,,1752840902.15
94,ETH-258477860,1752841189840,3,0.028,0.027901,70.9,ETH-25JUL25-3700-C,3607.7,sell,1.0,1.0,,,,,1752841189.84
95,ETH-258477892,1752841262682,3,0.028,0.027903,70.99,ETH-25JUL25-3700-C,3607.33,buy,1.0,1.0,,,,,1752841262.682
96,ETH-258477928,1752841278792,2,0.0275,0.027464,70.78,ETH-25JUL25-3700-C,3603.93,sell,1.0,1.0,,,,,1752841278.792
97,ETH-258478166,1752841490924,3,0.0275,0.027489,70.8,ETH-25JUL25-3700-C,3603.3,sell,1.0,1.0,,,,,1752841490.924
98,ETH-258479771,1752842174662,0,0.028,0.027816,70.97,ETH-25JUL25-3700-C,3606.83,buy,50.0,50.0,,,,,1752842174.662
99,ETH-258488246,1752844549005,0,0.0315,0.031395,72.04,ETH-25JUL25-3700-C,3633.26,sell,20.0,20.0,,,,,1752844549.005
100,ETH-258489659,1752844940223,2,0.0305,0.030248,72.13,ETH-25JUL25-3700-C,3624.76,buy,2.0,2.0,,,,,1752844940.223
101,ETH-258492820,1752846022844,0,0.033,0.032942,72.25,ETH-25JUL25-3700-C,3645.39,sell,1.0,1.0,,,,,1752846022.844
102,ETH-258501613,1752848269067,2,0.03,0.030031,71.29,ETH-25JUL25-3700-C,3625.25,buy,1.0,1.0,,,,,1752848269.067
103,ETH-258514807,1752849753549,2,0.024,0.023771,72.24,ETH-25JUL25-3700-C,3564.68,sell,1.0,1.0,,,,,1752849753.549
104,ETH-258514818,1752849753596,3,0.024,0.023771,72.24,ETH-25JUL25-3700-C,3564.68,sell,1.0,1.0,,,,,1752849753.596
106,ETH-258519146,1752850524789,1,0.026,0.026493,70.34,ETH-25JUL25-3700-C,3595.49,sell,18.0,18.0,,,,,1752850524.789
105,ETH-258519145,1752850524789,0,0.026,0.026493,70.34,ETH-25JUL25-3700-C,3595.49,sell,2.0,2.0,,,,,1752850524.789
107,ETH-258537393,1752853422243,2,0.022,0.021573,72.98,ETH-25JUL25-3700-C,3541.48,buy,100.0,100.0,,,,,1752853422.243
108,ETH-258537852,1752853541507,2,0.0215,0.02223,71.04,ETH-25JUL25-3700-C,3546.8,sell,1.0,1.0,,,,,1752853541.507
109,ETH-258542035,1752854605112,0,0.025,0.024954,71.92,ETH-25JUL25-3700-C,3579.01,buy,31.0,31.0,,,,,1752854605.112
110,ETH-258551127,1752858620474,2,0.0235,0.023835,69.99,ETH-25JUL25-3700-C,3575.78,sell,2.0,2.0,,,,,1752858620.474
111,ETH-258551128,1752858620476,3,0.0235,0.023835,69.99,ETH-25JUL25-3700-C,3575.78,buy,8.0,8.0,,,,,1752858620.476
112,ETH-258551161,1752858638540,3,0.0235,0.023514,70.51,ETH-25JUL25-3700-C,3573.28,buy,5.0,5.0,,,,,1752858638.54
113,ETH-258559801,1752861016313,0,0.0255,0.025629,69.56,ETH-25JUL25-3700-C,3597.71,sell,10.0,10.0,,,,,1752861016.313
114,ETH-258581124,1752867628640,2,0.0215,0.022431,67.63,ETH-25JUL25-3700-C,3572.05,sell,1.0,1.0,,,,,1752867628.64
115,ETH-258589134,1752869288372,2,0.018,0.017701,70.83,ETH-25JUL25-3700-C,3516.87,buy,4.0,4.0,,,,,1752869288.372
116,ETH-258604130,1752873750062,0,0.0215,0.021386,70.6,ETH-25JUL25-3700-C,3557.3,buy,5.0,5.0,,,,,1752873750.062
117,ETH-258604390,1752873971098,2,0.021,0.021168,70.11,ETH-25JUL25-3700-C,3555.23,buy,5.0,5.0,,,,,1752873971.098
118,ETH-258608010,1752876645532,2,0.0195,0.019839,69.88,ETH-25JUL25-3700-C,3540.14,sell,2.0,2.0,,,,,1752876645.532
119,ETH-258608011,1752876645534,3,0.0195,0.019839,69.88,ETH-25JUL25-3700-C,3540.14,buy,8.0,8.0,,,,,1752876645.534
120,ETH-258611059,1752878135280,0,0.0225,0.022392,70.76,ETH-25JUL25-3700-C,3567.32,sell,3.0,3.0,,,,,1752878135.28
121,ETH-258633028,1752895628675,0,0.023,0.022989,68.38,ETH-25JUL25-3700-C,3589.5,buy,1.0,1.0,,,,,1752895628.675
122,ETH-258633796,1752896216672,0,0.0245,0.024106,69.25,ETH-25JUL25-3700-C,3600.11,buy,4.0,4.0,,,,,1752896216.672
123,ETH-258633797,1752896216672,1,0.0245,0.024106,69.25,ETH-25JUL25-3700-C,3600.11,buy,11.0,11.0,,,,,1752896216.672
124,ETH-258636044,1752898043691,2,0.024,0.024633,67.63,ETH-25JUL25-3700-C,3603.68,sell,1.0,1.0,,,,,1752898043.691
125,ETH-258640057,1752905586102,2,0.0215,0.022144,67.14,ETH-25JUL25-3700-C,3583.97,sell,1.0,1.0,,,,,1752905586.102
126,ETH-258645620,1752912097484,2,0.0205,0.020544,67.85,ETH-25JUL25-3700-C,3572.47,sell,5.0,5.0,,,,,1752912097.484
127,ETH-258646164,1752912499871,3,0.0205,0.020817,66.94,ETH-25JUL25-3700-C,3576.82,buy,5.0,5.0,,,,,1752912499.871
128,ETH-258652791,1752916489978,2,0.0185,0.01891,67.29,ETH-25JUL25-3700-C,3554.8,sell,7.0,7.0,,,,,1752916489.978
129,ETH-258652792,1752916489980,3,0.0185,0.01891,67.29,ETH-25JUL25-3700-C,3554.8,buy,3.0,3.0,,,,,1752916489.98
130,ETH-258652795,1752916490774,3,0.0185,0.01891,67.29,ETH-25JUL25-3700-C,3554.8,buy,5.0,5.0,,,,,1752916490.774
131,ETH-258663783,1752930596134,2,0.018,0.01837,66.78,ETH-25JUL25-3700-C,3556.63,sell,2.0,2.0,,,,,1752930596.134
133,ETH-258663785,1752930596136,3,0.018,0.01837,66.78,ETH-25JUL25-3700-C,3556.63,buy,40.0,40.0,,,,,1752930596.136
132,ETH-258663784,1752930596136,3,0.018,0.01837,66.78,ETH-25JUL25-3700-C,3556.63,buy,8.0,8.0,,,,,1752930596.136
134,ETH-258664059,1752931051314,0,0.0195,0.019314,67.91,ETH-25JUL25-3700-C,3567.21,buy,1.0,1.0,,,,,1752931051.314
135,ETH-258664850,1752932641688,2,0.019,0.019196,67.04,ETH-25JUL25-3700-C,3566.87,buy,1.0,1.0,,,,,1752932641.688
136,ETH-258669358,1752937251842,2,0.0165,0.016286,67.64,ETH-25JUL25-3700-C,3538.13,buy,4.0,4.0,,,,,1752937251.842
137,ETH-258670822,1752938629701,0,0.0175,0.017844,66.48,ETH-25JUL25-3700-C,3555.75,sell,10.0,10.0,,,,,1752938629.701
138,ETH-258671691,1752939840416,0,0.018,0.018534,66.26,ETH-25JUL25-3700-C,3562.71,sell,1.0,1.0,,,,,1752939840.416
139,ETH-258673096,1752941409246,2,0.0165,0.01712,66.19,ETH-25JUL25-3700-C,3546.97,sell,3.0,3.0,,,,,1752941409.246
140,ETH-258679408,1752949113072,0,0.0175,0.017297,68.2,ETH-25JUL25-3700-C,3551.03,sell,3.0,3.0,,,,,1752949113.072
141,ETH-258681571,1752952583353,1,0.0175,0.017569,67.03,ETH-25JUL25-3700-C,3558.13,buy,14.0,14.0,,,,,1752952583.353
142,ETH-258681572,1752952583357,1,0.0175,0.017569,67.03,ETH-25JUL25-3700-C,3558.13,buy,2.0,2.0,,,,,1752952583.357
143,ETH-258681578,1752952587539,1,0.0175,0.017604,66.93,ETH-25JUL25-3700-C,3558.72,buy,10.0,10.0,,,,,1752952587.539
144,ETH-258683625,1752954227035,0,0.02,0.019816,67.95,ETH-25JUL25-3700-C,3580.53,buy,1.0,1.0,,,,,1752954227.035
145,ETH-258685528,1752955622554,1,0.02,0.020646,66.52,ETH-25JUL25-3700-C,3588.02,sell,9.0,9.0,,,,,1752955622.554
146,ETH-258685815,1752955673060,0,0.021,0.021098,67.42,ETH-25JUL25-3700-C,3593.58,buy,5.0,5.0,,,,,1752955673.06
147,ETH-258686700,1752956820137,2,0.02,0.02015,68.21,ETH-25JUL25-3700-C,3580.42,buy,5.0,5.0,,,,,1752956820.137
148,ETH-258686835,1752957148246,3,0.02,0.020141,68.13,ETH-25JUL25-3700-C,3581.1,buy,5.0,5.0,,,,,1752957148.246
149,ETH-258687917,1752958928483,2,0.0195,0.019616,68.85,ETH-25JUL25-3700-C,3572.08,sell,1.0,1.0,,,,,1752958928.483
150,ETH-258688171,1752959354421,0,0.02,0.019388,70.77,ETH-25JUL25-3700-C,3568.7,buy,51.0,51.0,,,,,1752959354.421
151,ETH-258688282,1752959418696,2,0.0195,0.019011,70.57,ETH-25JUL25-3700-C,3564.34,buy,2.0,2.0,,,,,1752959418.696
152,ETH-258688283,1752959418700,3,0.0195,0.019011,70.57,ETH-25JUL25-3700-C,3564.34,sell,49.0,49.0,,,,,1752959418.7
153,ETH-258693272,1752966843857,0,0.0205,0.020783,69.8,ETH-25JUL25-3700-C,3581.89,buy,97.0,97.0,,,,,1752966843.857
154,ETH-258695322,1752970988888,0,0.0225,0.021993,71.59,ETH-25JUL25-3700-C,3594.78,buy,5.0,5.0,,,T,,1752970988.888
156,ETH-258711197,1752982382979,1,0.03,0.029313,72.48,ETH-25JUL25-3700-C,3661.08,buy,1.0,1.0,,,,,1752982382.979
155,ETH-258711196,1752982382979,0,0.03,0.029313,72.48,ETH-25JUL25-3700-C,3661.08,buy,100.0,100.0,,,,,1752982382.979
157,ETH-258716090,1752982939659,0,0.033,0.032517,73.3,ETH-25JUL25-3700-C,3682.61,buy,15.0,15.0,,,,,1752982939.659
158,ETH-258718396,1752984097907,2,0.031,0.030541,74.23,ETH-25JUL25-3700-C,3662.71,buy,1.0,1.0,,,,,1752984097.907
159,ETH-258718519,1752984218540,2,0.0295,0.030005,72.07,ETH-25JUL25-3700-C,3659.02,sell,1.0,1.0,,,,,1752984218.54
160,ETH-258721762,1752986011595,0,0.0315,0.030872,75.08,ETH-25JUL25-3700-C,3664.54,buy,10.0,10.0,,,,,1752986011.595
161,ETH-258721889,1752986092490,0,0.0325,0.031406,76.99,ETH-25JUL25-3700-C,3665.05,buy,16.0,16.0,,,,,1752986092.49
162,ETH-258723071,1752986974100,2,0.0305,0.030331,76.08,ETH-25JUL25-3700-C,3651.89,buy,3.0,3.0,,,,,1752986974.1
163,ETH-258727364,1752991071086,2,0.03,0.030314,75.34,ETH-25JUL25-3700-C,3651.87,buy,1.0,1.0,,,,,1752991071.086
164,ETH-258729755,1752993967315,0,0.0315,0.031279,76.5,ETH-25JUL25-3700-C,3661.07,sell,1.0,1.0,,,,,1752993967.315
165,ETH-258736079,1752998201809,1,0.0315,0.032209,73.71,ETH-25JUL25-3700-C,3672.56,sell,1.0,1.0,,,,,1752998201.809
166,ETH-258741640,1753000809448,0,0.036,0.034708,75.66,ETH-25JUL25-3700-C,3700.78,buy,10.0,10.0,,,,,1753000809.448
167,ETH-258745512,1753001279616,0,0.038,0.037833,76.99,ETH-25JUL25-3700-C,3711.04,buy,1.0,1.0,,,,,1753001279.616
168,ETH-258747577,1753001547493,2,0.037,0.036671,78.03,ETH-25JUL25-3700-C,3700.0,sell,3.0,3.0,,,,,1753001547.493
169,ETH-258750921,1753002241842,0,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,20.0,20.0,,,,,1753002241.842
170,ETH-258750922,1753002241856,1,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,1.0,1.0,,,,,1753002241.856
171,ETH-258750923,1753002241868,1,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,6.0,6.0,,,,,1753002241.868
172,ETH-258750924,1753002241877,1,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,10.0,10.0,,,,,1753002241.877
173,ETH-258750925,1753002241885,1,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,1.0,1.0,,,,,1753002241.885
174,ETH-258750926,1753002241892,1,0.04,0.040058,77.74,ETH-25JUL25-3700-C,3723.36,sell,6.0,6.0,,,,,1753002241.892
175,ETH-258750941,1753002243450,1,0.04,0.040042,77.96,ETH-25JUL25-3700-C,3721.98,sell,97.0,97.0,,,,,1753002243.45
176,ETH-258750942,1753002243470,1,0.04,0.040042,77.96,ETH-25JUL25-3700-C,3721.98,sell,16.0,16.0,,,,,1753002243.47
177,ETH-258750943,1753002243474,1,0.04,0.040042,77.96,ETH-25JUL25-3700-C,3721.98,sell,3.0,3.0,,,,,1753002243.474
178,ETH-258750956,1753002246382,1,0.04,0.039786,78.43,ETH-25JUL25-3700-C,3720.99,sell,1.0,1.0,,,,,1753002246.382
179,ETH-258750988,1753002254110,1,0.04,0.040045,77.93,ETH-25JUL25-3700-C,3722.09,sell,1.0,1.0,,,,,1753002254.11
180,ETH-258750989,1753002256891,1,0.04,0.039798,78.5,ETH-25JUL25-3700-C,3721.04,sell,13.0,13.0,,,,,1753002256.891
181,ETH-258751061,1753002297145,1,0.04,0.039933,78.52,ETH-25JUL25-3700-C,3721.09,sell,25.0,25.0,,,,,1753002297.145
182,ETH-258760457,1753007738469,2,0.0365,0.036886,76.41,ETH-25JUL25-3700-C,3704.54,sell,1.0,1.0,,,,,1753007738.469
183,ETH-258761369,1753008813891,0,0.037,0.03682,78.17,ETH-25JUL25-3700-C,3702.55,sell,50.0,50.0,,,,,1753008813.891
184,ETH-258765434,1753010286133,2,0.0365,0.036516,76.5,ETH-25JUL25-3700-C,3705.57,buy,13.0,13.0,,,,,1753010286.133
185,ETH-258765435,1753010286144,3,0.0365,0.036516,76.5,ETH-25JUL25-3700-C,3705.57,buy,1.0,1.0,,,,,1753010286.144
186,ETH-258765436,1753010286148,3,0.0365,0.036516,76.5,ETH-25JUL25-3700-C,3705.57,buy,2.0,2.0,,,,,1753010286.148
