trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,block_trade_leg_count,block_trade_id,combo_id,combo_trade_id,liquidation,block_rfq_id,unix_sec
2064,ETH-256188793,1751329603103,3,0.0305,0.031162,59.73,ETH-25JUL25-2700-C,2486.73,sell,80.0,80.0,,,,,,,1751329603.103
2065,ETH-256188858,1751329786697,0,0.031,0.03105,60.41,ETH-25JUL25-2700-C,2485.59,buy,30.0,30.0,,,,,,,1751329786.697
2066,ETH-256189201,1751329826990,2,0.0305,0.03055,60.4,ETH-25JUL25-2700-C,2481.67,buy,21.0,21.0,,,,,,,1751329826.99
2067,ETH-256189231,1751329848034,2,0.03,0.030382,60.04,ETH-25JUL25-2700-C,2480.31,sell,80.0,80.0,,,,,,,1751329848.034
2068,ETH-256189232,1751329848036,3,0.03,0.030382,60.04,ETH-25JUL25-2700-C,2480.31,sell,29.0,29.0,,,,,,,1751329848.036
2069,ETH-256189661,1751330225472,0,0.0305,0.030907,59.96,ETH-25JUL25-2700-C,2485.4,sell,28.0,28.0,,,,,,,1751330225.472
2070,ETH-256189662,1751330225474,1,0.0305,0.030907,59.96,ETH-25JUL25-2700-C,2485.4,sell,24.0,24.0,,,,,,,1751330225.474
2071,ETH-256189663,1751330225474,1,0.0305,0.030907,59.96,ETH-25JUL25-2700-C,2485.4,sell,4.0,4.0,,,,,,,1751330225.474
2072,ETH-256197525,1751345176108,2,0.029,0.029116,59.74,ETH-25JUL25-2700-C,2475.15,buy,2.0,2.0,,,,,,,1751345176.108
2073,ETH-256197526,1751345176194,3,0.029,0.029116,59.74,ETH-25JUL25-2700-C,2475.15,buy,1.0,1.0,,,,,,,1751345176.194
2074,ETH-256204905,1751354283516,2,0.027,0.026919,60.07,ETH-25JUL25-2700-C,2456.0,sell,1.0,1.0,,,,,,,1751354283.516
2075,ETH-256209292,1751357404683,3,0.027,0.027197,59.68,ETH-25JUL25-2700-C,2460.49,buy,3.0,3.0,,,,,,,1751357404.683
2076,ETH-256210132,1751358147398,0,0.0275,0.027034,60.35,ETH-25JUL25-2700-C,2459.66,buy,1.0,1.0,,,,,,,1751358147.398
2077,ETH-256211568,1751359378116,2,0.026,0.026444,59.26,ETH-25JUL25-2700-C,2454.7,sell,1.0,1.0,,,,,,,1751359378.116
2078,ETH-256212049,1751360232368,0,0.0265,0.025957,60.14,ETH-25JUL25-2700-C,2452.29,buy,1.0,1.0,,,,,,,1751360232.368
2079,ETH-256212069,1751360288845,1,0.0265,0.026066,60.02,ETH-25JUL25-2700-C,2453.0,buy,1.0,1.0,,,,,,,1751360288.845
2080,ETH-256212098,1751360305690,1,0.0265,0.026103,59.95,ETH-25JUL25-2700-C,2453.54,buy,1.0,1.0,,,,,,,1751360305.69
2081,ETH-256212105,1751360311904,1,0.0265,0.026136,59.94,ETH-25JUL25-2700-C,2453.58,buy,1.0,1.0,,,,,,,1751360311.904
2082,ETH-256212109,1751360357500,1,0.0265,0.026136,59.93,ETH-25JUL25-2700-C,2453.68,buy,1.0,1.0,,,,,,,1751360357.5
2083,ETH-256212111,1751360369853,1,0.0265,0.026125,59.94,ETH-25JUL25-2700-C,2453.61,buy,1.0,1.0,,,,,,,1751360369.853
2084,ETH-256212113,1751360377095,1,0.0265,0.026145,59.91,ETH-25JUL25-2700-C,2453.8,buy,1.0,1.0,,,,,,,1751360377.095
2085,ETH-256212117,1751360386931,1,0.0265,0.026146,59.93,ETH-25JUL25-2700-C,2453.71,buy,1.0,1.0,,,,,,,1751360386.931
2086,ETH-256212119,1751360392720,1,0.0265,0.02614,59.92,ETH-25JUL25-2700-C,2453.74,buy,1.0,1.0,,,,,,,1751360392.72
2087,ETH-256212123,1751360401126,1,0.0265,0.026136,59.93,ETH-25JUL25-2700-C,2453.73,buy,1.0,1.0,,,,,,,1751360401.126
2088,ETH-256214207,1751363825962,1,0.0265,0.026352,59.37,ETH-25JUL25-2700-C,2458.32,buy,1.0,1.0,,,,,,,1751363825.962
2089,ETH-256214212,1751363835308,1,0.0265,0.026352,59.37,ETH-25JUL25-2700-C,2458.38,buy,1.0,1.0,,,,,,,1751363835.308
2090,ETH-256214225,1751363842494,1,0.0265,0.026367,59.32,ETH-25JUL25-2700-C,2458.75,buy,1.0,1.0,,,,,,,1751363842.494
2091,ETH-256214265,1751363892692,1,0.0265,0.026247,59.46,ETH-25JUL25-2700-C,2457.66,buy,1.0,1.0,,,,,,,1751363892.692
2092,ETH-256214274,1751363902046,1,0.0265,0.02627,59.44,ETH-25JUL25-2700-C,2457.88,buy,1.0,1.0,,,,,,,1751363902.046
2093,ETH-256214280,1751363909759,1,0.0265,0.026245,59.46,ETH-25JUL25-2700-C,2457.71,buy,1.0,1.0,,,,,,,1751363909.759
2094,ETH-256214310,1751363974121,1,0.0265,0.026232,59.46,ETH-25JUL25-2700-C,2457.78,buy,1.0,1.0,,,,,,,1751363974.121
2095,ETH-256214319,1751363981291,1,0.0265,0.02621,59.48,ETH-25JUL25-2700-C,2457.64,buy,1.0,1.0,,,,,,,1751363981.291
2096,ETH-256214375,1751364027100,1,0.0265,0.026109,59.59,ETH-25JUL25-2700-C,2456.78,buy,1.0,1.0,,,,,,,1751364027.1
2097,ETH-256214401,1751364041527,1,0.0265,0.026173,59.51,ETH-25JUL25-2700-C,2457.44,buy,1.0,1.0,,,,,,,1751364041.527
2098,ETH-256214411,1751364048355,1,0.0265,0.026137,59.55,ETH-25JUL25-2700-C,2457.12,buy,1.0,1.0,,,,,,,1751364048.355
2099,ETH-256214416,1751364057162,1,0.0265,0.026125,59.55,ETH-25JUL25-2700-C,2457.18,buy,1.0,1.0,,,,,,,1751364057.162
2100,ETH-256214525,1751364167887,1,0.0265,0.026192,59.48,ETH-25JUL25-2700-C,2457.71,buy,1.0,1.0,,,,,,,1751364167.887
2101,ETH-256219858,1751371024722,2,0.025,0.024688,58.98,ETH-25JUL25-2700-C,2449.1,buy,1.0,1.0,,,,,,,1751371024.722
2102,ETH-256219859,1751371032215,3,0.025,0.024691,58.96,ETH-25JUL25-2700-C,2449.26,buy,1.0,1.0,,,,,,,1751371032.215
2103,ETH-256219862,1751371040091,3,0.025,0.024701,58.96,ETH-25JUL25-2700-C,2449.3,buy,1.0,1.0,,,,,,,1751371040.091
2104,ETH-256219868,1751371047894,3,0.025,0.024668,59.0,ETH-25JUL25-2700-C,2448.94,buy,1.0,1.0,,,,,,,1751371047.894
2105,ETH-256219882,1751371062103,3,0.025,0.024655,59.05,ETH-25JUL25-2700-C,2448.55,buy,1.0,1.0,,,,,,,1751371062.103
2106,ETH-256219887,1751371069309,3,0.025,0.024595,59.08,ETH-25JUL25-2700-C,2448.38,buy,1.0,1.0,,,,,,,1751371069.309
2107,ETH-256219896,1751371090621,3,0.025,0.024557,59.12,ETH-25JUL25-2700-C,2448.12,buy,1.0,1.0,,,,,,,1751371090.621
2108,ETH-256219898,1751371100043,3,0.025,0.024541,59.14,ETH-25JUL25-2700-C,2447.93,buy,1.0,1.0,,,,,,,1751371100.043
2109,ETH-256219915,1751371123916,3,0.025,0.024612,59.05,ETH-25JUL25-2700-C,2448.63,buy,1.0,1.0,,,,,,,1751371123.916
2110,ETH-256219919,1751371131162,3,0.025,0.024602,59.06,ETH-25JUL25-2700-C,2448.51,buy,1.0,1.0,,,,,,,1751371131.162
2111,ETH-256219920,1751371135100,3,0.025,0.024609,59.06,ETH-25JUL25-2700-C,2448.55,buy,1.0,1.0,,,,,,,1751371135.1
2112,ETH-256219927,1751371143156,3,0.025,0.02459,59.07,ETH-25JUL25-2700-C,2448.46,buy,1.0,1.0,,,,,,,1751371143.156
2113,ETH-256219928,1751371149287,3,0.025,0.024583,59.08,ETH-25JUL25-2700-C,2448.38,buy,1.0,1.0,,,,,,,1751371149.287
2114,ETH-256219955,1751371177563,3,0.025,0.024672,58.97,ETH-25JUL25-2700-C,2449.26,sell,1.0,1.0,,,,,,,1751371177.563
2115,ETH-256219973,1751371201781,3,0.025,0.024742,58.89,ETH-25JUL25-2700-C,2449.91,sell,1.0,1.0,,,,,,,1751371201.781
2116,ETH-256219990,1751371221460,3,0.025,0.024686,58.95,ETH-25JUL25-2700-C,2449.42,buy,1.0,1.0,,,,,,,1751371221.46
2117,ETH-256220003,1751371229256,3,0.025,0.024748,58.89,ETH-25JUL25-2700-C,2449.85,sell,1.0,1.0,,,,,,,1751371229.256
2118,ETH-256220008,1751371240994,3,0.025,0.024712,58.95,ETH-25JUL25-2700-C,2449.44,sell,1.0,1.0,,,,,,,1751371240.994
2119,ETH-256220023,1751371268361,3,0.025,0.02474,58.92,ETH-25JUL25-2700-C,2449.65,sell,1.0,1.0,,,,,,,1751371268.361
2120,ETH-256220051,1751371289994,3,0.025,0.024798,58.86,ETH-25JUL25-2700-C,2450.1,sell,1.0,1.0,,,,,,,1751371289.994
2121,ETH-256220057,1751371310262,3,0.025,0.024777,58.88,ETH-25JUL25-2700-C,2449.92,sell,1.0,1.0,,,,,,,1751371310.262
2122,ETH-256220071,1751371339656,3,0.025,0.024777,58.88,ETH-25JUL25-2700-C,2449.98,buy,1.0,1.0,,,,,,,1751371339.656
2123,ETH-256220083,1751371351309,3,0.025,0.02479,58.87,ETH-25JUL25-2700-C,2450.0,sell,1.0,1.0,,,,,,,1751371351.309
2124,ETH-256220085,1751371355882,3,0.025,0.0248,58.86,ETH-25JUL25-2700-C,2450.08,sell,1.0,1.0,,,,,,,1751371355.882
2125,ETH-256220109,1751371380944,3,0.025,0.024804,58.87,ETH-25JUL25-2700-C,2450.03,sell,1.0,1.0,,,,,,,1751371380.944
2126,ETH-256220113,1751371389338,3,0.025,0.024839,58.82,ETH-25JUL25-2700-C,2450.38,sell,1.0,1.0,,,,,,,1751371389.338
2127,ETH-256220122,1751371406705,3,0.025,0.024865,58.81,ETH-25JUL25-2700-C,2450.48,sell,1.0,1.0,,,,,,,1751371406.705
2128,ETH-256223693,1751374601783,2,0.023,0.023419,57.97,ETH-25JUL25-2700-C,2438.44,sell,11.0,11.0,,,,,,,1751374601.783
2129,ETH-256225781,1751377012480,0,0.0245,0.024558,58.61,ETH-25JUL25-2700-C,2447.97,buy,17.0,17.0,,,,,,,1751377012.48
2130,ETH-256228074,1751378252240,1,0.0245,0.024284,59.18,ETH-25JUL25-2700-C,2442.96,sell,1.0,1.0,,,,,,,1751378252.24
2131,ETH-256228528,1751378465836,0,0.025,0.024553,59.53,ETH-25JUL25-2700-C,2445.39,buy,1.0,1.0,,,,,,,1751378465.836
2132,ETH-256228540,1751378474234,1,0.025,0.024572,59.5,ETH-25JUL25-2700-C,2445.63,sell,1.0,1.0,,,,,,,1751378474.234
2133,ETH-256228587,1751378490015,1,0.025,0.024736,59.36,ETH-25JUL25-2700-C,2446.67,sell,1.0,1.0,,,,,,,1751378490.015
2135,ETH-256229636,1751379039951,1,0.0255,0.024888,59.74,ETH-25JUL25-2700-C,2448.63,buy,2.0,2.0,,,,,,,1751379039.951
2134,ETH-256229635,1751379039951,0,0.0255,0.024888,59.74,ETH-25JUL25-2700-C,2448.63,buy,1.0,1.0,,,,,,,1751379039.951
2136,ETH-256236999,1751382032438,2,0.0225,0.022096,59.72,ETH-25JUL25-2700-C,2419.51,buy,1.0,1.0,,,,,,,1751382032.438
2138,ETH-256248256,1751395531737,3,0.0225,0.022066,59.4,ETH-25JUL25-2700-C,2423.54,buy,15.0,15.0,,,,,,,1751395531.737
2137,ETH-256248255,1751395531737,3,0.0225,0.022066,59.4,ETH-25JUL25-2700-C,2423.54,buy,1.0,1.0,,,,,,,1751395531.737
2139,ETH-256250064,1751396325237,2,0.0205,0.021007,58.58,ETH-25JUL25-2700-C,2410.3,sell,1.0,1.0,,,,,,,1751396325.237
2140,ETH-256271407,1751414405894,3,0.0205,0.020181,59.39,ETH-25JUL25-2700-C,2405.54,buy,1.0,1.0,,,,,,,1751414405.894
2141,ETH-256271411,1751414407706,3,0.0205,0.020178,59.43,ETH-25JUL25-2700-C,2405.23,buy,1.0,1.0,,,,,,,1751414407.706
2142,ETH-256271421,1751414425459,3,0.0205,0.020065,59.54,ETH-25JUL25-2700-C,2404.53,buy,1.0,1.0,,,,,,,1751414425.459
2143,ETH-256271422,1751414431106,3,0.0205,0.020026,59.59,ETH-25JUL25-2700-C,2404.13,buy,1.0,1.0,,,,,,,1751414431.106
2144,ETH-256271428,1751414443074,3,0.0205,0.020033,59.57,ETH-25JUL25-2700-C,2404.27,buy,1.0,1.0,,,,,,,1751414443.074
2145,ETH-256271433,1751414452979,3,0.0205,0.020027,59.58,ETH-25JUL25-2700-C,2404.17,buy,1.0,1.0,,,,,,,1751414452.979
2146,ETH-256276791,1751419095637,2,0.019,0.018258,60.24,ETH-25JUL25-2700-C,2382.68,buy,1.0,1.0,,,,,,,1751419095.637
2147,ETH-256286123,1751427122772,0,0.022,0.021919,58.79,ETH-25JUL25-2700-C,2427.67,sell,5.0,5.0,,,,,,,1751427122.772
2148,ETH-256287075,1751428622237,0,0.0225,0.022038,59.14,ETH-25JUL25-2700-C,2429.86,buy,1.0,1.0,,,,,,,1751428622.237
2149,ETH-256287079,1751428630868,1,0.0225,0.02203,59.15,ETH-25JUL25-2700-C,2429.76,buy,1.0,1.0,,,,,,,1751428630.868
2150,ETH-256287081,1751428637555,1,0.0225,0.02202,59.15,ETH-25JUL25-2700-C,2429.73,buy,1.0,1.0,,,,,,,1751428637.555
2151,ETH-256287084,1751428644706,1,0.0225,0.02203,59.14,ETH-25JUL25-2700-C,2429.84,buy,1.0,1.0,,,,,,,1751428644.706
2152,ETH-256287126,1751428711185,1,0.0225,0.022119,59.0,ETH-25JUL25-2700-C,2430.89,buy,1.0,1.0,,,,,,,1751428711.185
2153,ETH-256287143,1751428752187,1,0.0225,0.022137,59.01,ETH-25JUL25-2700-C,2430.78,buy,1.0,1.0,,,,,,,1751428752.187
2154,ETH-256287235,1751428838636,1,0.0225,0.022025,59.14,ETH-25JUL25-2700-C,2429.83,buy,1.0,1.0,,,,,,,1751428838.636
2155,ETH-256287392,1751429006392,2,0.022,0.021824,58.79,ETH-25JUL25-2700-C,2427.94,buy,1.0,1.0,,,,,,,1751429006.392
2157,ETH-256288406,1751431273728,1,0.0225,0.022285,58.58,ETH-25JUL25-2700-C,2434.73,buy,1.0,1.0,,,,,,,1751431273.728
2156,ETH-256288405,1751431273728,0,0.0225,0.022285,58.58,ETH-25JUL25-2700-C,2434.73,buy,1.0,1.0,,,,,,,1751431273.728
2158,ETH-256288407,1751431273731,1,0.0225,0.022285,58.58,ETH-25JUL25-2700-C,2434.73,sell,48.0,48.0,,,,,,,1751431273.731
2159,ETH-256293976,1751439486838,0,0.024,0.023874,58.35,ETH-25JUL25-2700-C,2452.46,buy,1.0,1.0,,,,,,,1751439486.838
2160,ETH-256293987,1751439497463,1,0.024,0.023885,58.31,ETH-25JUL25-2700-C,2452.7,sell,1.0,1.0,,,,,,,1751439497.463
2161,ETH-256293991,1751439505148,1,0.024,0.023915,58.32,ETH-25JUL25-2700-C,2452.6,sell,1.0,1.0,,,,,,,1751439505.148
2162,ETH-256294002,1751439515041,1,0.024,0.023841,58.39,ETH-25JUL25-2700-C,2452.09,sell,1.0,1.0,,,,,,,1751439515.041
2163,ETH-256294085,1751439645687,1,0.024,0.023784,58.5,ETH-25JUL25-2700-C,2451.3,sell,1.0,1.0,,,,,,,1751439645.687
2164,ETH-256294090,1751439653422,1,0.024,0.023772,58.5,ETH-25JUL25-2700-C,2451.33,sell,1.0,1.0,,,,,,,1751439653.422
2165,ETH-256294108,1751439671353,1,0.024,0.023871,58.4,ETH-25JUL25-2700-C,2452.09,sell,1.0,1.0,,,,,,,1751439671.353
2166,ETH-256294158,1751439727490,1,0.024,0.023842,58.5,ETH-25JUL25-2700-C,2451.31,sell,1.0,1.0,,,,,,,1751439727.49
2167,ETH-256294190,1751439780596,1,0.024,0.023826,58.46,ETH-25JUL25-2700-C,2451.59,sell,1.0,1.0,,,,,,,1751439780.596
2168,ETH-256296057,1751440954948,2,0.0225,0.023268,57.42,ETH-25JUL25-2700-C,2445.51,sell,1.0,1.0,,,,,,,1751440954.948
2169,ETH-256297449,1751443023709,0,0.0235,0.023439,58.37,ETH-25JUL25-2700-C,2448.75,sell,1.0,1.0,,,,,,,1751443023.709
2170,ETH-256297451,1751443024474,1,0.0235,0.023439,58.37,ETH-25JUL25-2700-C,2448.75,sell,1.0,1.0,,,,,,,1751443024.474
2171,ETH-256297457,1751443034020,1,0.0235,0.023446,58.36,ETH-25JUL25-2700-C,2448.8,sell,1.0,1.0,,,,,,,1751443034.02
2172,ETH-256297467,1751443045584,1,0.0235,0.023426,58.38,ETH-25JUL25-2700-C,2448.62,sell,1.0,1.0,,,,,,,1751443045.584
2173,ETH-256297511,1751443083347,1,0.0235,0.023357,58.48,ETH-25JUL25-2700-C,2447.88,buy,1.0,1.0,,,,,,,1751443083.347
2174,ETH-256297532,1751443105221,1,0.0235,0.023389,58.44,ETH-25JUL25-2700-C,2448.24,sell,1.0,1.0,,,,,,,1751443105.221
2175,ETH-256297572,1751443121802,1,0.0235,0.023391,58.44,ETH-25JUL25-2700-C,2448.26,sell,1.0,1.0,,,,,,,1751443121.802
2176,ETH-256297583,1751443140562,1,0.0235,0.023385,58.44,ETH-25JUL25-2700-C,2448.22,sell,1.0,1.0,,,,,,,1751443140.562
2177,ETH-256303668,1751450414134,2,0.023,0.022947,57.73,ETH-25JUL25-2700-C,2449.69,sell,1.0,1.0,,,,,,,1751450414.134
2178,ETH-256305810,1751454308432,0,0.0235,0.023474,57.68,ETH-25JUL25-2700-C,2454.83,buy,1.0,1.0,,,,,,,1751454308.432
2179,ETH-256308693,1751457407112,2,0.023,0.022655,58.1,ETH-25JUL25-2700-C,2446.54,sell,1.0,1.0,,,,,,,1751457407.112
2180,ETH-256308699,1751457411119,3,0.023,0.022668,58.09,ETH-25JUL25-2700-C,2446.62,sell,1.0,1.0,,,,,,,1751457411.119
