"Date (UTC)","Timestamp (UTC)","Price"
"06-18-2025 07:00","1750230008","0.425"
"06-18-2025 08:00","1750233608","0.425"
"06-18-2025 09:00","1750237208","0.415"
"06-18-2025 10:00","1750240807","0.44"
"06-18-2025 11:00","1750244408","0.48"
"06-18-2025 12:00","1750248007","0.43"
"06-18-2025 13:00","1750251607","0.46"
"06-18-2025 14:00","1750255208","0.485"
"06-18-2025 15:00","1750258807","0.46"
"06-18-2025 16:00","1750262408","0.42"
"06-18-2025 17:00","1750266008","0.45"
"06-18-2025 18:00","1750269607","0.46"
"06-18-2025 19:00","1750273207","0.525"
"06-18-2025 20:00","1750276808","0.5"
"06-18-2025 21:00","1750280408","0.405"
"06-18-2025 22:00","1750284007","0.385"
"06-18-2025 23:00","1750287607","0.4"
"06-19-2025 00:00","1750291207","0.405"
"06-19-2025 01:00","1750294807","0.4"
"06-19-2025 02:00","1750298408","0.45"
"06-19-2025 03:00","1750302007","0.425"
"06-19-2025 04:00","1750305608","0.39"
"06-19-2025 05:00","1750309208","0.39"
"06-19-2025 06:00","1750312808","0.41"
"06-19-2025 07:00","1750316408","0.425"
"06-19-2025 08:00","1750320007","0.455"
"06-19-2025 09:00","1750323607","0.435"
"06-19-2025 10:00","1750327208","0.425"
"06-19-2025 11:00","1750330807","0.435"
"06-19-2025 12:00","1750334407","0.45"
"06-19-2025 13:00","1750338007","0.455"
"06-19-2025 14:00","1750341608","0.475"
"06-19-2025 15:00","1750345207","0.485"
"06-19-2025 16:00","1750348808","0.485"
"06-19-2025 17:00","1750352408","0.495"
"06-19-2025 18:00","1750356007","0.47"
"06-19-2025 19:00","1750359608","0.475"
"06-19-2025 20:00","1750363208","0.48"
"06-19-2025 21:00","1750366807","0.48"
"06-19-2025 22:00","1750370408","0.465"
"06-19-2025 23:00","1750374007","0.425"
"06-20-2025 00:00","1750377608","0.42"
"06-20-2025 01:00","1750381208","0.42"
"06-20-2025 02:00","1750384807","0.405"
"06-20-2025 03:00","1750388407","0.42"
"06-20-2025 04:00","1750392008","0.425"
"06-20-2025 05:00","1750395607","0.445"
"06-20-2025 06:00","1750399207","0.42"
"06-20-2025 07:00","1750402806","0.415"
