"Date (UTC)","Timestamp (UTC)","$200k","$150k","$125k","$115k","$110k","$105k","$100k","$90k","$85k","$80k","$75k","$70k","$60k","$50k"
"05-08-2025 11:00","1746702005","0.0035","0.014","0.049","0.155","0.315","0.635","0.965","0.345","0.145","0.055","0.028","0.017","0.009","0.0065"
"05-08-2025 12:00","1746705606","0.0035","0.0155","0.0415","0.145","0.315","0.61","0.935","0.345","0.155","0.05","0.028","0.0155","0.009","0.0065"
"05-08-2025 13:00","1746709206","0.0035","0.0135","0.0425","0.145","0.305","0.61","0.927","0.355","0.15","0.06","0.0305","0.0155","0.009","0.0065"
"05-08-2025 14:00","1746712806","0.0035","0.012","0.043","0.145","0.305","0.6","0.929","0.365","0.155","0.06","0.031","0.014","0.009","0.0065"
"05-08-2025 15:00","1746716406","0.0035","0.011","0.0465","0.155","0.31","0.61","0.945","0.35","0.145","0.06","0.031","0.021","0.009","0.0065"
"05-08-2025 16:00","1746720006","0.005","0.0115","0.0535","0.19","0.375","0.695","0.9995","0.305","0.13","0.05","0.024","0.019","0.009","0.006"
"05-08-2025 17:00","1746723606","0.0035","0.0185","0.0645","0.21","0.395","0.715","0.9995","0.285","0.12","0.05","0.021","0.019","0.0085","0.006"
"05-08-2025 18:00","1746727206","0.0035","0.017","0.0545","0.195","0.385","0.705","0.9995","0.295","0.125","0.055","0.0215","0.0185","0.0085","0.0055"
"05-08-2025 19:00","1746730806","0.0035","0.0145","0.0545","0.205","0.4","0.725","","0.28","0.13","0.055","0.024","0.019","0.008","0.0055"
"05-08-2025 20:00","1746734406","0.0035","0.0145","0.0535","0.205","0.385","0.715","","0.29","0.125","0.055","0.025","0.019","0.0085","0.0055"
"05-08-2025 21:00","1746738006","0.0045","0.017","0.0745","0.265","0.47","0.81","","0.24","0.12","0.055","0.028","0.019","0.0075","0.005"
"05-08-2025 22:00","1746741606","0.004","0.019","0.0905","0.275","0.495","0.845","","0.26","0.125","0.055","0.03","0.019","0.008","0.0055"
"05-08-2025 23:00","1746745206","0.0045","0.018","0.0815","0.26","0.505","0.85","","0.245","0.115","0.055","0.03","0.0185","0.008","0.0055"
"05-09-2025 00:00","1746748807","0.005","0.0175","0.08","0.27","0.51","0.865","","0.23","0.115","0.05","0.033","0.018","0.008","0.0055"
"05-09-2025 01:00","1746752407","0.005","0.018","0.0815","0.255","0.495","0.845","","0.245","0.115","0.045","0.04","0.0185","0.008","0.0055"
"05-09-2025 02:00","1746756006","0.0045","0.0185","0.0805","0.255","0.495","0.86","","0.245","0.125","0.055","0.042","0.019","0.008","0.005"
"05-09-2025 03:00","1746759607","0.004","0.018","0.075","0.25","0.475","0.825","","0.255","0.125","0.055","0.0385","0.019","0.008","0.005"
"05-09-2025 04:00","1746763206","0.0045","0.0175","0.075","0.25","0.475","0.815","","0.255","0.125","0.055","0.036","0.0185","0.008","0.005"
"05-09-2025 05:00","1746766806","0.0045","0.018","0.075","0.26","0.485","0.835","","0.255","0.125","0.055","0.036","0.0165","0.008","0.005"
"05-09-2025 06:00","1746770406","0.0045","0.018","0.0765","0.27","0.485","0.835","","0.245","0.12","0.055","0.0315","0.0165","0.008","0.005"
"05-09-2025 07:00","1746774006","0.0055","0.017","0.0665","0.28","0.515","0.86","","0.235","0.12","0.05","0.0285","0.0165","0.0075","0.0045"
"05-09-2025 08:00","1746777607","0.0055","0.017","0.0745","0.3","0.565","0.905","","0.215","0.11","0.045","0.0265","0.0165","0.0075","0.0045"
"05-09-2025 09:00","1746781206","0.005","0.019","0.0745","0.27","0.515","0.845","","0.225","0.11","0.055","0.027","0.0165","0.0075","0.0045"
"05-09-2025 10:00","1746784806","0.005","0.0165","0.0745","0.27","0.505","0.835","","0.225","0.11","0.05","0.0315","0.0195","0.0075","0.0045"
"05-09-2025 11:00","1746788406","0.005","0.015","0.0735","0.275","0.54","0.86","","0.21","0.1","0.055","0.029","0.0175","0.0075","0.0045"
"05-09-2025 12:00","1746792007","0.0055","0.0155","0.073","0.27","0.53","0.845","","0.21","0.1","0.055","0.029","0.0165","0.0075","0.0045"
"05-09-2025 13:00","1746795607","0.0055","0.016","0.0715","0.265","0.515","0.84","","0.22","0.105","0.055","0.0255","0.0165","0.0075","0.0045"
"05-09-2025 14:00","1746799206","0.0055","0.017","0.0755","0.29","0.56","0.89","","0.215","0.11","0.055","0.0245","0.0185","0.0075","0.0045"
"05-09-2025 15:00","1746802807","0.0075","0.017","0.0735","0.27","0.51","0.86","","0.235","0.11","0.06","0.029","0.0175","0.0075","0.0045"
"05-09-2025 16:00","1746806407","0.008","0.021","0.0745","0.27","0.49","0.84","","0.24","0.115","0.065","0.027","0.018","0.0075","0.0045"
"05-09-2025 17:00","1746810007","0.008","0.0195","0.078","0.25","0.475","0.81","","0.25","0.115","0.055","0.0275","0.018","0.0075","0.0045"
"05-09-2025 18:00","1746813607","0.0085","0.0145","0.0815","0.28","0.505","0.86","","0.225","0.105","0.05","0.029","0.018","0.0075","0.005"
"05-09-2025 19:00","1746817207","0.0075","0.0145","0.075","0.285","0.51","0.86","","0.22","0.105","0.05","0.027","0.017","0.0075","0.005"
"05-09-2025 20:00","1746820806","0.006","0.013","0.073","0.28","0.51","0.84","","0.22","0.105","0.05","0.026","0.017","0.0075","0.005"
"05-09-2025 21:00","1746824406","0.006","0.013","0.071","0.28","0.51","0.84","","0.22","0.105","0.05","0.026","0.0175","0.0055","0.005"
"05-09-2025 22:00","1746828007","0.006","0.013","0.061","0.26","0.49","0.82","","0.22","0.11","0.05","0.026","0.0185","0.0055","0.005"
"05-09-2025 23:00","1746831606","0.006","0.0135","0.066","0.255","0.485","0.82","","0.225","0.11","0.055","0.026","0.0175","0.0055","0.005"
"05-10-2025 00:00","1746835206","0.0055","0.014","0.0635","0.245","0.505","0.83","","0.22","0.11","0.055","0.026","0.0175","0.0055","0.005"
"05-10-2025 01:00","1746838806","0.0055","0.014","0.0615","0.25","0.495","0.825","","0.22","0.1","0.055","0.026","0.0175","0.0055","0.005"
"05-10-2025 02:00","1746842406","0.0055","0.019","0.07","0.26","0.495","0.83","","0.22","0.1","0.055","0.026","0.016","0.0055","0.005"
"05-10-2025 03:00","1746846006","0.0055","0.016","0.0655","0.255","0.51","0.84","","0.21","0.1","0.055","0.025","0.016","0.0055","0.005"
"05-10-2025 04:00","1746849606","0.0055","0.0165","0.0685","0.255","0.515","0.845","","0.21","0.1","0.055","0.025","0.016","0.0055","0.005"
"05-10-2025 05:00","1746853206","0.0065","0.0165","0.066","0.255","0.52","0.855","","0.215","0.105","0.045","0.025","0.016","0.0055","0.005"
"05-10-2025 06:00","1746856806","0.0065","0.018","0.066","0.27","0.505","0.855","","0.215","0.095","0.055","0.025","0.0155","0.0055","0.005"
"05-10-2025 07:00","1746860406","0.0065","0.0175","0.0715","0.285","0.545","0.895","","0.205","0.095","0.055","0.025","0.015","0.0045","0.0045"
"05-10-2025 08:00","1746864007","0.0065","0.017","0.072","0.3","0.545","0.89","","0.195","0.085","0.045","0.024","0.015","0.0045","0.0045"
"05-10-2025 09:00","1746867605","0.0065","0.017","0.0705","0.305","0.535","0.875","","0.195","0.085","0.045","0.024","0.015","0.0045","0.0045"
"05-10-2025 10:00","1746871206","0.0065","0.017","0.0705","0.315","0.555","0.885","","0.205","0.085","0.045","0.024","0.015","0.005","0.0045"
"05-10-2025 11:00","1746874806","0.0065","0.0175","0.071","0.315","0.555","0.875","","0.205","0.085","0.045","0.024","0.015","0.005","0.0045"
"05-10-2025 12:00","1746878406","0.0065","0.0165","0.07","0.305","0.545","0.865","","0.215","0.085","0.045","0.024","0.015","0.005","0.0045"
"05-10-2025 13:00","1746882006","0.0065","0.013","0.073","0.305","0.555","0.875","","0.205","0.095","0.045","0.024","0.015","0.005","0.005"
"05-10-2025 14:00","1746885606","0.0065","0.014","0.0705","0.31","0.545","0.885","","0.195","0.095","0.045","0.024","0.015","0.005","0.005"
"05-10-2025 15:00","1746889206","0.0065","0.0145","0.0705","0.3","0.545","0.875","","0.195","0.09","0.045","0.024","0.015","0.005","0.005"
"05-10-2025 16:00","1746892807","0.0065","0.014","0.07","0.275","0.52","0.85","","0.205","0.095","0.05","0.024","0.0155","0.005","0.0045"
"05-10-2025 17:00","1746896407","0.0065","0.0135","0.0705","0.275","0.525","0.855","","0.205","0.09","0.06","0.024","0.014","0.005","0.0045"
"05-10-2025 18:00","1746900007","0.0065","0.0145","0.0735","0.285","0.525","0.86","","0.2","0.085","0.065","0.024","0.014","0.005","0.0045"
"05-10-2025 19:00","1746903606","0.0065","0.0145","0.0695","0.28","0.525","0.855","","0.2","0.095","0.055","0.024","0.014","0.005","0.0045"
"05-10-2025 20:00","1746907206","0.0065","0.0145","0.0645","0.28","0.52","0.85","","0.2","0.095","0.05","0.024","0.0115","0.005","0.0045"
"05-10-2025 21:00","1746910806","0.0065","0.0145","0.062","0.275","0.52","0.85","","0.195","0.095","0.05","0.024","0.0115","0.005","0.0045"
"05-10-2025 22:00","1746914406","0.0065","0.015","0.0735","0.285","0.535","0.885","","0.185","0.085","0.055","0.024","0.0115","0.0045","0.0045"
"05-10-2025 23:00","1746918006","0.0065","0.016","0.0715","0.28","0.535","0.885","","0.19","0.085","0.05","0.024","0.013","0.004","0.0045"
"05-11-2025 00:00","1746921606","0.0065","0.017","0.0825","0.32","0.61","0.972","","0.175","0.08","0.0405","0.024","0.013","0.004","0.0045"
"05-11-2025 01:00","1746925206","0.0065","0.017","0.082","0.33","0.59","0.9565","","0.18","0.075","0.046","0.023","0.013","0.004","0.0045"
"05-11-2025 02:00","1746928806","0.0065","0.017","0.0715","0.31","0.565","0.923","","0.18","0.075","0.038","0.023","0.013","0.004","0.0045"
"05-11-2025 03:00","1746932406","0.0065","0.0185","0.073","0.3","0.535","0.8955","","0.175","0.075","0.0385","0.022","0.0135","0.0035","0.0045"
"05-11-2025 04:00","1746936006","0.0065","0.0165","0.073","0.315","0.56","0.916","","0.165","0.075","0.036","0.0225","0.013","0.0035","0.0045"
"05-11-2025 05:00","1746939606","0.006","0.017","0.0755","0.315","0.575","0.9315","","0.165","0.075","0.0335","0.022","0.013","0.0035","0.0045"
"05-11-2025 06:00","1746943206","0.006","0.017","0.0775","0.325","0.555","0.9095","","0.175","0.075","0.0335","0.022","0.013","0.0035","0.0045"
"05-11-2025 07:00","1746946807","0.0055","0.017","0.073","0.315","0.555","0.906","","0.185","0.075","0.033","0.022","0.013","0.0035","0.0045"
"05-11-2025 08:00","1746950406","0.0065","0.017","0.069","0.29","0.53","0.877","","0.185","0.09","0.034","0.022","0.0125","0.0035","0.0045"
"05-11-2025 09:00","1746954007","0.0065","0.018","0.081","0.31","0.56","0.9055","","0.185","0.09","0.033","0.022","0.0125","0.004","0.0045"
"05-11-2025 10:00","1746957607","0.0065","0.0175","0.0805","0.325","0.595","0.9455","","0.175","0.08","0.034","0.023","0.0125","0.004","0.0045"
"05-11-2025 11:00","1746961207","0.0065","0.017","0.0805","0.335","0.605","0.9595","","0.175","0.08","0.034","0.0175","0.0125","0.004","0.0045"
"05-11-2025 12:00","1746964807","0.0065","0.014","0.0805","0.335","0.605","0.958","","0.175","0.08","0.034","0.0175","0.0125","0.004","0.0045"
"05-11-2025 13:00","1746968406","0.0065","0.015","0.0795","0.345","0.61","0.9665","","0.175","0.08","0.0385","0.017","0.0125","0.004","0.0045"
"05-11-2025 14:00","1746972007","0.0065","0.0145","0.078","0.325","0.57","0.9225","","0.175","0.085","0.0385","0.0155","0.0115","0.004","0.0045"
"05-11-2025 15:00","1746975606","0.0065","0.015","0.0735","0.315","0.575","0.9355","","0.185","0.08","0.037","0.018","0.011","0.004","0.0045"
"05-11-2025 16:00","1746979207","0.0065","0.0145","0.075","0.315","0.575","0.931","","0.185","0.085","0.0345","0.018","0.011","0.004","0.0045"
"05-11-2025 17:00","1746982806","0.0065","0.015","0.0855","0.3","0.565","0.914","","0.185","0.085","0.0315","0.0185","0.011","0.004","0.0045"
"05-11-2025 18:00","1746986407","0.0065","0.0145","0.0795","0.295","0.565","0.925","","0.175","0.085","0.0345","0.0175","0.011","0.004","0.0045"
"05-11-2025 19:00","1746990007","0.0065","0.015","0.0835","0.325","0.595","0.962","","0.165","0.08","0.038","0.0185","0.011","0.004","0.0045"
"05-11-2025 20:00","1746993607","0.0065","0.014","0.083","0.315","0.58","0.9465","","0.17","0.08","0.0375","0.02","0.011","0.004","0.0045"
"05-11-2025 21:00","1746997206","0.0065","0.0125","0.082","0.315","0.565","0.938","","0.17","0.08","0.0405","0.02","0.011","0.004","0.0045"
"05-11-2025 22:00","1747000806","0.006","0.01","0.0815","0.305","0.575","0.93","","0.175","0.08","0.04","0.02","0.011","0.0045","0.0045"
"05-11-2025 23:00","1747004406","0.006","0.0095","0.0805","0.3","0.545","0.899","","0.19","0.08","0.0395","0.02","0.011","0.005","0.0045"
"05-12-2025 00:00","1747008006","0.006","0.0115","0.076","0.3","0.56","0.9185","","0.175","0.08","0.0405","0.02","0.0095","0.005","0.0045"
"05-12-2025 01:00","1747011606","0.006","0.017","0.078","0.32","0.585","0.9565","","0.155","0.075","0.04","0.02","0.0115","0.005","0.0045"
"05-12-2025 02:00","1747015206","0.006","0.016","0.0785","0.295","0.555","0.9995","","0.175","0.085","0.038","0.02","0.0115","0.0045","0.0045"
"05-12-2025 03:00","1747018806","0.0055","0.0155","0.076","0.305","0.555","0.9995","","0.175","0.085","0.037","0.0195","0.01","0.0045","0.0045"
"05-12-2025 04:00","1747022406","0.0055","0.012","0.076","0.31","0.555","0.9995","","0.175","0.075","0.037","0.0195","0.01","0.0045","0.004"
"05-12-2025 05:00","1747026006","0.0065","0.013","0.075","0.305","0.555","0.9995","","0.175","0.075","0.037","0.0195","0.01","0.0045","0.004"
"05-12-2025 06:00","1747029607","0.0065","0.0125","0.073","0.3","0.555","","","0.175","0.075","0.037","0.0185","0.01","0.0045","0.004"
"05-12-2025 07:00","1747033206","0.0065","0.014","0.076","0.315","0.575","","","0.165","0.085","0.0385","0.019","0.0095","0.0045","0.004"
"05-12-2025 08:00","1747036806","0.0065","0.0155","0.075","0.33","0.6","","","0.155","0.075","0.0335","0.021","0.0085","0.0045","0.0045"
"05-12-2025 09:00","1747040406","0.0065","0.0185","0.0835","0.335","0.605","","","0.15","0.07","0.0335","0.017","0.0085","0.0045","0.0045"
"05-12-2025 10:00","1747044006","0.0055","0.0125","0.07","0.32","0.585","","","0.155","0.07","0.0335","0.018","0.0085","0.0075","0.004"
"05-12-2025 11:00","1747047607","0.0065","0.012","0.0935","0.305","0.59","","","0.155","0.07","0.0335","0.018","0.0085","0.0075","0.004"
"05-12-2025 12:00","1747051206","0.0065","0.0115","0.074","0.295","0.565","","","0.16","0.075","0.034","0.017","0.0085","0.007","0.004"
"05-12-2025 13:00","1747054806","0.0065","0.0125","0.073","0.3","0.575","","","0.155","0.065","0.0285","0.018","0.009","0.0065","0.004"
"05-12-2025 14:00","1747058406","0.0065","0.0145","0.081","0.295","0.565","","","0.15","0.075","0.0305","0.0175","0.0085","0.0055","0.0035"
"05-12-2025 15:00","1747062007","0.0065","0.0155","0.0665","0.24","0.505","","","0.19","0.085","0.032","0.019","0.0085","0.0045","0.004"
"05-12-2025 16:00","1747065606","0.0065","0.015","0.0545","0.23","0.475","","","0.195","0.085","0.039","0.0195","0.0085","0.0045","0.0035"
"05-12-2025 17:00","1747069206","0.0065","0.0135","0.0595","0.24","0.495","","","0.185","0.085","0.029","0.0195","0.008","0.0045","0.0035"
"05-12-2025 18:00","1747072805","0.0055","0.012","0.0475","0.225","0.475","","","0.185","0.085","0.028","0.0195","0.0085","0.0045","0.004"
"05-12-2025 19:00","1747076406","0.0055","0.012","0.0445","0.195","0.425","","","0.215","0.095","0.0415","0.0215","0.0095","0.0045","0.004"
"05-12-2025 20:00","1747080007","0.0055","0.0115","0.043","0.185","0.425","","","0.205","0.095","0.0375","0.017","0.0095","0.0045","0.004"
"05-12-2025 21:00","1747083607","0.0055","0.0105","0.042","0.225","0.48","","","0.185","0.085","0.0335","0.0175","0.01","0.0045","0.0035"
"05-12-2025 22:00","1747087205","0.0055","0.0105","0.0445","0.225","0.47","","","0.185","0.085","0.0305","0.0165","0.0095","0.0045","0.0035"
"05-12-2025 23:00","1747090806","0.0055","0.01","0.0445","0.235","0.49","","","0.175","0.085","0.03","0.0165","0.0095","0.0045","0.0035"
"05-13-2025 00:00","1747094406","0.0055","0.008","0.045","0.225","0.475","","","0.175","0.085","0.029","0.0165","0.0095","0.0045","0.0035"
"05-13-2025 01:00","1747098007","0.005","0.0075","0.044","0.2","0.45","","","0.185","0.085","0.032","0.0165","0.01","0.0055","0.0035"
"05-13-2025 02:00","1747101606","0.0045","0.0075","0.039","0.195","0.445","","","0.185","0.085","0.029","0.0165","0.0095","0.0055","0.0035"
"05-13-2025 03:00","1747105207","0.0045","0.007","0.043","0.185","0.42","","","0.19","0.095","0.029","0.016","0.009","0.0055","0.0035"
"05-13-2025 04:00","1747108806","0.0055","0.007","0.0415","0.175","0.41","","","0.2","0.095","0.0335","0.016","0.0085","0.0055","0.0035"
"05-13-2025 05:00","1747112407","0.0055","0.0075","0.045","0.195","0.45","","","0.165","0.085","0.031","0.016","0.0085","0.0055","0.0035"
"05-13-2025 06:00","1747116007","0.0055","0.0075","0.0415","0.195","0.425","","","0.175","0.08","0.029","0.016","0.0085","0.0045","0.0035"
"05-13-2025 07:00","1747119607","0.0065","0.0075","0.041","0.195","0.435","","","0.165","0.08","0.0285","0.016","0.0085","0.005","0.0035"
"05-13-2025 08:00","1747123206","0.0065","0.0085","0.047","0.21","0.45","","","0.165","0.075","0.029","0.016","0.0085","0.005","0.0035"
"05-13-2025 09:00","1747126807","0.0065","0.0095","0.0475","0.215","0.455","","","0.165","0.075","0.029","0.016","0.0085","0.0055","0.003"
"05-13-2025 10:00","1747130406","0.0065","0.009","0.049","0.245","0.495","","","0.15","0.065","0.0335","0.0265","0.0085","0.0055","0.0025"
"05-13-2025 11:00","1747134007","0.0065","0.009","0.053","0.245","0.5","","","0.145","0.065","0.0335","0.0265","0.0085","0.0055","0.0025"
"05-13-2025 12:00","1747137607","0.0065","0.009","0.053","0.26","0.505","","","0.145","0.065","0.0335","0.0245","0.0085","0.0055","0.003"
"05-13-2025 13:00","1747141207","0.0065","0.0095","0.0525","0.255","0.51","","","0.145","0.07","0.033","0.022","0.0085","0.0055","0.003"
"05-13-2025 14:00","1747144806","0.0065","0.0095","0.0525","0.255","0.505","","","0.145","0.06","0.034","0.0245","0.0085","0.0055","0.003"
"05-13-2025 15:00","1747148406","0.006","0.0095","0.0475","0.225","0.465","","","0.15","0.075","0.034","0.0245","0.008","0.0055","0.003"
"05-13-2025 16:00","1747152007","0.006","0.0095","0.051","0.245","0.505","","","0.145","0.065","0.0345","0.024","0.0085","0.0055","0.003"
"05-13-2025 17:00","1747155607","0.0055","0.009","0.0495","0.255","0.505","","","0.145","0.06","0.0335","0.024","0.009","0.005","0.003"
"05-13-2025 18:00","1747159207","0.0055","0.0085","0.044","0.265","0.545","","","0.125","0.06","0.03","0.0225","0.009","0.005","0.003"
"05-13-2025 19:00","1747162806","0.0055","0.0085","0.045","0.265","0.56","","","0.125","0.055","0.029","0.0225","0.009","0.005","0.003"
"05-13-2025 20:00","1747166407","0.0045","0.0115","0.0595","0.29","0.575","","","0.125","0.055","0.0295","0.0235","0.009","0.005","0.003"
"05-13-2025 21:00","1747170007","0.0045","0.0125","0.0575","0.285","0.565","","","0.125","0.055","0.029","0.0235","0.009","0.005","0.003"
"05-13-2025 22:00","1747173607","0.0045","0.012","0.0555","0.27","0.555","","","0.13","0.055","0.0265","0.02","0.009","0.005","0.003"
"05-13-2025 23:00","1747177207","0.0045","0.012","0.0525","0.27","0.54","","","0.13","0.055","0.029","0.0195","0.009","0.005","0.003"
"05-14-2025 00:00","1747180807","0.0045","0.0115","0.0535","0.265","0.54","","","0.13","0.055","0.0265","0.0195","0.009","0.005","0.003"
"05-14-2025 01:00","1747184407","0.0045","0.0125","0.056","0.25","0.52","","","0.135","0.055","0.029","0.0195","0.009","0.005","0.003"
"05-14-2025 02:00","1747188007","0.0045","0.0125","0.0475","0.25","0.505","","","0.135","0.055","0.0275","0.0195","0.009","0.005","0.003"
"05-14-2025 03:00","1747191606","0.0045","0.0125","0.0465","0.25","0.495","","","0.135","0.055","0.023","0.02","0.009","0.005","0.003"
"05-14-2025 04:00","1747195207","0.0045","0.0125","0.0455","0.245","0.485","","","0.135","0.065","0.023","0.0195","0.009","0.005","0.003"
"05-14-2025 05:00","1747198807","0.0045","0.0125","0.0455","0.25","0.495","","","0.14","0.065","0.023","0.0195","0.009","0.005","0.003"
"05-14-2025 06:00","1747202408","0.0035","0.0125","0.0455","0.255","0.515","","","0.135","0.06","0.024","0.0195","0.009","0.005","0.003"
"05-14-2025 07:00","1747206006","0.0045","0.0125","0.0435","0.25","0.5","","","0.125","0.055","0.024","0.0195","0.009","0.005","0.003"
"05-14-2025 08:00","1747209607","0.004","0.012","0.0535","0.245","0.5","","","0.13","0.06","0.0275","0.0175","0.009","0.005","0.003"
"05-14-2025 09:00","1747213206","0.0035","0.0115","0.048","0.235","0.475","","","0.135","0.07","0.0255","0.017","0.009","0.005","0.003"
"05-14-2025 10:00","1747216807","0.0035","0.0145","0.041","0.225","0.475","","","0.14","0.065","0.027","0.019","0.009","0.005","0.003"
"05-14-2025 11:00","1747220407","0.0035","0.015","0.042","0.245","0.495","","","0.125","0.065","0.0265","0.019","0.009","0.005","0.003"
"05-14-2025 12:00","1747224007","0.0035","0.0135","0.0445","0.255","0.515","","","0.125","0.065","0.03","0.018","0.0105","0.005","0.0025"
"05-14-2025 13:00","1747227607","0.0035","0.013","0.044","0.26","0.525","","","0.125","0.06","0.0255","0.0175","0.0105","0.0045","0.003"
"05-14-2025 14:00","1747231207","0.0035","0.011","0.0485","0.245","0.505","","","0.125","0.06","0.0295","0.0175","0.0115","0.005","0.003"
"05-14-2025 15:00","1747234806","0.0035","0.0135","0.0435","0.225","0.475","","","0.14","0.065","0.033","0.0195","0.0145","0.005","0.003"
"05-14-2025 16:00","1747238408","0.0035","0.0135","0.0425","0.225","0.465","","","0.135","0.065","0.033","0.0185","0.0145","0.005","0.003"
"05-14-2025 17:00","1747242007","0.0035","0.014","0.0455","0.215","0.445","","","0.135","0.065","0.0275","0.0185","0.0135","0.005","0.003"
"05-14-2025 18:00","1747245606","0.0035","0.013","0.039","0.205","0.445","","","0.135","0.065","0.029","0.0175","0.012","0.005","0.003"
"05-14-2025 19:00","1747249207","0.0025","0.013","0.0345","0.215","0.455","","","0.135","0.065","0.029","0.0145","0.0115","0.005","0.003"
"05-14-2025 20:00","1747252807","0.0025","0.013","0.0365","0.215","0.45","","","0.135","0.065","0.025","0.014","0.0115","0.0055","0.003"
"05-14-2025 21:00","1747256406","0.0025","0.012","0.041","0.215","0.465","","","0.13","0.065","0.024","0.014","0.012","0.0055","0.003"
"05-14-2025 22:00","1747260006","0.0025","0.012","0.0465","0.215","0.465","","","0.13","0.065","0.024","0.014","0.012","0.0055","0.003"
"05-14-2025 23:00","1747263606","0.0025","0.012","0.043","0.215","0.455","","","0.125","0.065","0.023","0.014","0.012","0.0055","0.003"
"05-15-2025 00:00","1747267207","0.0025","0.012","0.0425","0.21","0.45","","","0.125","0.055","0.023","0.014","0.012","0.0055","0.003"
"05-15-2025 01:00","1747270806","0.0025","0.012","0.042","0.225","0.47","","","0.12","0.055","0.0245","0.014","0.0115","0.0055","0.0025"
"05-15-2025 02:00","1747274407","0.0025","0.01","0.0395","0.2","0.425","","","0.125","0.065","0.025","0.015","0.012","0.0055","0.0025"
"05-15-2025 03:00","1747278006","0.0025","0.0095","0.04","0.195","0.415","","","0.125","0.065","0.026","0.0145","0.011","0.0055","0.0025"
"05-15-2025 04:00","1747281607","0.0025","0.0095","0.036","0.185","0.405","","","0.135","0.065","0.0255","0.014","0.011","0.0055","0.0025"
"05-15-2025 05:00","1747285207","0.0025","0.009","0.0355","0.185","0.405","","","0.135","0.065","0.0265","0.015","0.011","0.0055","0.0025"
"05-15-2025 06:00","1747288807","0.0025","0.009","0.0275","0.165","0.385","","","0.145","0.065","0.029","0.0145","0.011","0.0055","0.0025"
"05-15-2025 07:00","1747292407","0.0025","0.0085","0.0275","0.165","0.37","","","0.155","0.065","0.029","0.016","0.0105","0.0055","0.0025"
"05-15-2025 08:00","1747296006","0.0025","0.008","0.0255","0.155","0.335","","","0.165","0.075","0.0275","0.014","0.011","0.0055","0.0025"
"05-15-2025 09:00","1747299606","0.0025","0.0075","0.027","0.155","0.365","","","0.155","0.075","0.026","0.014","0.0105","0.0055","0.0025"
"05-15-2025 10:00","1747303207","0.0025","0.009","0.0095","0.145","0.355","","","0.165","0.075","0.0255","0.0145","0.0105","0.0055","0.0025"
"05-15-2025 11:00","1747306807","0.0025","0.0085","0.0175","0.155","0.355","","","0.17","0.075","0.028","0.014","0.0105","0.0055","0.0025"
"05-15-2025 12:00","1747310407","0.0025","0.0075","0.0225","0.175","0.365","","","0.155","0.075","0.0255","0.0145","0.0105","0.0055","0.0025"
"05-15-2025 13:00","1747314007","0.0025","0.0075","0.0255","0.18","0.39","","","0.145","0.065","0.0255","0.0145","0.0105","0.0055","0.0025"
"05-15-2025 14:00","1747317607","0.0025","0.0065","0.027","0.155","0.355","","","0.16","0.065","0.0255","0.0145","0.0105","0.0055","0.0025"
"05-15-2025 15:00","1747321206","0.0025","0.0085","0.028","0.145","0.345","","","0.165","0.07","0.0285","0.0155","0.0105","0.0055","0.0025"
"05-15-2025 16:00","1747324807","0.0025","0.0085","0.0315","0.19","0.405","","","0.135","0.065","0.0265","0.015","0.01","0.0055","0.0025"
"05-15-2025 17:00","1747328406","0.0025","0.0125","0.0345","0.205","0.445","","","0.115","0.055","0.0265","0.015","0.01","0.0055","0.0025"
"05-15-2025 18:00","1747332007","0.0025","0.012","0.0345","0.215","0.465","","","0.115","0.055","0.0265","0.0155","0.0105","0.0055","0.0025"
"05-15-2025 19:00","1747335607","0.0025","0.0115","0.0295","0.165","0.37","","","0.145","0.065","0.0265","0.0165","0.0105","0.0055","0.0025"
"05-15-2025 20:00","1747339207","0.0025","0.0105","0.0265","0.175","0.395","","","0.135","0.065","0.0265","0.0165","0.0105","0.005","0.0025"
"05-15-2025 21:00","1747342806","0.0025","0.0125","0.0425","0.185","0.405","","","0.125","0.055","0.0245","0.016","0.0105","0.0055","0.0025"
"05-15-2025 22:00","1747346406","0.0025","0.0125","0.0315","0.175","0.4","","","0.135","0.055","0.025","0.0155","0.01","0.0055","0.0025"
"05-15-2025 23:00","1747350006","0.0025","0.0125","0.0345","0.185","0.42","","","0.12","0.055","0.0245","0.0155","0.0105","0.0055","0.0025"
"05-16-2025 00:00","1747353606","0.0025","0.0115","0.0355","0.185","0.425","","","0.115","0.055","0.0255","0.017","0.0105","0.0055","0.0025"
"05-16-2025 01:00","1747357207","0.0025","0.0125","0.035","0.19","0.435","","","0.115","0.055","0.0255","0.0175","0.01","0.0055","0.0025"
"05-16-2025 02:00","1747360806","0.0025","0.0125","0.0385","0.19","0.445","","","0.11","0.055","0.0245","0.0165","0.01","0.0055","0.0025"
"05-16-2025 03:00","1747364406","0.0025","0.0115","0.0435","0.195","0.45","","","0.105","0.045","0.024","0.0155","0.01","0.0055","0.0025"
"05-16-2025 04:00","1747368006","0.0025","0.0115","0.036","0.18","0.44","","","0.105","0.045","0.024","0.0155","0.01","0.0055","0.0025"
"05-16-2025 05:00","1747371606","0.0025","0.0115","0.0355","0.185","0.425","","","0.11","0.05","0.024","0.0165","0.01","0.0055","0.0025"
